SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1597868791,1328.1,20200819 15:26:31,15:26:31,B2R2,_NE,_5.4,_1,1597868783,0.01301219,16.40962721,374.5141667,284.2746358,28.66913627,37.76980542,0.389981002,2.941291343,0.363364451,0.229342613,297.3834682,41.32466998,40.89220333,7.774405109,50.60678341,4.380567946,8.656088474,3.393837164,-573.8375919,323.210306,27.43012615,74.18630841,92,18,1,0,50547.31416,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-306-20200819-15_26_32,15413,1010.192077,811.02,-0.245582201,0.5,1517.39148,16.40962721,-186.3221699,0.999778057,0.011082304,3.471948904,DARK-307-20200819-15_26_34,0.18,810.84,-0.245636719,0.776422383,-2.158075163,0.968264099,-4.38E-05,1.000043769,1800.007667,1517.39148,0.842991676,0.195983352,6,0.5,0: Broadleaf,2,1597868783,374.5141667,400.0532,43.43641,28.50027,375.1744333,43.64027667,500.0082,100.6501,0.200038067,42.93047333,40.89220333,999.9,0,0,10002.063,0,800.5845667,1800.007667,0.8999996,0.100000293,0,1010.6131,4.99948,20368.81,14691.49333,56.56626667,56.77686667,56.7872,56.25826667,58.49573333,1615.507,179.5013333,0,186.5999999,0,1010.192077,-317.7759996,-5671.528197,20360.71538,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,16.41716449,-0.43661807,0.040177592,1,-25.54110323,0.501948387,0.048077441,1,14.93751935,0.201401613,0.040365615,1,3,3,3-Mar,100,100,-0.66,-0.2038,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,1.8,2,2,400.621,528.651,41.872,42.9099,30.0003,42.7183,42.6688,21.9347,48.3862,91.8523,-999.9,400,28.2721,97.2634,97.0343
11,1597868902,1438.6,20200819 15:28:21,15:28:21,B2R2,_NE,_5.4,_2,1597868894,0.009564024,13.216601,379.8595667,277.433392,27.97871093,38.30822575,0.266532191,2.942218287,0.253808187,0.159722688,297.3837385,42.30012617,41.40217333,7.987358686,50.8284975,4.420965839,8.697809411,3.566392846,-421.773476,257.0007097,21.86668291,154.4776551,135,27,1,0,50558.13439,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-308-20200819-15_28_23,15367.8,893.8535,2.79,-319.3775986,0.5,1517.394141,13.216601,-242310.8483,0,0.008978002,1298.942652,DARK-309-20200819-15_28_25,2.79,0,#DIV/0!,1,1.244609066,1.246186727,#DIV/0!,#DIV/0!,1800.011,1517.394141,0.842991593,0.195983186,6,0.5,0: Broadleaf,2,1597868894,379.8595667,400.0784,43.83774333,32.86439667,380.5165667,44.04158667,500.0166,100.6484,0.199990067,43.02239333,41.40217333,999.9,0,0,10007.507,0,597.7196333,1800.011,0.900002167,0.099997763,0,896.8569667,4.99948,18240.67667,14691.52333,56.70386667,56.8874,56.8998,56.43306667,58.61436667,1615.514667,179.4966667,0,109.9000001,0,893.8535,-389.718735,-7704.222225,18165.43462,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,13.20738566,0.48717629,0.046238446,1,-20.21229677,-0.401153226,0.056452449,1,10.97572903,-0.451383871,0.054097482,1,3,3,3-Mar,100,100,-0.657,-0.2039,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,3.6,3.8,2,356.815,533.174,41.8997,42.9427,29.9999,42.7361,42.6865,21.984,40.6568,96.1382,-999.9,400,32.5856,97.2641,97.1178
12,1597868996,1532.6,20200819 15:29:55,15:29:55,B2R2,_NE,_5.4,_3,1597868988,0.011168357,15.17163333,376.8491667,274.1446132,27.64638275,38.0037243,0.307507051,2.940215213,0.290691817,0.183116503,297.3851382,41.90393815,41.54643,8.048506543,50.70094373,4.413404735,8.704778273,3.635101808,-492.5245243,236.3870915,20.14176001,61.38946547,192,38,1,0,50500.41582,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-310-20200819-15_29_56,15507.4,982.08152,1.08,-908.3347407,0.5,1517.403192,15.17163333,-689155.0173,-0.25,0.010266355,3357.185185,DARK-311-20200819-15_29_58,1.35,-0.27,3633.338963,1.000074473,1.366966659,1.246774738,4.994501475,-3.994501475,1800.022,1517.403192,0.84299147,0.19598294,6,0.5,0: Broadleaf,2,1597868988,376.8491667,400.1066,43.76381333,30.94779667,377.5080667,43.96765667,499.98,100.646,0.199982067,43.03771,41.54643,999.9,0,0,9996.348667,0,445.6693,1800.022,0.900006333,0.09999376,0,983.7801333,4.99948,20516.82667,14691.64333,56.76213333,56.854,56.95393333,56.54986667,58.67893333,1615.531667,179.4903333,0,92.9000001,0,982.08152,-340.4936149,-6567.769223,20494.828,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,15.14583614,2.138208333,0.1584499,0,-23.23038387,-2.474424194,0.19320557,0,12.81372903,0.168246774,0.026255251,1,1,3,3-Jan,100,100,-0.659,-0.2038,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,5.2,5.4,2,307.944,523.501,41.9305,42.9471,30,42.7449,42.6909,21.9193,44.0236,94.5758,-999.9,400,30.6736,97.2581,97.174
13,1597869173,1710,20200819 15:32:53,15:32:53,B2R2,_NE,_5.12,_1,1597869165,0.019525273,17.04554794,371.007,307.1894058,30.97937952,37.41524427,0.655815837,2.94036513,0.584093282,0.370846523,297.3830879,39.6543673,40.42788387,7.584810124,50.99776747,4.414187793,8.655649084,3.170622331,-861.0645368,396.559114,33.59129574,-133.5310392,115,23,1,0,50521.88334,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-312-20200819-15_32_54,15369.8,1001.8526,2.97,-336.3241077,0.5,1517.389385,17.04554794,-255167.3156,0.505050505,0.011501408,1220.158249,DARK-313-20200819-15_32_56,1.47,1.5,-665.9217333,0.999586249,1.395558214,1.246124831,-0.977094782,1.977094782,1800.005161,1517.389385,0.842991686,0.195983372,6,0.5,0: Broadleaf,2,1597869165,371.007,400.152871,43.77078387,21.36725161,371.6694839,43.97461935,500.0274839,100.6478387,0.199973516,42.92950323,40.42788387,999.9,0,0,9997.01871,0,842.9474839,1800.005161,0.899999548,0.100000477,0,1004.290516,4.99948,20224.15806,14691.46774,56.71748387,56.875,56.94919355,56.44512903,58.64506452,1615.503548,179.5016129,0,176.5999999,0,1001.8526,-261.5258457,-4829.515378,20176.704,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,17.03555595,0.379191949,0.038939539,1,-29.13930645,-0.494064873,0.04877658,1,22.39955806,0.209788643,0.024719351,1,3,3,3-Mar,100,100,-0.662,-0.2039,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,8.1,8.4,2,375.671,519.409,41.9013,42.9471,30.0003,42.7354,42.679,21.8146,63.4048,86.4285,-999.9,400,20.8925,97.2637,97.1228
14,1597869296,1833,20200819 15:34:56,15:34:56,B2R2,_NE,_5.12,_2,1597869288,0.013496207,15.98450395,374.8399333,285.2909278,28.76952001,37.79988745,0.387988947,2.942524063,0.361644006,0.22824525,297.378159,41.55579438,41.50255333,8.029865243,51.03717465,4.500318214,8.81772599,3.529547029,-595.1827076,282.6811948,24.09072485,8.967371135,53,11,1,0,50524.55574,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-314-20200819-15_34_57,15416.8,924.4893846,7.68,-119.376222,0.5,1517.362982,15.98450395,-90568.53004,0.618489583,0.01080234,471.2447917,DARK-315-20200819-15_34_59,2.93,4.75,-193.012502,0.998689261,1.289376792,1.244505223,-0.61171782,1.61171782,1799.973667,1517.362982,0.842991767,0.195983534,6,0.5,0: Broadleaf,2,1597869288,374.8399333,400.0879333,44.62709,29.15691333,375.5,44.08542667,500.0813,100.6431667,0.199577367,43.28448667,41.50255333,999.9,0,0,10009.768,0,795.8553667,1799.973667,0.899996533,0.10000344,0,924.4214333,4.99948,19821.64333,14691.20333,56.8936,57.0935,57.1187,56.6912,58.8288,1615.470333,179.5033333,0,121.8000002,0,924.4893846,-301.0470427,-6014.885469,19813.09231,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,15.97223212,0.77964805,0.059346989,0,-25.23935484,-0.720145161,0.058193569,1,15.47407419,-0.343969355,0.039022913,1,2,3,3-Feb,100,100,-0.66,0.5282,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,10.2,10.4,2,446.864,530.025,42.0495,42.9962,30.0002,42.7671,42.711,21.91,49.2743,93.6629,-999.9,400,28.7135,97.2615,97.1759
15,1597869400,1937,20200819 15:36:40,15:36:40,B2R2,_NE,_5.12,_3,1597869392,0.013719964,15.3715371,375.4200667,288.4850856,29.09100297,37.85757677,0.389743942,2.939850664,0.363146482,0.229204793,297.3807883,41.66151505,41.56147333,8.054906427,50.39455787,4.481894141,8.893607425,3.573012286,-605.0503933,299.1200446,25.54197834,16.9924179,202,40,1,0,50424.67588,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-316-20200819-15_36_41,15504.6,936.3159,0.74,-1264.291757,0.5,1517.377721,15.3715371,-959204.072,-2.837837838,0.01039827,4900.135135,DARK-317-20200819-15_36_43,2.84,-2.1,445.5123333,1.00057947,1.303051442,1.246891652,1.351312123,-0.351312123,1799.991333,1517.377721,0.842991681,0.195983363,6,0.5,0: Broadleaf,2,1597869392,375.4200667,400.045,44.44534333,28.71429,376.0799,43.91193,500.0367667,100.6405667,0.200012,43.44874667,41.56147333,999.9,0,0,9994.815,0,662.6923667,1799.991333,0.899999967,0.09999997,0,976.4548333,4.99948,20353.61333,14691.38333,57.02686667,57.312,57.26653333,56.8183,58.9727,1615.491667,179.5,0,103.2,0,936.3159,-1175.743536,762028.8126,53598.58,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,15.36813235,0.313870127,0.037347607,1,-24.62400323,-0.043766129,0.038976233,1,15.74176774,-0.556877419,0.067497032,1,3,3,3-Mar,100,100,-0.66,0.5244,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,11.9,12.1,2,298.672,516.244,42.1689,43.0316,29.9999,42.7894,42.7332,21.9245,48.5587,92.9649,-999.9,400,28.8347,97.2671,97.153
16,1597869801,2338,20200819 15:43:21,15:43:21,B3R2,_NW,_5.13,_1,1597869793,0.011148321,13.54531271,378.6676774,282.0010248,28.43877737,38.18725759,0.298879151,2.942597273,0.2829802,0.178220572,297.37747,42.00713444,41.72143548,8.123232172,50.25540186,4.396899421,8.749108074,3.726332751,-491.6409556,224.2328308,19.11539012,49.08473528,150,29,1,0,50550.54967,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-318-20200819-15_43_22,15412.9,801.7752,4.09,-195.0330562,0.5,1517.36009,13.54531271,-147967.6879,0.481662592,0.009194837,885.7579462,DARK-319-20200819-15_43_24,2.12,1.97,-404.9163452,0.99945651,1.116208045,1.245739702,-1.070652537,2.070652537,1799.970323,1517.36009,0.842991727,0.195983453,6,0.5,0: Broadleaf,2,1597869793,378.6676774,399.9858387,43.59998065,30.80649032,379.3253871,43.10457097,500.0474839,100.6464516,0.199910161,43.13489355,41.72143548,999.9,0,0,10009.85806,0,497.4073548,1799.970323,0.899996871,0.100003013,0,803.1134839,4.99948,17195.80968,14691.17742,56.82216129,56.752,57.046,56.284,58.68916129,1615.470323,179.5006452,0,400.1999998,0,801.7752,-110.3369232,-2868.761543,17168.356,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,13.56227739,-0.93637923,0.072791569,0,-21.33086129,1.434798387,0.109321794,0,12.79921935,-0.731612903,0.057327027,1,1,3,3-Jan,100,100,-0.658,0.4908,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,18.6,18.8,2,349.904,521.272,41.849,42.8752,29.9996,42.6724,42.6158,21.9742,45.6381,94.5337,-999.9,400,30.883,97.2899,97.1761
17,1597869939,2475.5,20200819 15:45:38,15:45:38,B3R2,_NW,_5.13,_2,1597869931,0.013472566,15.93211682,374.8974,283.3747328,28.57608114,37.805412,0.377689229,2.941838169,0.352670686,0.222528744,297.3808942,41.39646574,41.58606333,8.065377238,50.92739317,4.452150413,8.742152574,3.613226825,-594.1401563,243.2311278,20.72547569,-32.80265869,75,15,1,0,50531.97176,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-320-20200819-15_45_40,15560.7,834.60468,1224.55,0.318439688,0.5,1517.378029,15.93211682,241.596693,0.997133641,0.010767708,1.961773713,DARK-321-20200819-15_45_41,3.51,1221.04,0.319355074,0.66300613,0.770914819,0.82606529,0.001343075,0.998656925,1799.991667,1517.378029,0.842991696,0.195983393,6,0.5,0: Broadleaf,2,1597869931,374.8974,400.0753667,44.14975333,28.69741,375.5575333,43.62968667,500.0311667,100.6422667,0.1997557,43.11967333,41.58606333,999.9,0,0,10005.95333,0,505.1792,1799.991667,0.8999987,0.1000013,0,836.4454,4.99948,18643.23333,14691.36,56.75826667,56.75,56.9853,56.24993333,58.6395,1615.491667,179.501,0,136.8,0,834.60468,-156.3296156,-3125.861541,18591.864,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,15.9316001,0.360374296,0.044138741,1,-25.17890968,-0.340848387,0.049821257,1,15.45346129,-0.155341935,0.024839818,1,3,3,3-Mar,100,100,-0.66,0.5083,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,20.9,21.1,2,419.998,528.902,41.818,42.7681,29.9997,42.5856,42.5322,21.918,50.2408,93.4013,-999.9,400,28.2928,97.3039,97.284
18,1597870044,2580.5,20200819 15:47:23,15:47:23,B3R2,_NW,_5.13,_3,1597870036,0.012038073,15.16291118,376.4328065,280.3158219,28.26576792,37.9577659,0.335401337,2.941062396,0.315508401,0.198881657,297.3811921,41.73486128,41.51872581,8.036731872,50.71749543,4.427181088,8.729100382,3.609550784,-530.8790257,249.3108241,21.23943617,37.05242669,143,29,1,0,50515.01924,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-322-20200819-15_47_25,15395.8,937.209,4.17,-223.7503597,0.5,1517.385698,15.16291118,-169757.7979,1.139088729,0.010260725,868.7458034,DARK-323-20200819-15_47_26,-0.58,4.75,-196.4292632,0.998690529,1.305756002,1.245712192,0.12156197,0.87843803,1800.001613,1517.385698,0.842991299,0.195982599,6,0.5,0: Broadleaf,2,1597870036,376.4328065,400.0653226,43.9050129,30.09403548,377.0918387,43.39595806,500.0170968,100.6354516,0.199983677,43.09108387,41.51872581,999.9,0,0,10002.21613,0,449.6157097,1800.001613,0.900011935,0.099988297,0,939.1606452,4.99948,19063.37742,14691.4871,56.78,56.86687097,57,56.375,58.71748387,1615.523548,179.4780645,0,104.3,0,937.209,-216.9457096,-3751.541881,19025.78462,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,15.16051142,0.584188129,0.05341859,0,-23.63262581,-0.671472581,0.064968022,1,13.81097742,0.006508065,0.020566426,1,2,3,3-Feb,100,100,-0.659,0.4962,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,22.6,22.9,2,348.996,530.512,41.8156,42.7007,29.9995,42.5251,42.4751,21.9918,46.8312,94.812,-999.9,400,29.8224,97.35,97.2232
19,1597870212,2749,20200819 15:50:12,15:50:12,B1R3,_NW,_5.6,_1,1597870204,0.008337644,12.32362965,381.3741,263.4966651,26.56527402,38.44947133,0.210693045,2.939497899,0.202648436,0.127352457,297.3768367,42.57094942,42.03563333,8.258899926,50.36330695,4.370707612,8.678357076,3.888192313,-367.690081,149.5917312,12.77544755,92.05393442,114,23,1,0,50489.36733,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-324-20200819-15_50_13,15368.6,1178.472692,82.99,-13.20017704,0.5,1517.359762,12.32362965,-10014.70874,0.965899506,0.008389702,42.70213279,DARK-325-20200819-15_50_15,2.83,80.16,-13.66620125,0.977880856,1.72316567,1.218608693,-0.032818197,1.032818197,1799.970333,1517.359762,0.842991539,0.195983078,6,0.5,0: Broadleaf,2,1597870204,381.3741,399.9781667,43.35234333,33.78092,382.0302,42.86793333,500.0000667,100.6182667,0.1999885,42.97958333,42.03563333,999.9,0,0,9995.023667,0,843.0942333,1799.970333,0.9000037,0.099996283,0,1182.579333,4.99948,23373.28333,14691.21,56.704,56.89566667,56.94133333,56.34966667,58.65813333,1615.481,179.4893333,0,167.9000001,0,1178.472692,-505.4328205,-9787.870089,23278.30769,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,12.31638644,0.493809084,0.048044886,1,-18.60226774,-0.072895161,0.029326465,1,9.588465161,-1.228709516,0.106572749,0,2,3,3-Feb,100,100,-0.656,0.4834,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,25.4,25.7,2,377.76,535.244,41.7491,42.6193,30.0001,42.4536,42.4095,22.091,38.9856,97.6785,-999.9,400,33.6238,97.3622,97.2052
20,1597870347,2884,20200819 15:52:27,15:52:27,B1R3,_NW,_5.6,_2,1597870339,0.006931399,10.60913142,384.0995,258.6837024,26.08083093,38.7254165,0.168212352,2.941309705,0.163044929,0.10235413,297.3741933,43.14298233,42.41958333,8.42734575,50.3046499,4.414170219,8.774875143,4.013175531,-305.6746938,122.354598,10.47249081,124.5265883,149,30,1,0,50505.55035,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-326-20200819-15_52_28,15377.1,1294.9168,1389.23,0.067888831,0.5,1517.344512,10.60913142,51.50537218,0.998769102,0.007259853,1.610683616,DARK-327-20200819-15_52_30,1.71,1387.52,0.067972498,0.617249588,0.140660677,0.769437475,8.98E-05,0.999910239,1799.952,1517.344512,0.842991653,0.195983306,6,0.5,0: Broadleaf,2,1597870339,384.0995,400.0245,43.78211333,35.82898667,384.7541667,43.27856,500.0243,100.6213333,0.1999812,43.19118667,42.41958333,999.9,0,0,10005.027,0,193.7633667,1799.952,0.900000367,0.09999946,0,1301.473,4.99948,26370.8,14691.05333,56.92486667,57.14153333,57.16646667,56.62066667,58.804,1615.457667,179.4943333,0,134.3999999,0,1294.9168,-649.0576933,-13345.80771,26210.576,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,10.59883093,0.573648591,0.052666757,0,-15.91729677,-0.340553226,0.04892189,1,7.961310968,-0.751687742,0.057448738,1,2,3,3-Feb,100,100,-0.654,0.4971,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,27.7,27.9,2,342.07,538.146,41.8161,42.6849,30.0004,42.4799,42.4326,22.0732,34.3688,99.242,-999.9,400,35.8595,97.3439,97.2635
21,1597870447,2984,20200819 15:54:07,15:54:07,B1R3,_NW,_5.6,_3,1597870439,0.009116166,12.28230647,381.0435484,269.9688701,27.21910362,38.41799917,0.227739435,2.939683649,0.218372136,0.137292094,297.3828812,42.63243261,42.22950645,8.343587575,50.02165788,4.400634498,8.797458309,3.942953078,-402.0229282,160.2117029,13.71115254,69.28280849,174,34,1,0,50452.93936,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-328-20200819-15_54_08,15385.2,964.57472,2.83,-339.8391237,0.5,1517.389763,12.28230647,-257834.2036,0.64664311,0.008362303,1280.568905,DARK-329-20200819-15_54_10,1,1.83,-525.5435628,0.999495289,1.343409396,1.246172972,-0.544844844,1.544844844,1800.005806,1517.389763,0.842991593,0.195983187,6,0.5,0: Broadleaf,2,1597870439,381.0435484,399.9509355,43.64707742,33.18502258,381.6999355,43.14954839,499.993871,100.6230968,0.200022613,43.24040645,42.22950645,999.9,0,0,9995.600323,0,140.4812871,1800.005806,0.90000271,0.099997161,0,974.4577419,4.99948,21359.02258,14691.49032,57.12087097,57.312,57.36267742,56.885,58.95535484,1615.509677,179.496129,0,99.5,0,964.57472,-430.5772311,359052.7422,37088.924,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,12.29238273,-0.672960261,0.05788489,0,-18.91364516,1.03256129,0.085163012,0,10.46405484,-0.34241129,0.027116093,1,1,3,3-Jan,100,100,-0.656,0.4944,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,29.4,29.6,2,324.02,525.143,41.8951,42.7428,30.0002,42.5232,42.4707,22.0267,40.2562,96.8962,-999.9,400,33.2833,97.3315,97.2643
22,1597870597,3133.5,20200819 15:56:36,15:56:36,B1R3,_NW,_5.11,_1,1597870589,0.010250658,14.71564284,377.7986333,268.10657,27.02977767,38.08863416,0.274581222,2.938568936,0.261082133,0.164333853,297.3959386,42.32691383,41.75410667,8.137248793,50.34333131,4.42556244,8.790762004,3.711686353,-452.0540062,233.1554303,19.91497987,98.41234248,176,35,1,0,50424.45895,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-330-20200819-15_56_37,15409.3,975.07288,5.93,-163.4305025,0.5,1517.456257,14.71564284,-123999.3193,3.548060708,0.009965499,610.608769,DARK-331-20200819-15_56_39,-15.11,21.04,-46.06192395,0.994222875,1.359630993,1.245106989,0.713788359,0.286211641,1800.084667,1517.456257,0.842991602,0.195983204,6,0.5,0: Broadleaf,2,1597870589,377.7986333,400.1085333,43.89686,32.13397667,378.4569,43.38819,499.9124333,100.6175667,0.199722767,43.22582333,41.75410667,999.9,0,0,9989.810667,0,519.4676,1800.084667,0.9000026,0.09999753,0,979.6832667,4.99948,22254.89667,14692.13,57.26033333,57.37913333,57.5186,56.9601,59.0893,1615.581667,179.5046667,0,148.9000001,0,975.07288,-388.1202302,-6920.815375,22170.648,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,14.72602029,-0.412457101,0.047514173,1,-22.31562581,0.810817742,0.077194354,1,11.76844194,-0.940045161,0.072839341,1,3,3,3-Mar,100,100,-0.658,0.5027,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,31.9,32.1,2,315.445,533.781,41.8857,42.7904,29.9999,42.5591,42.5014,22.0201,42.6777,96.0143,-999.9,400,31.9957,97.3163,97.2397
23,1597870708,3244.5,20200819 15:58:27,15:58:27,B1R3,_NW,_5.11,_2,1597870700,0.009115543,13.0688908,380.1925161,266.0141878,26.81867013,38.32975136,0.23283866,2.939959254,0.223057748,0.14025563,297.3882346,42.71069848,42.12241613,8.296715924,50.22899074,4.43689931,8.833343543,3.859816614,-401.9954601,189.5613246,16.21918929,101.1732885,138,28,1,0,50447.95833,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-332-20200819-15_58_29,15533.5,843.6744,1107.2,0.238010838,0.5,1517.41502,13.0688908,180.5806104,1.001417991,0.008880535,2.275686416,DARK-333-20200819-15_58_30,-1.57,1108.77,0.237673819,0.69441987,0.67836527,0.866417937,-0.000442289,1.000442289,1800.035484,1517.41502,0.842991726,0.195983453,6,0.5,0: Broadleaf,2,1597870700,380.1925161,400.0329355,44.00957097,33.55287419,380.8494194,43.49582258,500.0262903,100.6167419,0.199948903,43.31839355,42.12241613,999.9,0,0,9997.799355,0,739.0863871,1800.035484,0.899998194,0.100001794,0,847.2417419,4.99948,19254.37097,14691.7129,57.32629032,57.37093548,57.538,56.95122581,59.14493548,1615.52871,179.5070968,0,110.3999999,0,843.6744,-217.6084618,-3748.069235,19189.26,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,13.07190874,-1.0663852,0.081030512,0,-19.8405129,1.368280645,0.106795641,0,10.4567,-0.317912903,0.035520971,1,1,3,3-Jan,100,100,-0.656,0.5082,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,33.7,33.9,2,353.776,534.446,41.9082,42.8048,30,42.5768,42.519,22.0563,39.6605,96.8882,-999.9,400,33.4183,97.3189,97.2433
24,1597870860,3396.5,20200819 16:00:59,16:00:59,B1R3,_NW,_5.11,_3,1597870852,0.008769023,12.49359809,380.9144333,259.0674204,26.11795048,38.4019893,0.207635093,2.939636154,0.199817998,0.125564063,297.3810744,42.90582403,42.79328,8.594140891,50.16843506,4.45621548,8.882508444,4.137925411,-386.7139307,100.0838124,8.595925481,19.34688159,59,12,1,0,50422.08066,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-334-20200819-16_01_01,15401.9,873.2561923,1630.24,0.464338875,0.5,1517.37888,12.49359809,352.289001,0.998006429,0.008501611,1.224727647,DARK-335-20200819-16_01_02,3.25,1626.99,0.465266417,0.551000527,0.8304709,0.686562387,0.001731583,0.998268417,1799.992667,1517.37888,0.842991701,0.195983402,6,0.5,0: Broadleaf,2,1597870852,380.9144333,399.9175667,44.20179333,34.14276,381.5708,43.67940667,499.9337333,100.6157,0.199564367,43.42479667,42.79328,999.9,0,0,9996.065,0,35.36299667,1799.992667,0.899998833,0.10000106,0,874.0525667,4.99948,18220.7,14691.36667,57.41233333,57.38326667,57.66233333,57.02473333,59.20813333,1615.492,179.5013333,0,151,0,873.2561923,-274.4831795,-4635.569233,18210.17692,15,1597868685,15:24:45,1597868685,1597868671,3,0.179,0.003,-0.645,-0.204,400,42,0.68,0.21,12.50547131,-0.958972207,0.085735731,0,-19.00809355,1.61178871,0.131790268,0,10.06354129,-0.897414194,0.067911965,1,1,3,3-Jan,100,100,-0.656,0.5188,-1.154781217,0.002111972,-2.37E-06,6.65E-10,-0.203845,0,0,0,11,2092,1,24,36.2,36.5,2,438.518,538.311,41.9547,42.817,29.9999,42.5944,42.541,22.0977,39.2177,97.6119,-999.9,400,34.2843,97.321,97.1149
