10,2:30,1:30,4:00,4:00,4:00,2:30,2:30,23:45,5:00,5:00,3:30,3:30,3:30,5:00,5:00,3:30,3:30,8:00,8:00,5:30,5:30,5:30,5:30,5:30,7:00,7:00,7:00,7:00,7:00,7:00,4:00,4:00,4:00,4:00,4:00,4:00,3:00,3:00,3:00,3:00,5:00,3:00,3:30,3:30,3:30,3:30,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,12:00,12:00,12:00,12:00,12:00,12:00,7:00,7:00,7:00,7:00,7:00,7:00,9:30,9:30,9:30,9:30,9:30,9:30,7:30,7:30,7:30,7:30,7:30,7:30,7:30,7:30,10:30,10:30,10:30,6:30,6:30,6:30,6:30,6:30,6:30,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
11,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,8:00,8:00,5:30,5:30,5:30,5:30,5:30,7:00,7:00,7:00,7:00,7:00,7:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,5:00,3:00,4:00,4:00,4:00,4:00,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,12:00,12:00,12:00,12:00,12:00,12:00,8:00,8:00,8:00,8:00,8:00,8:00,10:30,10:30,10:30,10:30,10:30,10:30,8:30,8:30,8:30,8:30,8:30,8:30,8:00,8:00,11:00,11:00,11:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
12,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,6:30,6:30,6:30,6:30,6:30,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,5:00,3:00,4:00,4:00,4:00,4:00,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,12:00,12:00,12:00,12:00,12:00,12:00,7:00,7:00,7:00,7:00,7:00,7:00,9:30,9:30,9:30,9:30,9:30,9:30,7:30,7:30,7:30,7:30,7:30,7:30,7:30,7:30,10:30,10:30,10:30,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
13,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,5:30,5:30,5:30,5:00,5:00,5:30,5:30,8:00,8:00,3:30,3:30,3:30,3:30,3:30,5:00,6:00,6:00,6:00,6:00,6:00,2:00,2:00,2:00,2:00,2:00,2:00,2:30,2:30,2:30,2:30,5:00,3:00,3:30,3:30,3:30,3:30,23:15,5:00,8:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,6:30,6:30,6:30,6:30,6:30,6:30,5:00,5:00,5:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
14,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,4:00,4:00,4:00,5:00,5:00,4:00,4:00,8:00,8:00,3:30,3:30,3:30,3:30,3:30,5:00,9:00,9:00,9:00,9:00,9:00,2:00,2:00,2:00,2:00,2:00,2:00,2:30,2:30,2:30,2:30,5:00,3:00,5:30,5:30,5:30,5:30,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,6:00,6:00,6:00,6:00,6:00,6:00,9:30,9:30,9:30,9:30,9:30,9:30,7:30,7:30,7:30,7:30,7:30,7:30,7:30,7:30,10:30,10:30,10:30,6:30,6:30,6:30,6:30,6:30,6:30,7:30,7:30,7:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
15,3:30,1:30,4:00,4:00,4:00,2:30,2:30,23:45,5:00,5:00,4:00,4:00,4:00,5:00,5:00,4:00,4:00,8:00,8:00,4:30,4:30,4:30,4:30,4:30,6:00,6:00,6:00,6:00,6:00,6:00,3:00,3:00,3:00,3:00,3:00,3:00,3:00,3:00,3:00,3:00,5:00,3:00,3:30,3:30,3:30,3:30,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,6:30,6:30,6:30,6:30,6:30,6:30,4:30,4:30,4:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
16,3:30,1:30,4:00,4:00,4:00,2:00,2:00,23:45,5:00,5:00,3:00,3:00,3:00,5:00,5:00,3:00,3:00,8:00,8:00,4:00,4:00,4:00,4:00,4:00,5:30,9:00,9:00,9:00,9:00,9:00,2:00,2:00,2:00,2:00,2:00,2:00,3:00,3:00,3:00,3:00,5:00,3:30,5:30,5:30,5:30,5:30,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,6:30,6:30,6:30,6:30,6:30,6:30,7:30,7:30,7:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
17,2:45,1:30,4:00,4:00,4:00,4:00,4:00,23:45,5:00,5:00,6:30,6:30,6:30,5:00,5:00,6:30,6:30,8:00,8:00,5:30,5:30,5:30,5:30,5:30,7:00,7:00,7:00,7:00,7:00,7:00,4:30,4:30,4:30,4:30,4:30,4:30,4:00,4:00,4:00,4:00,5:00,3:30,4:00,4:00,4:00,4:00,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,12:00,12:00,12:00,12:00,12:00,12:00,8:00,8:00,8:00,8:00,8:00,8:00,11:45,11:45,11:45,11:45,11:45,11:45,9:45,9:45,9:45,9:45,9:45,9:45,8:00,8:00,11:00,11:00,11:00,7:00,7:00,7:00,7:00,7:00,7:00,5:00,5:00,5:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
18,3:00,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,4:30,4:30,4:30,5:00,5:00,4:30,4:30,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,12:00,12:00,12:00,12:00,12:00,3:30,3:30,3:30,3:30,3:30,3:30,3:30,3:30,3:30,3:30,5:00,4:00,7:00,7:00,7:00,7:00,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,6:00,6:00,6:00,6:00,6:00,6:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,6:30,6:30,6:30,6:30,6:30,6:30,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
19,3:15,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,6:30,6:30,6:30,6:30,6:30,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,5:00,4:00,3:30,3:30,3:30,3:30,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,12:00,12:00,12:00,12:00,12:00,12:00,8:00,8:00,8:00,8:00,8:00,8:00,11:45,11:45,11:45,11:45,11:45,11:45,9:45,9:45,9:45,9:45,9:45,9:45,8:00,8:00,11:00,11:00,11:00,6:30,6:30,6:30,6:30,6:30,6:30,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
20,3:45,1:30,4:00,4:00,4:00,3:30,3:30,23:45,5:00,5:00,6:00,6:00,6:00,5:00,5:00,6:00,6:00,8:00,8:00,5:30,5:30,5:30,5:30,5:30,7:00,12:00,12:00,12:00,12:00,12:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,4:00,5:00,3:00,7:00,7:00,7:00,7:00,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,12:00,12:00,12:00,12:00,12:00,12:00,7:00,7:00,7:00,7:00,7:00,7:00,10:30,10:30,10:30,10:30,10:30,10:30,8:30,8:30,8:30,8:30,8:30,8:30,8:00,8:00,11:00,11:00,11:00,7:00,7:00,7:00,7:00,7:00,7:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
21,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,4:00,4:00,4:00,5:00,5:00,4:00,4:00,8:00,8:00,4:30,4:30,4:30,4:30,4:30,6:00,6:00,6:00,6:00,6:00,6:00,3:00,3:00,3:00,3:00,3:00,3:00,3:30,3:30,3:30,3:30,5:00,3:00,3:30,3:30,3:30,3:30,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,6:00,6:00,6:00,6:00,6:00,6:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,7:00,7:00,7:00,7:00,7:00,7:00,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
22,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,6:30,6:30,6:30,6:30,6:30,3:00,3:00,3:00,3:00,3:00,3:00,3:30,3:30,3:30,3:30,5:00,3:30,3:00,3:00,3:00,3:00,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,5:00,5:00,5:00,5:00,5:00,5:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,7:00,7:00,7:00,7:00,7:00,7:00,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
23,3:30,1:30,4:00,4:00,4:00,2:30,2:30,23:45,5:00,5:00,4:00,4:00,4:00,5:00,5:00,4:00,4:00,8:00,8:00,4:00,4:00,4:00,4:00,4:00,5:30,9:00,9:00,9:00,9:00,9:00,2:00,2:00,2:00,2:00,2:00,2:00,2:30,2:30,2:30,2:30,5:00,3:00,5:30,5:30,5:30,5:30,23:15,5:00,8:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,6:30,6:30,6:30,6:30,6:30,6:30,7:30,7:30,7:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
24,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,4:30,4:30,4:30,5:00,5:00,4:30,4:30,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,9:00,9:00,9:00,9:00,9:00,3:30,3:30,3:30,3:30,3:30,3:30,3:30,3:30,3:30,3:30,5:00,4:00,5:30,5:30,5:30,5:30,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,6:00,6:00,6:00,6:00,6:00,6:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,7:00,7:00,7:00,7:00,7:00,7:00,7:30,7:30,7:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
25,3:30,1:30,4:00,4:00,4:00,2:30,2:30,23:45,5:00,5:00,4:00,4:00,4:00,5:00,5:00,4:00,4:00,8:00,8:00,4:30,4:30,4:30,4:30,4:30,6:00,9:00,9:00,9:00,9:00,9:00,3:00,3:00,3:00,3:00,3:00,3:00,4:00,4:00,4:00,4:00,5:00,3:30,5:30,5:30,5:30,5:30,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,7:00,7:00,7:00,7:00,7:00,7:00,7:30,7:30,7:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
26,3:30,1:30,4:00,4:00,4:00,3:30,3:30,23:45,5:00,5:00,6:00,6:00,6:00,5:00,5:00,6:00,6:00,8:00,8:00,4:00,4:00,4:00,4:00,4:00,5:30,9:00,9:00,9:00,9:00,9:00,2:30,2:30,2:30,2:30,2:30,2:30,4:00,4:00,4:00,4:00,5:00,3:30,3:00,3:00,3:00,3:00,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,6:00,6:00,6:00,6:00,6:00,6:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,7:00,7:00,7:00,7:00,7:00,7:00,5:00,5:00,5:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
27,3:00,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,4:00,4:00,4:00,5:00,5:00,4:00,4:00,8:00,8:00,4:00,4:00,4:00,4:00,4:00,5:30,12:00,12:00,12:00,12:00,12:00,2:00,2:00,2:00,2:00,2:00,2:00,3:00,3:00,3:00,3:00,5:00,4:00,7:00,7:00,7:00,7:00,23:15,5:00,8:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,7:00,7:00,7:00,7:00,7:00,7:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
28,3:30,1:30,4:00,4:00,4:00,4:30,4:30,23:45,5:00,5:00,7:00,7:00,7:00,5:00,5:00,7:00,7:00,8:00,8:00,3:30,3:30,3:30,3:30,3:30,5:00,5:00,5:00,5:00,5:00,5:00,2:00,2:00,2:00,2:00,2:00,2:00,3:00,3:00,3:00,3:00,5:00,3:30,3:00,3:00,3:00,3:00,23:15,5:00,8:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,7:00,7:00,7:00,7:00,7:00,7:00,4:30,4:30,4:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
29,3:15,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,12:00,12:00,12:00,12:00,12:00,3:00,3:00,3:00,3:00,3:00,3:00,3:30,3:30,3:30,3:30,5:00,3:00,7:00,7:00,7:00,7:00,23:15,5:00,9:15,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,8:30,8:30,8:30,8:30,8:30,8:30,6:30,6:30,6:30,6:30,6:30,6:30,7:00,7:00,10:00,10:00,10:00,7:00,7:00,7:00,7:00,7:00,7:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
30,3:30,1:30,4:00,4:00,4:00,3:30,3:30,23:45,5:00,5:00,6:00,6:00,6:00,5:00,5:00,6:00,6:00,8:00,8:00,4:00,4:00,4:00,4:00,4:00,5:30,5:30,5:30,5:30,5:30,5:30,2:00,2:00,2:00,2:00,2:00,2:00,3:30,3:30,3:30,3:30,5:00,3:00,3:00,3:00,3:00,3:00,23:15,5:00,8:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,9:00,9:00,9:00,9:00,9:00,9:00,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,7:00,7:00,7:00,7:00,7:00,7:00,5:00,5:00,5:00,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
31,3:30,1:30,4:00,4:00,4:00,3:00,3:00,23:45,5:00,5:00,4:30,4:30,4:30,5:00,5:00,4:30,4:30,8:00,8:00,5:00,5:00,5:00,5:00,5:00,6:30,6:30,6:30,6:30,6:30,6:30,3:30,3:30,3:30,3:30,3:30,3:30,4:00,4:00,4:00,4:00,5:00,3:30,3:30,3:30,3:30,3:30,23:15,5:00,9:45,23:45,23:45,23:45,23:45,23:45,23:45,23:45,10:00,10:00,10:00,10:00,10:30,10:30,10:30,10:30,10:30,10:30,5:00,5:00,5:00,5:00,5:00,5:00,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,5:30,5:30,5:30,6:30,6:30,9:30,9:30,9:30,7:30,7:30,7:30,7:30,7:30,7:30,5:30,5:30,5:30,10:00,10:00,10:00,10:00,10:00,10:00,5:00,5:00,5:00
