Date_analysis,Date_sampled,Block_id,Rep,Control,Treated,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
10/23/2020,7/8/2020,B2R2,1,1.91,0.193,30,40,3.65,30.71,60
10/23/2020,7/8/2020,B2R2,2,1.839,0.16,30,39.5,3.51,30.69,60
10/23/2020,7/8/2020,B2R2,3,1.627,0.141,30,41.5,3.51,30.65,60
10/23/2020,7/8/2020,B2R3,1,1.471,0.112,27,39,3.09,27.88,60
10/23/2020,7/8/2020,B2R3,2,1.373,0.119,27,40,2.73,28.01,60
10/23/2020,7/8/2020,B2R3,3,1.295,0.111,27,40.5,3.44,27.99,60
10/23/2020,7/8/2020,B3R1,1,1.623,0.117,27,38.5,3.13,28.45,60
10/23/2020,7/8/2020,B3R1,2,1.493,0.094,26,39,3.05,28.4,60
10/23/2020,7/8/2020,B3R1,3,1.948,0.154,28,34.5,3.78,28.27,60
10/23/2020,7/8/2020,B3R2,1,1.644,0.102,30,38.5,3.51,35.52,60
10/23/2020,7/8/2020,B3R2,2,1.492,0.11,30,41,3.25,35.54,60
10/23/2020,7/8/2020,B3R2,3,1.531,0.118,29,41,3.41,35.36,60
10/23/2020,7/8/2020,B3R3,1,1.627,0.161,23,35.5,2.79,29.23,60
10/23/2020,7/8/2020,B3R3,2,1.589,0.129,23,38.5,3.14,29.2,60
10/23/2020,7/8/2020,B3R3,3,1.582,0.172,23,38.5,2.74,28.88,60
10/23/2020,7/12/2020,B1R1,1,1.233,0.089,26,38,2.13,26.77,60
10/23/2020,7/12/2020,B1R1,2,1.274,0.105,26,36,2.04,26.79,60
10/23/2020,7/12/2020,B1R1,3,1.377,0.095,26,32.5,2.06,26.86,60
10/23/2020,7/12/2020,B1R3,1,1.59,0.13,29,39.5,NA,29.62,60
10/23/2020,7/12/2020,B1R3,2,1.961,0.123,29,34.5,3.01,29.77,60
10/23/2020,7/12/2020,B1R3,3,1.637,0.142,29,37,3.36,29.55,60
10/23/2020,7/12/2020,B1R4,1,1.459,0.095,27,39,3.19,28.16,60
10/23/2020,7/12/2020,B1R4,2,1.322,0.119,27,38,2.88,28.22,60
10/23/2020,7/12/2020,B1R4,3,1.474,0.129,27,34,2.77,28.03,60
10/23/2020,7/12/2020,B2R1,1,1.543,0.097,28,35,3.15,29.02,60
10/23/2020,7/12/2020,B2R1,2,1.539,0.091,28,36,3.83,29.23,60
10/23/2020,7/12/2020,B2R1,3,1.48,0.095,28,38,3.61,29.14,60
10/23/2020,7/12/2020,B2R2,1,1.492,0.134,29,37,3.25,30.12,60
10/23/2020,7/12/2020,B2R2,2,1.436,0.095,28,43,3.28,29.98,60
10/23/2020,7/12/2020,B2R2,3,1.47,0.107,29,36,3.39,29.99,60
10/23/2020,7/12/2020,B2R3,1,1.183,0.1,28,42,3.23,29.7,60
10/23/2020,7/12/2020,B2R3,2,1.593,0.104,28,34,3.44,29.5,60
10/23/2020,7/12/2020,B2R3,3,1.183,0.09,28,40,2.93,29.61,60
10/23/2020,7/12/2020,B3R1,1,1.52,0.096,30,32.5,3.88,31.8,60
10/23/2020,7/12/2020,B3R1,2,1.571,0.075,31,34.5,3.54,31.77,60
10/23/2020,7/12/2020,B3R1,3,1.602,0.111,31,36,3.47,31.94,60
10/23/2020,7/12/2020,B3R2,1,1.4,0.089,30,38,4.09,30.99,60
10/23/2020,7/12/2020,B3R2,2,1.582,0.108,30,39.5,4.73,31.31,60
10/23/2020,7/12/2020,B3R2,3,1.35,0.085,29,43,4.72,31.23,60
10/23/2020,7/12/2020,B3R3,1,1.458,0.098,27,44.5,3.77,27.02,60
10/23/2020,7/12/2020,B3R3,2,1.502,0.082,26,38.5,3.69,27.03,60
10/23/2020,7/12/2020,B3R3,3,1.583,0.147,26,35,4.05,27.14,60
10/27/2020,8/16/2020,B1R1,1,1.403,0.646,55,49,3.37,60.69,60
10/27/2020,8/16/2020,B1R1,2,1.339,0.601,54,54,4.93,60.41,60
10/27/2020,8/16/2020,B1R1,3,1.415,0.595,55,53,7.19,60.49,60
10/27/2020,8/16/2020,B1R3,1,1.511,0.723,56,51.5,4.78,62.62,60
10/27/2020,8/16/2020,B1R3,2,1.573,0.617,56,52.5,5.21,62.44,60
10/27/2020,8/16/2020,B1R3,3,1.54,0.725,56,52,6.07,62.21,60
10/27/2020,8/16/2020,B1R4,1,1.482,0.749,56,49.5,5.17,61.96,60
10/27/2020,8/16/2020,B1R4,2,1.654,0.744,56,49,6,61.83,60
10/27/2020,8/16/2020,B1R4,3,1.44,0.693,56,50,5.09,61.92,60
10/27/2020,8/16/2020,B2R1,1,1.745,0.753,56,50.5,7.67,61.9,60
10/27/2020,8/16/2020,B2R1,2,1.437,0.655,56,52,4.94,62.1,60
10/27/2020,8/16/2020,B2R1,3,1.607,0.738,56,50,6.18,62.1,60
10/27/2020,8/16/2020,B2R2,1,1.781,0.875,58,51.5,5.58,65.7,60
10/27/2020,8/16/2020,B2R2,2,1.54,0.706,59,52,7.64,65.9,60
10/27/2020,8/16/2020,B2R2,3,1.626,0.778,60,51.5,5.84,65.7,60
10/27/2020,8/16/2020,B2R3,1,NA,NA,NA,NA,NA,NA,NA
10/27/2020,8/16/2020,B2R3,2,1.617,0.818,60,50,7.97,65.88,60
10/27/2020,8/16/2020,B2R3,3,1.54,0.817,60,51,5.11,66.01,60
10/27/2020,8/16/2020,B3R1,1,1.308,0.622,55,57,5.23,60.84,60
10/27/2020,8/16/2020,B3R1,2,1.436,0.727,56,52.5,5.17,60.96,60
10/27/2020,8/16/2020,B3R1,3,1.688,0.724,56,49,5.08,60.84,60
10/27/2020,8/16/2020,B3R2,1,1.636,0.668,59,52.5,6.12,64.49,60
10/27/2020,8/16/2020,B3R2,2,1.501,0.78,59,52,5.07,64.14,60
10/27/2020,8/16/2020,B3R2,3,1.763,0.819,59,50,5.56,64.52,60
10/27/2020,8/16/2020,B3R3,1,1.711,0.671,57,50,5.86,61.9,60
10/27/2020,8/16/2020,B3R3,2,1.595,0.813,56,54,5.33,61.82,60
10/27/2020,8/16/2020,B3R3,3,1.661,0.682,56,50.5,5.34,61.76,60
10/27/2020,8/22/2020,B1R1,1,1.511,0.696,54,54,7.09,59.22,60
10/27/2020,8/22/2020,B1R1,2,1.521,0.754,54,52,7.42,59.12,60
10/27/2020,8/22/2020,B1R1,3,1.582,0.627,54,50.5,6.95,59.1,60
10/27/2020,8/22/2020,B1R3,1,1.604,0.727,52,52,7.01,57.19,60
10/27/2020,8/22/2020,B1R3,2,1.34,0.73,52,54,4.8,57.11,60
10/27/2020,8/22/2020,B1R3,3,1.444,0.718,52,50,5.59,57.23,60
10/27/2020,8/22/2020,B1R4,1,1.458,0.686,54,51,6.39,59.98,60
10/27/2020,8/22/2020,B1R4,2,1.51,0.812,54,54,5.64,60.02,60
10/27/2020,8/22/2020,B1R4,3,1.597,0.666,54,50,7.4,59.97,60
10/27/2020,8/22/2020,B2R1,1,1.451,0.755,53,52,5.21,57.73,60
10/27/2020,8/22/2020,B2R1,2,1.425,0.85,53,51,5.2,57.78,60
10/27/2020,8/22/2020,B2R1,3,1.431,0.647,53,53,5.02,57.77,60
10/27/2020,8/22/2020,B2R2,1,1.706,0.796,54,54,5.73,63.52,61
10/27/2020,8/22/2020,B2R2,2,1.571,0.718,54,51.5,4.92,63.6,60
10/27/2020,8/22/2020,B2R2,3,1.771,0.734,54,51.5,6.86,63.73,60
10/27/2020,8/22/2020,B2R3,1,1.357,0.763,57,56,4.58,67.08,60
10/27/2020,8/22/2020,B2R3,2,1.61,0.761,57,52,7.32,67.16,60
10/27/2020,8/22/2020,B2R3,3,1.448,0.606,57,52,7.32,67.23,60
10/27/2020,8/22/2020,B3R1,1,1.238,0.654,56,59,5.83,62.19,60
10/27/2020,8/22/2020,B3R1,2,1.535,0.741,56,50.5,5.29,62.01,60
10/27/2020,8/22/2020,B3R1,3,1.512,0.68,56,53,5.1,62.1,60
10/27/2020,8/22/2020,B3R2,1,1.703,0.825,57,51.5,5.79,62.48,60
10/27/2020,8/22/2020,B3R2,2,1.51,0.767,57,50,6.62,62.59,60
10/27/2020,8/22/2020,B3R2,3,1.698,0.725,57,52.5,7.29,62.52,60
10/27/2020,8/22/2020,B3R3,1,1.686,0.728,53,49.5,5.63,58.54,60
10/27/2020,8/22/2020,B3R3,2,1.666,0.828,53,50.5,7.11,58.46,60
10/27/2020,8/22/2020,B3R3,3,1.37,0.673,53,50,5.53,58.49,60
10/28/2020,9/12/2020,B1R1,1,1.486,0.704,51,47,6.32,56.63,60
10/28/2020,9/12/2020,B1R1,2,1.463,0.689,51,48.5,8.01,56.69,60
10/28/2020,9/12/2020,B1R1,3,1.541,0.764,51,47,7.61,56.5,60
10/28/2020,9/12/2020,B1R3,1,1.53,0.735,53,48,6.06,58.85,60
10/28/2020,9/12/2020,B1R3,2,1.548,0.759,53,51,8.01,58.83,60
10/28/2020,9/12/2020,B1R3,3,1.428,0.637,53,50,7.39,58.77,60
10/28/2020,9/12/2020,B1R4,1,1.169,0.688,54,49.5,5.95,59.62,60
10/28/2020,9/12/2020,B1R4,2,1.387,0.767,53,48,7.39,59.73,60
10/28/2020,9/12/2020,B1R4,3,1.296,0.555,54,52.5,7.8,59.5,60
10/28/2020,9/12/2020,B3R1,1,0.989,0.489,55,50.5,5.11,61.64,60
10/28/2020,9/12/2020,B3R1,2,1.534,0.725,55,51,6.84,61.62,60
10/28/2020,9/12/2020,B3R1,3,1.496,0.749,54,53,6.49,61.45,60
10/28/2020,9/12/2020,B3R2,1,1.635,0.811,59,53,7.49,66.5,60
10/28/2020,9/12/2020,B3R2,2,2.353,1.095,59,53.5,12,66.45,60
10/28/2020,9/12/2020,B3R2,3,1.704,0.795,59,52,9.76,66.52,60
10/28/2020,9/12/2020,B3R3,1,1.539,0.79,52,50,6.09,57.3,60
10/28/2020,9/12/2020,B3R3,2,1.508,0.708,52,51.5,6.27,57.37,60
10/28/2020,9/12/2020,B3R3,3,1.618,0.858,52,51,5.96,57.29,60
11/18/2020,7/21/2020,B1R1,1,1.696,0.175,32,40,3.89,33.44,60
11/18/2020,7/21/2020,B1R1,2,1.545,0.133,32,41.5,3.55,33.22,60
11/18/2020,7/21/2020,B1R1,3,1.415,0.13,32,42.5,3.75,33.1,60
11/18/2020,7/21/2020,B1R3,1,1.411,0.142,30,44.5,3.38,31.44,59
11/18/2020,7/21/2020,B1R3,2,1.367,0.115,30,45.5,3.21,31.4,60
11/18/2020,7/21/2020,B1R3,3,1.409,0.159,30,41.5,3.33,31.56,60
11/18/2020,7/21/2020,B1R4,1,1.267,0.136,31,47,3.52,32.93,60
11/18/2020,7/21/2020,B1R4,2,1.362,0.127,31,42.5,2.91,32.86,60
11/18/2020,7/21/2020,B1R4,3,1.447,0.11,31,41,3.6,33.08,59
11/18/2020,7/21/2020,B2R1,1,1.561,0.154,33,45,3.71,34.67,60
11/18/2020,7/21/2020,B2R1,2,1.62,0.16,33,43,3.61,34.49,60
11/18/2020,7/21/2020,B2R1,3,1.65,0.145,33,43,3.79,34.33,60
11/18/2020,7/21/2020,B2R2,1,1.749,0.126,35,44,3.53,36.8,60
11/18/2020,7/21/2020,B2R2,2,1.772,0.146,35,43.5,3.9,36.76,60
11/18/2020,7/21/2020,B2R2,3,1.592,0.117,35,45,3.6,36.93,60
11/18/2020,7/21/2020,B2R3,1,1.519,0.104,32,43,3.96,33.21,60
11/18/2020,7/21/2020,B2R3,2,1.323,0.139,32,44,2.95,33.16,60
11/18/2020,7/21/2020,B2R3,3,1.329,0.128,32,43.5,3.1,33.27,60
11/18/2020,7/21/2020,B3R1,1,1.505,0.129,34,43,3.46,35.15,60
11/18/2020,7/21/2020,B3R1,2,1.531,0.128,33,47,3.55,34.98,60
11/18/2020,7/21/2020,B3R1,3,1.336,0.099,33,45,3.93,35.25,60
11/18/2020,7/21/2020,B3R2,1,1.532,0.143,35,46,3.49,37.22,60
11/18/2020,7/21/2020,B3R2,2,1.709,0.148,35,43,3.98,37.39,60
11/18/2020,7/21/2020,B3R2,3,1.631,0.171,37,45,3.89,37.1,59
11/18/2020,7/21/2020,B3R3,1,1.239,0.119,31,45,2.96,31.8,60
11/18/2020,7/21/2020,B3R3,2,1.299,0.159,30,48,3.69,31.89,60
11/18/2020,7/21/2020,B3R3,3,1.315,0.115,31,47,3.26,31.85,60
11/18/2020,8/3/2020,B1R1,1,1.466,0.385,46,48,4.85,49.65,60
11/18/2020,8/3/2020,B1R1,2,1.346,0.38,45,52,3.75,49.58,60
11/18/2020,8/3/2020,B1R1,3,1.264,0.343,45,52,4.25,49.49,59
11/18/2020,8/3/2020,B1R3,1,1.209,0.319,44,56,4.37,47.24,60
11/18/2020,8/3/2020,B1R3,2,1.207,0.329,44,53,3.99,47.25,60
11/18/2020,8/3/2020,B1R3,3,1.182,0.317,44,55,3.85,47.09,60
11/18/2020,8/3/2020,B1R4,1,1.201,0.354,46,53,3.53,48.77,60
11/18/2020,8/3/2020,B1R4,2,1.084,0.334,45,56,3.95,48.72,60
11/18/2020,8/3/2020,B1R4,3,1.232,0.318,46,54.5,4.31,48.79,60
11/18/2020,8/3/2020,B2R1,1,1.416,0.331,46,53,5.25,50.01,60
11/18/2020,8/3/2020,B2R1,2,1.396,0.373,46,52,3.85,49.96,60
11/18/2020,8/3/2020,B2R1,3,1.366,0.367,46,58,4.67,49.98,60
11/18/2020,8/3/2020,B2R2,1,1.643,0.46,49,54,4.65,53.73,60
11/18/2020,8/3/2020,B2R2,2,1.412,0.417,49,55.5,3.76,53.77,60
11/18/2020,8/3/2020,B2R2,3,1.612,0.471,50,51,3.95,53.59,60
11/18/2020,8/3/2020,B2R3,1,1.235,0.391,46,56,4.01,50.3,60
11/18/2020,8/3/2020,B2R3,2,1.171,0.362,46,58,4.42,50.38,60
11/18/2020,8/3/2020,B2R3,3,1.189,0.474,46,54.5,3.43,50.37,60
11/18/2020,8/3/2020,B3R1,1,1.455,0.512,51,54,4.15,54.99,60
11/18/2020,8/3/2020,B3R1,2,1.424,0.48,52,56.5,3.94,54.87,60
11/18/2020,8/3/2020,B3R1,3,1.376,0.409,49,55,4.29,54.86,60
11/18/2020,8/3/2020,B3R2,1,1.574,0.442,48,55,4.91,51.74,60
11/18/2020,8/3/2020,B3R2,2,1.406,0.395,48,53,3.76,51.64,60
11/18/2020,8/3/2020,B3R2,3,1.375,0.426,48,57.5,3.89,51.75,60
11/18/2020,8/3/2020,B3R3,1,1.253,0.377,44,56,4.13,47.9,60
11/18/2020,8/3/2020,B3R3,2,1.481,0.419,44,53,3.87,47.99,60
11/18/2020,8/3/2020,B3R3,3,1.319,0.423,44,55,4.3,47.91,60
11/18/2020,9/4/2020,B1R1,1,1.4,0.753,53,51,5.64,57.61,60
11/18/2020,9/4/2020,B1R1,2,1.274,0.675,52,56,5.75,57.86,60
11/18/2020,9/4/2020,B1R1,3,1.562,0.761,54,52,8.23,58.9,60
11/18/2020,9/4/2020,B1R3,1,1.316,0.742,53,51.5,6.12,58.25,60
11/18/2020,9/4/2020,B1R3,2,1.51,0.6,53,56,9.41,58.25,60
11/18/2020,9/4/2020,B1R3,3,1.41,0.794,52,51,6.37,58.14,60
11/18/2020,9/4/2020,B1R4,1,1.486,0.615,54,55.5,8.5,59.21,60
11/18/2020,9/4/2020,B1R4,2,1.416,0.756,54,54,6.01,58.81,60
11/18/2020,9/4/2020,B1R4,3,1.377,0.741,53,52,6.62,59.02,59
11/18/2020,9/4/2020,B2R1,1,1.694,0.888,55,55,9.05,59.84,60
11/18/2020,9/4/2020,B2R1,2,1.601,0.901,54,51.5,6.37,59.88,60
11/18/2020,9/4/2020,B2R1,3,1.653,0.992,54,52.5,7.07,60.06,60
11/18/2020,9/4/2020,B2R2,1,1.599,0.728,56,54.5,6.08,61.18,60
11/18/2020,9/4/2020,B2R2,2,1.559,0.73,55,56,6.14,61.2,60
11/18/2020,9/4/2020,B2R2,3,1.774,0.885,56,56,8.32,61.35,60
11/18/2020,9/4/2020,B2R3,1,1.381,0.756,54,51.5,7.05,60.32,60
11/18/2020,9/4/2020,B2R3,2,1.326,0.762,55,53,5.74,60.5,60
11/18/2020,9/4/2020,B2R3,3,1.456,0.792,55,51.5,6.15,60.44,60
11/18/2020,9/4/2020,B3R1,1,1.771,0.877,58,52,8.82,64.39,60
11/18/2020,9/4/2020,B3R1,2,1.466,0.77,58,55,7.4,64.36,60
11/18/2020,9/4/2020,B3R1,3,1.481,0.7,58,52,6.62,64.11,60
11/18/2020,9/4/2020,B3R2,1,1.82,0.887,56,51.5,8.41,61.37,60
11/18/2020,9/4/2020,B3R2,2,1.682,0.77,56,52,6.48,61.55,60
11/18/2020,9/4/2020,B3R2,3,1.726,0.845,56,52.5,8.34,61.24,60
11/18/2020,9/4/2020,B3R3,1,1.494,0.808,50,53,6.05,55.2,60
11/18/2020,9/4/2020,B3R3,2,1.557,0.805,50,51,6.26,55.34,60
11/18/2020,9/4/2020,B3R3,3,1.554,0.774,50,50.5,6.52,55.28,60
12/2/2020,9/12/2020,B2R1,1,1.358,0.658,55,51,6.41,60.91,60
12/2/2020,9/12/2020,B2R1,2,1.52,0.785,55,48,7.05,60.99,60
12/2/2020,9/12/2020,B2R1,3,1.561,0.754,54,50,7.98,60.64,60
12/2/2020,9/12/2020,B2R2,1,1.502,0.759,56,50.5,6.9,62.53,60
12/2/2020,9/12/2020,B2R2,2,1.695,0.773,56,53,8.62,62.48,60
12/2/2020,9/12/2020,B2R2,3,1.534,0.763,56,52.5,6.53,62.52,60
12/2/2020,9/12/2020,B2R3,1,1.361,0.624,58,52,6.47,64.27,60
12/2/2020,9/12/2020,B2R3,2,1.529,0.631,58,49.5,9.14,64.42,60
12/2/2020,9/12/2020,B2R3,3,1.236,0.689,56,51.5,5.54,64.17,60
12/4/2020,8/27/2020,B1R1,1,1.768,0.85,53,55,6.43,58.55,60
12/4/2020,8/27/2020,B1R1,2,1.679,0.806,54,54.5,6.88,58.75,60
12/4/2020,8/27/2020,B1R1,3,1.572,0.796,53,56,6.65,58.78,60
12/4/2020,8/27/2020,B1R3,1,1.86,0.911,53,51,5.34,58.77,60
12/4/2020,8/27/2020,B1R3,2,1.846,0.925,52,52,5.58,58.62,60
12/4/2020,8/27/2020,B1R3,3,1.571,0.774,53,55,5.82,58.74,60
12/4/2020,8/27/2020,B1R4,1,1.518,0.793,52,57.5,6.1,57.54,60
12/4/2020,8/27/2020,B1R4,2,1.693,0.911,53,55,6.13,57.39,60
12/4/2020,8/27/2020,B1R4,3,1.585,0.833,52,55,5.67,57.26,60
12/4/2020,8/27/2020,B2R1,1,1.86,0.969,56,54,6.32,60.87,60
12/4/2020,8/27/2020,B2R1,2,2.015,0.946,55,51.5,6.93,60.94,60
12/4/2020,8/27/2020,B2R1,3,1.819,0.954,56,55,6.72,60.70,60
12/4/2020,8/27/2020,B2R2,1,1.867,0.881,56,58,6.32,60.94,60
12/4/2020,8/27/2020,B2R2,2,1.698,0.838,55,58,6.63,60.87,60
12/4/2020,8/27/2020,B2R2,3,1.802,1.065,55,52,6.45,60.69,60
12/4/2020,8/27/2020,B2R3,1,1.671,0.877,54,53,6.31,60.20,60
12/4/2020,8/27/2020,B2R3,2,1.811,0.852,53,53,5.74,60.29,60
12/4/2020,8/27/2020,B2R3,3,1.807,0.862,55,55,5.49,60.41,60
12/4/2020,8/27/2020,B3R1,1,1.775,0.892,55,55,6.72,62.49,60
12/4/2020,8/27/2020,B3R1,2,1.993,0.951,56,53,7.27,62.23,60
12/4/2020,8/27/2020,B3R1,3,1.819,0.852,56,53,5.87,62.15,60
12/4/2020,8/27/2020,B3R2,1,1.992,0.942,57,54,7.12,63.63,60
12/4/2020,8/27/2020,B3R2,2,1.844,0.872,58,57,7.3,63.66,60
12/4/2020,8/27/2020,B3R2,3,2.172,0.99,58,54,6.47,63.73,60
12/4/2020,8/27/2020,B3R3,1,1.934,0.941,52,53,6.05,57.28,60
12/4/2020,8/27/2020,B3R3,2,1.809,0.922,52,53,5.61,57.38,60
12/4/2020,8/27/2020,B3R3,3,1.787,0.915,52,54.5,5.62,57.26,60
12/4/2020,9/8/2020,B1R1,1,1.101,0.541,48,64.5,5.89,54.34,60
12/4/2020,9/8/2020,B1R1,2,0.95,0.803,49,54,5.75,54.50,60
12/4/2020,9/8/2020,B1R1,3,1.729,0.88,49,50,6.12,54.48,60
12/4/2020,9/8/2020,B1R3,1,1.917,1.016,54,48,6.83,58.50,60
12/4/2020,9/8/2020,B1R3,2,1.679,0.892,53,52,6.76,58.50,60
12/4/2020,9/8/2020,B1R3,3,1.777,0.868,52,54,7.11,58.38,60
12/4/2020,9/8/2020,B1R4,1,1.39,0.661,52,57,6.21,57.77,60
12/4/2020,9/8/2020,B1R4,2,1.532,0.758,52,58,7.45,58.03,60
12/4/2020,9/8/2020,B1R4,3,1.564,0.741,51,55,7.66,57.92,60
12/4/2020,9/8/2020,B2R1,1,1.773,0.86,50,52,5.52,55.48,60
12/4/2020,9/8/2020,B2R1,2,1.758,0.822,50,53,6.71,56.16,60
12/4/2020,9/8/2020,B2R1,3,1.679,0.845,50,53,5.96,56.15,60
12/4/2020,9/8/2020,B2R2,1,1.837,0.927,55,55,6.39,61.72,60
12/4/2020,9/8/2020,B2R2,2,1.556,0.934,55,54,6.7,61.49,60
12/4/2020,9/8/2020,B2R2,3,1.923,0.93,56,55.5,6.44,61.57,60
12/4/2020,9/8/2020,B2R3,1,1.696,0.84,54,54,6.97,60.13,60
12/4/2020,9/8/2020,B2R3,2,1.806,0.912,53,51,6.63,59.06,60
12/4/2020,9/8/2020,B2R3,3,1.718,0.8,53,52,6.73,59.12,60
12/4/2020,9/8/2020,B3R1,1,1.804,0.855,53,53,7.08,58.32,60
12/4/2020,9/8/2020,B3R1,2,1.933,0.888,52,51.5,6.79,58.32,60
12/4/2020,9/8/2020,B3R1,3,1.705,0.872,52,52,7.58,58.27,60
12/4/2020,9/8/2020,B3R2,1,1.899,0.934,54,54,7.91,60.74,60
12/4/2020,9/8/2020,B3R2,2,1.915,0.941,53,52.5,6.71,60.57,60
12/4/2020,9/8/2020,B3R2,3,2.063,1.036,54,52,7.79,60.63,60
12/4/2020,9/8/2020,B3R3,1,1.959,0.954,50,51.5,6.79,55.67,60
12/4/2020,9/8/2020,B3R3,2,1.79,0.875,51,51,5.85,55.85,60
12/4/2020,9/8/2020,B3R3,3,1.782,0.844,51,52,6.52,55.78,60
