10,08:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:00,03:00,03:00,01:45,01:45,01:45,02:00,07:00,05:00,04:45,04:45,04:45,04:45,04:45,04:45,06:30,06:30,06:00,06:30,06:30,06:30,05:00,07:15,07:15,07:15,02:30,02:30,02:30,02:30,05:00,05:00,05:00,08:00,02:30,02:30,08:30,08:30,16:00,04:15,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,10:00,10:00,10:00,10:00,09:00,09:00,09:00,09:00,09:00,09:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,09:00,09:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
11,08:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:30,05:30,05:30,03:30,03:30,03:30,02:00,07:00,05:00,04:45,04:45,04:45,04:45,04:45,04:45,06:45,06:45,06:00,06:45,04:15,04:15,05:00,04:45,04:45,04:45,03:00,03:00,03:00,03:00,05:00,05:00,05:00,08:00,03:00,03:00,10:00,10:00,16:00,04:30,04:30,04:30,04:30,04:30,04:30,04:30,05:30,05:30,10:00,10:00,10:00,10:00,09:00,09:00,09:00,09:00,09:00,09:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,06:00,06:00,06:00,06:00,04:00,04:00,04:00,04:00,04:00,04:00,23:15,23:15,23:15,23:15
12,08:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:45,05:45,05:45,03:30,03:30,03:30,02:00,07:00,05:00,04:30,04:30,04:30,04:30,04:30,04:30,06:45,06:45,06:00,06:45,04:00,04:00,05:00,04:30,04:30,04:30,03:00,03:00,03:00,03:00,05:00,05:00,05:00,08:00,03:00,03:00,10:00,10:00,16:00,04:45,04:45,04:45,04:45,04:45,04:45,04:45,05:45,05:45,11:00,11:00,11:00,11:00,09:00,09:00,09:00,09:00,09:00,09:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,06:00,06:00,06:00,06:00,04:00,04:00,04:00,04:00,04:00,04:00,23:15,23:15,23:15,23:15
13,08:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:15,03:15,03:15,03:30,03:00,03:00,02:00,03:00,02:00,03:30,03:30,03:30,03:30,03:30,03:30,05:00,05:00,06:00,05:00,02:30,02:30,05:00,02:45,02:45,02:45,02:15,02:15,02:15,02:15,05:00,02:30,02:30,04:00,02:30,02:30,08:30,08:30,16:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00,05:00,05:00,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,07:00,07:00,07:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,07:00,07:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,03:00,03:00,03:00,03:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
14,08:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,04:00,04:00,04:00,06:00,06:00,06:00,04:00,03:00,02:00,03:30,03:30,03:30,03:30,03:30,03:30,05:00,05:00,06:00,05:00,02:00,02:00,05:00,02:15,02:15,02:15,02:00,02:00,02:00,02:00,05:00,05:00,05:00,08:00,02:45,02:45,08:45,08:45,16:00,04:15,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,07:00,07:00,07:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,07:00,07:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,06:00,06:00,06:00,06:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
15,08:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:15,03:15,03:15,03:30,03:00,03:00,02:00,03:00,02:00,04:30,04:30,04:30,04:30,04:30,04:30,05:15,05:15,06:00,05:15,02:45,02:45,05:00,03:00,03:00,03:00,02:15,02:15,02:15,02:15,05:00,02:30,02:30,04:00,02:30,02:30,08:15,08:15,16:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00,05:00,05:00,10:00,10:00,10:00,10:00,09:00,09:00,09:00,09:00,09:00,09:00,07:00,07:00,07:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,07:00,07:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,03:00,03:00,03:00,03:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
16,08:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:45,03:45,03:45,06:00,06:00,06:00,04:00,03:00,02:00,04:30,04:30,04:30,04:30,04:30,04:30,05:15,05:15,06:00,05:15,02:00,02:00,05:00,02:15,02:15,02:15,02:15,02:15,02:15,02:15,05:00,05:00,05:00,08:00,02:30,02:30,08:30,08:30,16:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00,05:00,05:00,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,07:00,07:00,07:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,07:00,07:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,06:00,06:00,06:00,06:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
17,12:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:30,05:30,05:30,03:30,03:30,03:30,02:00,07:00,05:00,03:30,03:30,03:30,03:30,03:30,03:30,06:30,06:30,06:00,06:30,06:45,06:45,05:00,07:15,07:15,07:15,03:00,03:00,03:00,03:00,05:00,05:00,05:00,08:00,02:45,02:45,08:45,08:45,16:00,04:15,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,10:00,10:00,10:00,10:00,09:00,09:00,09:00,09:00,09:00,09:00,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00,05:00,05:00,05:00,05:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
18,12:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:00,05:00,05:00,09:00,09:00,09:00,06:00,07:00,05:00,03:45,03:45,03:45,03:45,03:45,03:45,06:00,06:00,06:00,06:00,03:00,03:00,05:00,03:30,03:30,03:30,03:00,03:00,03:00,03:00,05:00,07:30,07:30,12:00,03:00,03:00,10:00,10:00,16:00,04:45,04:45,04:45,04:45,04:45,04:45,04:45,05:45,05:45,11:00,11:00,11:00,11:00,09:00,09:00,09:00,09:00,09:00,09:00,08:30,08:30,08:30,14:00,14:00,14:00,10:15,10:15,10:15,10:15,08:00,08:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,09:00,09:00,09:00,09:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
19,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:30,03:30,03:30,02:00,02:00,02:00,02:00,07:00,05:00,04:30,04:30,04:30,04:30,04:30,04:30,07:30,07:30,06:00,07:30,06:45,06:45,05:00,07:30,07:30,07:30,03:00,03:00,03:00,03:00,05:00,05:00,05:00,08:00,03:15,03:15,10:15,10:15,16:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,06:00,06:00,11:00,11:00,11:00,11:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,06:00,06:00,06:00,06:00,04:00,04:00,04:00,04:00,04:00,04:00,23:15,23:15,23:15,23:15
20,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:30,03:30,03:30,09:00,09:00,09:00,06:00,07:00,05:00,04:30,04:30,04:30,04:30,04:30,04:30,07:30,07:30,06:00,07:30,06:30,06:30,05:00,07:00,07:00,07:00,03:30,03:30,03:30,03:30,05:00,07:30,07:30,12:00,03:45,03:45,11:45,11:45,16:00,05:15,05:15,05:15,05:15,05:15,05:15,05:15,06:15,06:15,12:00,12:00,12:00,12:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,14:00,14:00,14:00,10:15,10:15,10:15,10:15,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,05:00,09:00,09:00,09:00,09:00,04:00,04:00,04:00,04:00,04:00,04:00,23:15,23:15,23:15,23:15
21,08:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:15,05:15,05:15,03:15,03:15,03:15,02:00,07:00,05:00,04:30,04:30,04:30,04:30,04:30,04:30,05:45,05:45,06:00,05:45,02:00,02:00,05:00,02:30,02:30,02:30,02:15,02:15,02:15,02:15,05:00,05:00,05:00,08:00,02:45,02:45,08:45,08:45,16:00,04:15,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:00,08:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
22,08:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:30,05:30,05:30,03:30,03:30,03:30,02:00,07:00,05:00,04:15,04:15,04:15,04:15,04:15,04:15,05:45,05:45,06:00,05:45,02:00,02:00,05:00,02:15,02:15,02:15,02:00,02:00,02:00,02:00,05:00,05:00,05:00,08:00,02:30,02:30,08:30,08:30,16:00,04:15,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,06:00,06:00,06:00,06:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
23,08:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,04:45,04:45,04:45,06:00,06:00,06:00,04:00,07:00,05:00,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,06:00,05:15,02:00,02:00,05:00,02:15,02:15,02:15,02:30,02:30,02:30,02:30,05:00,05:00,05:00,08:00,02:45,02:45,08:45,08:45,16:00,04:15,04:15,04:15,04:15,04:15,04:15,04:15,05:15,05:15,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,07:00,07:00,07:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,07:00,07:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,06:00,06:00,06:00,06:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
24,08:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:00,05:00,05:00,06:00,06:00,06:00,04:00,07:00,05:00,04:30,04:30,04:30,04:30,04:30,04:30,06:00,06:00,06:00,06:00,03:00,03:00,05:00,03:15,03:15,03:15,02:45,02:45,02:45,02:45,05:00,05:00,05:00,08:00,03:00,03:00,10:00,10:00,16:00,04:30,04:30,04:30,04:30,04:30,04:30,04:30,05:30,05:30,10:00,10:00,10:00,10:00,09:00,09:00,09:00,09:00,09:00,09:00,08:30,08:30,08:30,10:00,10:00,10:00,10:00,10:00,10:00,10:00,08:00,08:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
25,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,04:30,04:30,04:30,06:00,06:00,06:00,04:00,07:00,05:00,04:30,04:30,04:30,04:30,04:30,04:30,07:45,07:45,06:00,07:45,04:30,04:30,05:00,05:00,05:00,05:00,03:15,03:15,03:15,03:15,05:00,05:00,05:00,08:00,03:15,03:15,10:15,10:15,16:00,04:45,04:45,04:45,04:45,04:45,04:45,04:45,05:45,05:45,11:00,11:00,11:00,11:00,10:00,10:00,10:00,10:00,10:00,10:00,07:00,07:00,07:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,07:00,07:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,06:00,06:00,06:00,06:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
26,12:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,04:45,04:45,04:45,06:00,06:00,06:00,04:00,07:00,05:00,03:45,03:45,03:45,03:45,03:45,03:45,07:30,07:30,06:00,07:30,04:30,04:30,05:00,05:00,05:00,05:00,03:15,03:15,03:15,03:15,05:00,05:00,05:00,08:00,03:30,03:30,10:30,10:30,16:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,06:00,06:00,11:00,11:00,11:00,11:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,05:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
27,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:15,03:15,03:15,09:00,09:00,09:00,06:00,07:00,05:00,04:15,04:15,04:15,04:15,04:15,04:15,06:00,06:00,06:00,06:00,04:15,04:15,05:00,04:45,04:45,04:45,02:30,02:30,02:30,02:30,05:00,07:30,07:30,12:00,03:00,03:00,10:00,10:00,16:00,04:30,04:30,04:30,04:30,04:30,04:30,04:30,05:30,05:30,10:00,10:00,10:00,10:00,09:00,09:00,09:00,09:00,09:00,09:00,08:30,08:30,08:30,14:00,14:00,14:00,10:15,10:15,10:15,10:15,08:00,08:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,03:00,09:00,09:00,09:00,09:00,02:00,02:00,02:00,02:00,04:00,04:00,23:15,23:15,23:15,23:15
28,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:00,03:00,03:00,02:00,02:00,02:00,02:00,07:00,05:00,04:15,04:15,04:15,04:15,04:15,04:15,07:30,07:30,06:00,07:30,04:30,04:30,05:00,05:00,05:00,05:00,03:15,03:15,03:15,03:15,05:00,05:00,05:00,08:00,03:30,03:30,11:30,11:30,16:00,05:15,05:15,05:15,05:15,05:15,05:15,05:15,06:15,06:15,12:00,12:00,12:00,12:00,10:00,10:00,10:00,10:00,10:00,10:00,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00,05:00,05:00,05:00,05:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
29,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:00,03:00,03:00,09:00,09:00,09:00,06:00,03:00,02:00,04:15,04:15,04:15,04:15,04:15,04:15,06:30,06:30,06:00,06:30,03:45,03:45,05:00,04:00,04:00,04:00,02:45,02:45,02:45,02:45,05:00,07:30,07:30,12:00,03:15,03:15,10:15,10:15,16:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,06:00,06:00,11:00,11:00,11:00,11:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,14:00,14:00,14:00,10:15,10:15,10:15,10:15,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,09:00,09:00,09:00,09:00,04:00,04:00,04:00,04:00,04:00,04:00,23:15,23:15,23:15,23:15
30,12:00,23:45,,08:00,,02:00,05:00,,23:45,,,,,,,03:00,03:00,03:00,02:00,02:00,02:00,02:00,03:00,02:00,04:15,04:15,04:15,04:15,04:15,04:15,07:15,07:15,06:00,07:15,03:30,03:30,05:00,04:00,04:00,04:00,02:45,02:45,02:45,02:45,05:00,05:00,05:00,08:00,03:30,03:30,10:30,10:30,16:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00,06:00,06:00,11:00,11:00,11:00,11:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,09:00,09:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,05:00,06:00,06:00,06:00,06:00,04:00,04:00,04:00,04:00,04:00,04:00,23:15,23:15,23:15,23:15
31,08:00,23:45,08:00,08:00,06:00,08:00,05:00,06:00,23:45,08:00,08:00,08:00,08:00,08:00,08:00,05:00,05:00,05:00,03:15,03:15,03:15,02:00,07:00,05:00,04:15,04:15,04:15,04:15,04:15,04:15,06:00,06:00,06:00,06:00,02:00,02:00,05:00,02:15,02:15,02:15,02:30,02:30,02:30,02:30,05:00,05:00,05:00,08:00,03:00,03:00,09:00,09:00,16:00,04:30,04:30,04:30,04:30,04:30,04:30,04:30,05:30,05:30,10:00,10:00,10:00,10:00,08:00,08:00,08:00,08:00,08:00,08:00,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:00,08:00,06:30,06:30,06:30,06:30,06:30,06:30,06:30,05:00,05:00,05:00,04:00,06:00,06:00,06:00,06:00,03:00,03:00,03:00,03:00,04:00,04:00,23:15,23:15,23:15,23:15
