date,block_id,rep,brix,pH,TA,treatment ,block_rep,,,,
8/16/2020,B2R3,2,22.0,3.24,6.42,2,3,,,,
8/16/2020,B2R3,3,21.7,3.30,6.16,2,3,,,,
8/16/2020,B3R1,1,22.3,3.31,5.80,3,1,,,,
8/16/2020,B3R1,2,22.4,3.29,5.78,3,1,,,,
8/16/2020,B3R1,3,22.5,3.23,6.16,3,1,,,,
8/16/2020,B3R2,1,22.2,3.23,6.88,3,2,,,,
8/16/2020,B3R2,2,22.3,3.22,6.82,3,2,,,,
8/16/2020,B3R2,3,21.9,3.21,7.06,3,2,,,,
8/16/2020,B3R3,1,22.4,3.22,6.36,3,3,,,,
8/16/2020,B3R3,2,22.4,3.24,6.20,3,3,,,,
8/16/2020,B3R3,3,22.8,3.25,5.84,3,3,,,,
8/22/2020,B1R1,1,23.0,3.33,5.36,1,1,,,,
8/22/2020,B1R1,2,23.2,3.31,5.67,1,1,,,,
8/22/2020,B1R1,3,22.8,3.32,5.78,1,1,,,,
8/22/2020,B1R3,1,23.4,3.27,5.57,1,2,,,,
8/22/2020,B1R3,2,22.9,3.20,5.68,1,2,,,,
8/22/2020,B1R3,3,23.1,3.26,5.47,1,2,,,,
8/22/2020,B1R4,1,24.2,3.35,5.24,1,3,,,,
8/22/2020,B1R4,2,24.1,3.28,5.66,1,3,,,,
8/22/2020,B1R4,3,24.2,3.21,6.07,1,3,,,,
8/22/2020,B2R1,1,23.7,3.34,4.84,2,1,,,,
8/22/2020,B2R1,2,23.4,3.17,6.15,2,1,,,,
8/22/2020,B2R1,3,23.3,3.20,6.14,2,1,,,,
8/22/2020,B2R2,1,22.7,3.24,5.69,2,2,,,,
8/22/2020,B2R2,2,23.3,3.28,5.19,2,2,,,,
8/22/2020,B2R2,3,23.5,3.32,5.09,2,2,,,,
8/22/2020,B2R3,1,22.8,3.32,5.20,2,3,,,,
8/22/2020,B2R3,2,23.1,3.38,4.90,2,3,,,,
8/22/2020,B2R3,3,22.9,3.40,5.07,2,3,,,,
8/22/2020,B3R1,1,24.2,3.33,4.98,3,1,,,,
8/22/2020,B3R1,2,23.6,3.43,4.68,3,1,,,,
8/22/2020,B3R1,3,23.4,3.37,4.93,3,1,,,,
8/22/2020,B3R2,1,23.0,3.33,5.71,3,2,,,,
8/22/2020,B3R2,2,22.9,3.31,5.82,3,2,,,,
8/22/2020,B3R2,3,23.2,3.33,5.57,3,2,,,,
8/22/2020,B3R3,1,23.1,3.21,6.19,3,3,,,,
8/22/2020,B3R3,2,22.9,3.20,6.15,3,3,,,,
8/22/2020,B3R3,3,23.4,3.18,6.31,3,3,,,,
8/27/2020,B1R1,1,23.4,3.33,4.31,1,1,,,,
8/27/2020,B1R1,2,23.5,3.29,4.64,1,1,,,,
8/27/2020,B1R1,3,23.6,3.33,4.57,1,1,,,,
8/27/2020,B1R3,1,23.8,3.31,4.66,1,2,,,,
8/27/2020,B1R3,2,23.9,3.39,4.39,1,2,,,,
8/27/2020,B1R3,3,23.5,3.35,4.66,1,2,,,,
8/27/2020,B1R4,1,24.5,3.41,4.68,1,3,,,,
8/27/2020,B1R4,2,24.4,3.41,4.61,1,3,,,,
8/27/2020,B1R4,3,24.6,3.43,4.53,1,3,,,,
8/27/2020,B2R1,1,23.4,3.27,4.84,2,1,,,,
8/27/2020,B2R1,2,23.9,3.26,4.97,2,1,,,,
8/27/2020,B2R1,3,23.9,3.29,4.9,2,1,,,,
8/27/2020,B2R2,1,23.7,3.35,5.25,2,2,,,,
8/27/2020,B2R2,2,23.5,3.32,5.21,2,2,,,,
8/27/2020,B2R2,3,23.4,3.33,5.36,2,2,,,,
8/27/2020,B2R3,1,23.4,3.45,5.42,2,3,,,,
8/27/2020,B2R3,2,23.2,3.33,5.54,2,3,,,,
8/27/2020,B2R3,3,23.7,3.45,5,2,3,,,,
8/27/2020,B3R1,1,23.6,3.37,4.95,3,1,,,,
8/27/2020,B3R1,2,24,3.36,4.93,3,1,,,,
8/27/2020,B3R1,3,23.3,3.43,4.82,3,1,,,,
8/27/2020,B3R2,1,23.5,3.31,5.45,3,2,,,,
8/27/2020,B3R2,2,23.2,3.36,5.41,3,2,,,,
8/27/2020,B3R2,3,23.4,3.31,5.73,3,2,,,,
8/27/2020,B3R3,1,23.4,3.31,5.51,3,3,,,,
8/27/2020,B3R3,2,23.1,3.4,5.48,3,3,,,,
8/27/2020,B3R3,3,23.8,3.41,5.04,3,3,,,,
9/4/2020,B1R1,1,24.6,3.45,3.79,1,1,,,,
9/4/2020,B1R1,2,24.1,3.54,3.74,1,1,,,,
9/4/2020,B1R1,3,24.5,3.44,4.06,1,1,,,,
9/4/2020,B1R3,1,24.6,3.48,3.87,1,2,,,,
9/4/2020,B1R3,2,24.5,3.42,4.06,1,2,,,,
9/4/2020,B1R3,3,24.8,3.54,3.86,1,2,,,,
9/4/2020,B1R4,1,24.7,3.48,3.66,1,3,,,,
9/4/2020,B1R4,2,25.2,3.48,3.83,1,3,,,,
9/4/2020,B1R4,3,24.9,3.46,4.22,1,3,,,,
9/4/2020,B2R1,1,24.9,3.35,4.07,2,1,,,,
9/4/2020,B2R1,2,25.3,3.34,4.27,2,1,,,,
9/4/2020,B2R1,3,24.6,3.33,4.43,2,1,,,,
9/4/2020,B2R2,1,24.4,3.41,4.71,2,2,,,,
9/4/2020,B2R2,2,24.4,3.41,4.89,2,2,,,,
9/4/2020,B2R2,3,24.3,3.45,4.14,2,2,,,,
9/4/2020,B2R3,1,24.2,3.46,4.14,2,3,,,,
9/4/2020,B2R3,2,24.0,3.44,4.37,2,3,,,,
9/4/2020,B2R3,3,24.1,3.44,4.63,2,3,,,,
9/4/2020,B3R1,1,24.8,3.42,4.32,3,1,,,,
9/4/2020,B3R1,2,24.5,3.42,4.64,3,1,,,,
9/4/2020,B3R1,3,24.8,3.38,4.66,3,1,,,,
9/4/2020,B3R2,1,24.2,3.29,5.06,3,2,,,,
9/4/2020,B3R2,2,24.3,3.32,5.18,3,2,,,,
9/4/2020,B3R2,3,24.0,3.35,5.12,3,2,,,,
9/4/2020,B3R3,1,24.5,3.38,4.58,3,3,,,,
9/4/2020,B3R3,2,24.1,3.38,4.92,3,3,,,,
9/4/2020,B3R3,3,24.5,3.37,4.70,3,3,,,,
9/8/2020,B1R1,1,25.7,3.50,4.19,1,1,,,,
9/8/2020,B1R1,2,26.6,3.47,4.05,1,1,,,,
9/8/2020,B1R1,3,26.1,3.56,4.01,1,1,,,,
9/8/2020,B1R3,1,26.4,3.44,4.12,1,2,,,,
9/8/2020,B1R3,2,26.2,3.45,4.16,1,2,,,,
9/8/2020,B1R3,3,26.4,3.46,4.18,1,2,,,,
9/8/2020,B1R4,1,27.0,3.55,4.06,1,3,,,,
9/8/2020,B1R4,2,26.6,3.49,4.20,1,3,,,,
9/8/2020,B1R4,3,26.9,3.58,4.35,1,3,,,,
9/8/2020,B2R1,1,26.0,3.57,3.83,2,1,,,,
9/8/2020,B2R1,2,26.2,3.60,3.65,2,1,,,,
9/8/2020,B2R1,3,25.8,3.55,3.84,2,1,,,,
9/8/2020,B2R2,1,25.4,3.36,5.30,2,2,,,,
9/8/2020,B2R2,2,25.4,3.41,5.25,2,2,,,,
9/8/2020,B2R2,3,25.4,3.44,5.19,2,2,,,,
9/8/2020,B2R3,1,25.7,3.44,4.58,2,3,,,,
9/8/2020,B2R3,2,25.1,3.57,4.13,2,3,,,,
9/8/2020,B2R3,3,25.2,3.53,4.31,2,3,,,,
9/8/2020,B3R1,1,26.4,3.73,3.34,3,1,,,,
9/8/2020,B3R1,2,26.4,3.60,3.64,3,1,,,,
9/8/2020,B3R1,3,26.6,3.67,3.47,3,1,,,,
9/8/2020,B3R2,1,25.0,3.34,4.73,3,2,,,,
9/8/2020,B3R2,2,25.0,3.38,4.39,3,2,,,,
9/8/2020,B3R2,3,25.3,3.38,4.51,3,2,,,,
9/8/2020,B3R3,1,25.4,3.50,3.98,3,3,,,,
9/8/2020,B3R3,2,25.8,3.52,3.89,3,3,,,,
9/8/2020,B3R3,3,25.7,3.44,4.14,3,3,,,,
9/12/2020,B1R1,1,26.6,3.74,3.74,1,1,,,,
9/12/2020,B1R1,2,26.4,3.68,3.74,1,1,,,,
9/12/2020,B1R1,3,26.5,3.66,3.75,1,1,,,,
9/12/2020,B1R3,1,26.5,3.59,4.05,1,2,,,,
9/12/2020,B1R3,2,26.4,3.65,3.96,1,2,,,,
9/12/2020,B1R3,3,27.5,3.64,4.05,1,2,,,,
9/12/2020,B1R4,1,27.4,3.64,4.27,1,3,,,,
9/12/2020,B1R4,2,27.2,3.65,4.37,1,3,,,,
9/12/2020,B1R4,3,27.4,3.68,4.26,1,3,,,,
9/12/2020,B2R1,1,27.1,3.59,4.16,2,1,,,,
9/12/2020,B2R1,2,26.4,3.51,4.29,2,1,,,,
9/12/2020,B2R1,3,26.5,3.52,4.43,2,1,,,,
9/12/2020,B2R2,1,25.5,3.48,4.94,2,2,,,,
9/12/2020,B2R2,2,26.1,3.47,5.09,2,2,,,,
9/12/2020,B2R2,3,25.9,3.48,5.06,2,2,,,,
9/12/2020,B2R3,1,25.4,3.58,4.29,2,3,,,,
9/12/2020,B2R3,2,25.1,3.63,4.25,2,3,,,,
9/12/2020,B2R3,3,25.0,3.58,4.37,2,3,,,,
9/12/2020,B3R1,1,26.9,3.52,4.54,3,1,,,,
9/12/2020,B3R1,2,26.5,3.58,4.47,3,1,,,,
9/12/2020,B3R1,3,26.8,3.62,4.46,3,1,,,,
9/12/2020,B3R2,1,25.4,3.49,5.07,3,2,,,,
9/12/2020,B3R2,2,25.2,3.54,5.06,3,2,,,,
9/12/2020,B3R2,3,25.1,3.44,5.54,3,2,,,,
9/12/2020,B3R3,1,25.9,3.57,4.82,3,3,,,,
9/12/2020,B3R3,2,26.0,3.53,4.86,3,3,,,,
9/12/2020,B3R3,3,26.2,3.53,4.89,3,3,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
