date,block_id,sub-block,vigor,berry_number,berry_diameter,treatment 
9/15/20,B1R1,NW,low,8,11.56,1
9/15/20,B1R1,NW,low,9,11.84,1
9/15/20,B1R1,NW,low,9,11.68,1
9/15/20,B1R1,NW,low,10,11.24,1
9/15/20,B1R1,NW,low,10,11.48,1
9/15/20,B1R1,NE ,high,1,11.28,1
9/15/20,B1R1,NE ,high,1,11.18,1
9/15/20,B1R1,NE ,high,2,10.92,1
9/15/20,B1R1,NE ,high,2,9.72,1
9/15/20,B1R1,NE ,high,3,11.28,1
9/15/20,B1R1,NE ,high,3,10.74,1
9/15/20,B1R1,NE ,high,4,11.58,1
9/15/20,B1R1,NE ,high,4,11.00,1
9/15/20,B1R1,NE ,high,5,11.86,1
9/15/20,B1R1,NE ,high,5,11.70,1
9/15/20,B1R1,NE ,high,6,12.74,1
9/15/20,B1R1,NE ,high,6,12.26,1
9/15/20,B1R1,NE ,high,7,12.00,1
9/15/20,B1R1,NE ,high,7,11.56,1
9/15/20,B1R1,NE ,high,8,11.48,1
9/15/20,B1R1,NE ,high,8,11.08,1
9/15/20,B1R1,NE ,high,9,11.48,1
9/15/20,B1R1,NE ,high,9,10.50,1
9/15/20,B1R1,NE ,high,10,11.00,1
9/15/20,B1R1,NE ,high,10,11.00,1
9/15/20,B2R1,NE ,high,1,10.82,2
9/15/20,B2R1,NE ,high,1,10.78,2
9/15/20,B2R1,NE ,high,2,12.60,2
9/15/20,B2R1,NE ,high,2,11.78,2
9/15/20,B2R1,NE ,high,3,11.70,2
9/15/20,B2R1,NE ,high,3,11.18,2
9/15/20,B2R1,NE ,high,4,10.98,2
9/15/20,B2R1,NE ,high,4,10.36,2
9/15/20,B2R1,NE ,high,5,12.30,2
9/15/20,B2R1,NE ,high,5,12.18,2
9/15/20,B2R1,NE ,high,6,11.58,2
9/15/20,B2R1,NE ,high,6,11.38,2
9/15/20,B2R1,NE ,high,7,11.80,2
9/15/20,B2R1,NE ,high,7,11.68,2
9/15/20,B2R1,NE ,high,8,11.48,2
9/15/20,B2R1,NE ,high,8,11.38,2
9/15/20,B2R1,NE ,high,9,13.54,2
9/15/20,B2R1,NE ,high,9,13.14,2
9/15/20,B2R1,NE ,high,10,11.48,2
9/15/20,B2R1,NE ,high,10,11.50,2
9/15/20,B3R1,SE,high,1,14.22,3
9/15/20,B3R1,SE,high,1,13.78,3
9/15/20,B3R1,SE,high,2,12.28,3
9/15/20,B3R1,SE,high,2,12.00,3
9/15/20,B3R1,SE,high,3,13.14,3
9/15/20,B3R1,SE,high,3,13.00,3
9/15/20,B3R1,SE,high,4,13.00,3
9/15/20,B3R1,SE,high,4,13.42,3
9/15/20,B3R1,SE,high,5,12.96,3
9/15/20,B3R1,SE,high,5,13.14,3
9/15/20,B3R1,SE,high,6,12.86,3
9/15/20,B3R1,SE,high,6,12.90,3
9/15/20,B3R1,SE,high,7,13.50,3
9/15/20,B3R1,SE,high,7,13.54,3
9/15/20,B3R1,SE,high,8,13.34,3
9/15/20,B3R1,SE,high,8,12.96,3
9/15/20,B3R1,SE,high,9,13.08,3
9/15/20,B3R1,SE,high,9,12.56,3
9/15/20,B3R1,SE,high,10,13.64,3
9/15/20,B3R1,SE,high,10,13.14,3
9/16/20,B3R1,SE,low,1,11.28,3
9/16/20,B3R1,SE,low,1,10.80,3
9/16/20,B3R1,SE,low,2,11.80,3
9/16/20,B3R1,SE,low,2,10.90,3
9/16/20,B3R1,SE,low,3,13.08,3
9/16/20,B3R1,SE,low,3,12.80,3
9/16/20,B3R1,SE,low,4,11.44,3
9/16/20,B3R1,SE,low,4,11.00,3
9/16/20,B3R1,SE,low,5,12.76,3
9/16/20,B3R1,SE,low,5,12.82,3
9/16/20,B3R1,SE,low,6,11.56,3
9/16/20,B3R1,SE,low,6,11.00,3
9/16/20,B3R1,SE,low,7,12.76,3
9/16/20,B3R1,SE,low,7,12.36,3
9/16/20,B3R1,SE,low,8,12.22,3
9/16/20,B3R1,SE,low,8,11.78,3
9/16/20,B3R1,SE,low,9,12.96,3
9/16/20,B3R1,SE,low,9,13.24,3
9/16/20,B3R1,SE,low,10,12.62,3
9/16/20,B3R1,SE,low,10,12.28,3
9/16/20,B2R2,NW,medium,1,11.78,2
9/16/20,B2R2,NW,medium,1,11.58,2
9/16/20,B2R2,NW,medium,2,12.72,2
9/16/20,B2R2,NW,medium,2,12.96,2
9/16/20,B2R2,NW,medium,3,12.16,2
9/16/20,B2R2,NW,medium,3,11.50,2
9/16/20,B2R2,NW,medium,4,13.44,2
9/16/20,B2R2,NW,medium,4,13.34,2
9/16/20,B2R2,NW,medium,5,11.88,2
9/16/20,B2R2,NW,medium,5,11.58,2
9/16/20,B2R2,NW,medium,6,11.96,2
9/16/20,B2R2,NW,medium,6,11.70,2
9/16/20,B2R2,NW,medium,7,11.10,2
9/16/20,B2R2,NW,medium,7,10.12,2
9/16/20,B2R2,NW,medium,8,12.58,2
9/16/20,B2R2,NW,medium,8,12.90,2
9/16/20,B2R2,NW,medium,9,11.80,2
9/16/20,B2R2,NW,medium,9,11.58,2
9/16/20,B2R2,NW,medium,10,13.20,2
9/16/20,B2R2,NW,medium,10,12.86,2
9/16/20,B2R3,SE,low,1,12.74,2
9/16/20,B2R3,SE,low,1,12.20,2
9/16/20,B2R3,SE,low,2,11.98,2
9/16/20,B2R3,SE,low,2,11.56,2
9/16/20,B2R3,SE,low,3,14.18,2
9/16/20,B2R3,SE,low,3,13.46,2
9/16/20,B2R3,SE,low,4,11.00,2
9/16/20,B2R3,SE,low,4,10.20,2
9/16/20,B2R3,SE,low,5,11.84,2
9/16/20,B2R3,SE,low,5,12.24,2
9/16/20,B2R3,SE,low,6,12.76,2
9/16/20,B2R3,SE,low,6,13.44,2
9/16/20,B2R3,SE,low,7,11.84,2
9/16/20,B2R3,SE,low,7,11.84,2
9/16/20,B2R3,SE,low,8,11.48,2
9/16/20,B2R3,SE,low,8,11.00,2
9/16/20,B2R3,SE,low,9,10.80,2
9/16/20,B2R3,SE,low,9,10.90,2
9/16/20,B2R3,SE,low,10,10.80,2
9/16/20,B2R3,SE,low,10,10.60,2
9/16/20,B3R3,SE,medium,1,12.26,3
9/16/20,B3R3,SE,medium,1,12.06,3
9/16/20,B3R3,SE,medium,2,9.10,3
9/16/20,B3R3,SE,medium,2,10.58,3
9/16/20,B3R3,SE,medium,3,11.10,3
9/16/20,B3R3,SE,medium,3,11.48,3
9/16/20,B3R3,SE,medium,4,10.34,3
9/16/20,B3R3,SE,medium,4,10.12,3
9/16/20,B3R3,SE,medium,5,13.28,3
9/16/20,B3R3,SE,medium,5,13.18,3
9/16/20,B3R3,SE,medium,6,12.46,3
9/16/20,B3R3,SE,medium,6,11.70,3
9/16/20,B3R3,SE,medium,7,12.80,3
9/16/20,B3R3,SE,medium,7,13.14,3
9/16/20,B3R3,SE,medium,8,12.14,3
9/16/20,B3R3,SE,medium,8,12.42,3
9/16/20,B3R3,SE,medium,9,11.00,3
9/16/20,B3R3,SE,medium,9,11.00,3
9/16/20,B3R3,SE,medium,10,12.54,3
9/16/20,B3R3,SE,medium,10,11.94,3
9/16/20,B1R3,SW,medium,1,12.26,1
9/16/20,B1R3,SW,medium,1,11.50,1
9/16/20,B1R3,SW,medium,2,11.58,1
9/16/20,B1R3,SW,medium,2,10.00,1
9/16/20,B1R3,SW,medium,3,13.40,1
9/16/20,B1R3,SW,medium,3,13.20,1
9/16/20,B1R3,SW,medium,4,12.56,1
9/16/20,B1R3,SW,medium,4,11.04,1
9/16/20,B1R3,SW,medium,5,13.04,1
9/16/20,B1R3,SW,medium,5,13.32,1
9/16/20,B1R3,SW,medium,6,13.18,1
9/16/20,B1R3,SW,medium,6,12.60,1
9/16/20,B1R3,SW,medium,7,12.26,1
9/16/20,B1R3,SW,medium,7,12.14,1
9/16/20,B1R3,SW,medium,8,12.72,1
9/16/20,B1R3,SW,medium,8,11.16,1
9/16/20,B1R3,SW,medium,9,11.48,1
9/16/20,B1R3,SW,medium,9,11.66,1
9/16/20,B1R3,SW,medium,10,11.58,1
9/16/20,B1R3,SW,medium,10,10.38,1
9/16/20,B1R4,SE,low,1,11.88,1
9/16/20,B1R4,SE,low,1,11.78,1
9/16/20,B1R4,SE,low,2,11.52,1
9/16/20,B1R4,SE,low,2,11.00,1
9/16/20,B1R4,SE,low,3,11.62,1
9/16/20,B1R4,SE,low,3,11.70,1
9/16/20,B1R4,SE,low,4,11.94,1
9/16/20,B1R4,SE,low,4,12.00,1
9/16/20,B1R4,SE,low,5,11.52,1
9/16/20,B1R4,SE,low,5,11.76,1
9/16/20,B1R4,SE,low,6,12.72,1
9/16/20,B1R4,SE,low,6,12.90,1
9/16/20,B1R4,SE,low,7,12.06,1
9/16/20,B1R4,SE,low,7,12.16,1
9/16/20,B1R4,SE,low,8,12.36,1
9/16/20,B1R4,SE,low,8,11.00,1
9/16/20,B1R4,SE,low,9,12.74,1
9/16/20,B1R4,SE,low,9,13.50,1
9/16/20,B1R4,SE,low,10,12.36,1
9/16/20,B1R4,SE,low,10,11.88,1
9/16/20,B3R2,SE,high,1,12.98,3
9/16/20,B3R2,SE,high,1,13.60,3
9/16/20,B3R2,SE,high,2,13.64,3
9/16/20,B3R2,SE,high,2,13.20,3
9/16/20,B3R2,SE,high,3,13.84,3
9/16/20,B3R2,SE,high,3,12.90,3
9/16/20,B3R2,SE,high,4,11.86,3
9/16/20,B3R2,SE,high,4,11.84,3
9/16/20,B3R2,SE,high,5,13.08,3
9/16/20,B3R2,SE,high,5,12.56,3
9/16/20,B3R2,SE,high,6,13.00,3
9/16/20,B3R2,SE,high,6,12.86,3
9/16/20,B3R2,SE,high,7,12.64,3
9/16/20,B3R2,SE,high,7,12.16,3
9/16/20,B3R2,SE,high,8,12.36,3
9/16/20,B3R2,SE,high,8,12.42,3
9/16/20,B3R2,SE,high,9,11.82,3
9/16/20,B3R2,SE,high,9,11.00,3
9/16/20,B3R2,SE,high,10,12.70,3
9/16/20,B3R2,SE,high,10,13.24,3
9/16/20,B1R1,SE,high,1,13.18,1
9/16/20,B1R1,SE,high,1,12.76,1
9/16/20,B1R1,SE,high,2,12.66,1
9/16/20,B1R1,SE,high,2,13.14,1
9/16/20,B1R1,SE,high,3,12.36,1
9/16/20,B1R1,SE,high,3,12.78,1
9/16/20,B1R1,SE,high,4,11.00,1
9/16/20,B1R1,SE,high,4,10.70,1
9/16/20,B1R1,SE,high,5,12.72,1
9/16/20,B1R1,SE,high,5,12.56,1
9/16/20,B1R1,SE,high,6,12.66,1
9/16/20,B1R1,SE,high,6,13.20,1
9/16/20,B1R1,SE,high,7,11.28,1
9/16/20,B1R1,SE,high,7,11.58,1
9/16/20,B1R1,SE,high,8,13.20,1
9/16/20,B1R1,SE,high,8,13.08,1
9/16/20,B1R1,SE,high,9,12.70,1
9/16/20,B1R1,SE,high,9,12.56,1
9/16/20,B1R1,SE,high,10,11.00,1
9/16/20,B1R1,SE,high,10,10.72,1
9/16/20,B2R1,SE ,high,1,11.22,2
9/16/20,B2R1,SE ,high,1,11.54,2
9/16/20,B2R1,SE ,high,2,10.66,2
9/16/20,B2R1,SE ,high,2,10.62,2
9/16/20,B2R1,SE ,high,3,9.84,2
9/16/20,B2R1,SE ,high,3,9.78,2
9/16/20,B2R1,SE ,high,4,12.00,2
9/16/20,B2R1,SE ,high,4,11.68,2
9/16/20,B2R1,SE ,high,5,13.00,2
9/16/20,B2R1,SE ,high,5,12.90,2
9/16/20,B2R1,SE ,high,6,12.10,2
9/16/20,B2R1,SE ,high,6,10.78,2
9/16/20,B2R1,SE ,high,7,12.50,2
9/16/20,B2R1,SE ,high,7,12.36,2
9/16/20,B2R1,SE ,high,8,12.16,2
9/16/20,B2R1,SE ,high,8,11.38,2
9/16/20,B2R1,SE ,high,9,13.00,2
9/16/20,B2R1,SE ,high,9,12.26,2
9/16/20,B2R1,SE ,high,10,12.44,2
9/16/20,B2R1,SE ,high,10,12.16,2
9/17/20,B2R3,SW,low,1,12.90,2
9/17/20,B2R3,SW,low,1,13.18,2
9/17/20,B2R3,SW,low,2,12.06,2
9/17/20,B2R3,SW,low,2,12.56,2
9/17/20,B2R3,SW,low,3,15.18,2
9/17/20,B2R3,SW,low,3,14.62,2
9/17/20,B2R3,SW,low,4,11.56,2
9/17/20,B2R3,SW,low,4,11.12,2
9/17/20,B2R3,SW,low,5,11.78,2
9/17/20,B2R3,SW,low,5,11.32,2
9/17/20,B2R3,SW,low,6,11.82,2
9/17/20,B2R3,SW,low,6,11.00,2
9/17/20,B2R3,SW,low,7,12.18,2
9/17/20,B2R3,SW,low,7,11.58,2
9/17/20,B2R3,SW,low,8,12.56,2
9/17/20,B2R3,SW,low,8,12.00,2
9/17/20,B2R3,SW,low,9,12.34,2
9/17/20,B2R3,SW,low,9,13.70,2
9/17/20,B2R3,SW,low,10,12.26,2
9/17/20,B2R3,SW,low,10,11.87,2
9/17/20,B3R2,SW,high,1,11.00,3
9/17/20,B3R2,SW,high,1,9.88,3
9/17/20,B3R2,SW,high,2,12.32,3
9/17/20,B3R2,SW,high,2,12.18,3
9/17/20,B3R2,SW,high,3,12.30,3
9/17/20,B3R2,SW,high,3,12.50,3
9/17/20,B3R2,SW,high,4,12.28,3
9/17/20,B3R2,SW,high,4,12.16,3
9/17/20,B3R2,SW,high,5,10.61,3
9/17/20,B3R2,SW,high,5,10.68,3
9/17/20,B3R2,SW,high,6,12.42,3
9/17/20,B3R2,SW,high,6,13.04,3
9/17/20,B3R2,SW,high,7,11.58,3
9/17/20,B3R2,SW,high,7,11.28,3
9/17/20,B3R2,SW,high,8,12.76,3
9/17/20,B3R2,SW,high,8,12.46,3
9/17/20,B3R2,SW,high,9,12.84,3
9/17/20,B3R2,SW,high,9,12.56,3
9/17/20,B3R2,SW,high,10,12.58,3
9/17/20,B3R2,SW,high,10,11.48,3
9/17/20,B3R3,NW,low,1,11.00,3
9/17/20,B3R3,NW,low,1,10.78,3
9/17/20,B3R3,NW,low,2,13.04,3
9/17/20,B3R3,NW,low,2,12.28,3
9/17/20,B3R3,NW,low,3,11.22,3
9/17/20,B3R3,NW,low,3,11.00,3
9/17/20,B3R3,NW,low,4,12.68,3
9/17/20,B3R3,NW,low,4,11.68,3
9/17/20,B3R3,NW,low,5,11.12,3
9/17/20,B3R3,NW,low,5,10.36,3
9/17/20,B3R3,NW,low,6,13.26,3
9/17/20,B3R3,NW,low,6,13.20,3
9/17/20,B3R3,NW,low,7,12.26,3
9/17/20,B3R3,NW,low,7,12.72,3
9/17/20,B3R3,NW,low,8,10.58,3
9/17/20,B3R3,NW,low,8,9.96,3
9/17/20,B3R3,NW,low,9,11.56,3
9/17/20,B3R3,NW,low,9,11.48,3
9/17/20,B3R3,NW,low,10,11.84,3
9/17/20,B3R3,NW,low,10,11.56,3
9/17/20,B1R3,NW ,low,1,10.76,1
9/17/20,B1R3,NW ,low,1,10.00,1
9/17/20,B1R3,NW ,low,2,11.38,1
9/17/20,B1R3,NW ,low,2,10.90,1
9/17/20,B1R3,NW ,low,3,12.56,1
9/17/20,B1R3,NW ,low,3,12.56,1
9/17/20,B1R3,NW ,low,4,9.42,1
9/17/20,B1R3,NW ,low,4,9.42,1
9/17/20,B1R3,NW ,low,5,10.20,1
9/17/20,B1R3,NW ,low,5,10.50,1
9/17/20,B1R3,NW ,low,6,11.68,1
9/17/20,B1R3,NW ,low,6,11.08,1
9/17/20,B1R3,NW ,low,7,11.40,1
9/17/20,B1R3,NW ,low,7,11.18,1
9/17/20,B1R3,NW ,low,8,12.76,1
9/17/20,B1R3,NW ,low,8,12.52,1
9/17/20,B1R3,NW ,low,9,11.30,1
9/17/20,B1R3,NW ,low,9,10.98,1
9/17/20,B1R3,NW ,low,10,11.58,1
9/17/20,B1R3,NW ,low,10,11.38,1
9/17/20,B2R1,SW,high,1,10.86,2
9/17/20,B2R1,SW,high,1,10.50,2
9/17/20,B2R1,SW,high,2,11.84,2
9/17/20,B2R1,SW,high,2,11.38,2
9/17/20,B2R1,SW,high,3,11.72,2
9/17/20,B2R1,SW,high,3,12.10,2
9/17/20,B2R1,SW,high,4,11.06,2
9/17/20,B2R1,SW,high,4,10.58,2
9/17/20,B2R1,SW,high,5,11.84,2
9/17/20,B2R1,SW,high,5,11.48,2
9/17/20,B2R1,SW,high,6,11.00,2
9/17/20,B2R1,SW,high,6,10.62,2
9/17/20,B2R1,SW,high,7,10.72,2
9/17/20,B2R1,SW,high,7,10.46,2
9/17/20,B2R1,SW,high,8,11.68,2
9/17/20,B2R1,SW,high,8,11.58,2
9/17/20,B2R1,SW,high,9,12.36,2
9/17/20,B2R1,SW,high,9,11.00,2
9/17/20,B2R1,SW,high,10,11.58,2
9/17/20,B2R1,SW,high,10,10.82,2
9/17/20,B1R4,NE ,medium,1,10.80,1
9/17/20,B1R4,NE ,medium,1,10.74,1
9/17/20,B1R4,NE ,medium,2,12.00,1
9/17/20,B1R4,NE ,medium,2,12.36,1
9/17/20,B1R4,NE ,medium,3,12.60,1
9/17/20,B1R4,NE ,medium,3,11.98,1
9/17/20,B1R4,NE ,medium,4,12.70,1
9/17/20,B1R4,NE ,medium,4,12.72,1
9/17/20,B1R4,NE ,medium,5,11.76,1
9/17/20,B1R4,NE ,medium,5,11.48,1
9/17/20,B1R4,NE ,medium,6,11.08,1
9/17/20,B1R4,NE ,medium,6,10.20,1
9/17/20,B1R4,NE ,medium,7,11.78,1
9/17/20,B1R4,NE ,medium,7,11.20,1
9/17/20,B1R4,NE ,medium,8,11.00,1
9/17/20,B1R4,NE ,medium,8,10.72,1
9/17/20,B1R4,NE ,medium,9,11.50,1
9/17/20,B1R4,NE ,medium,9,11.08,1
9/17/20,B1R4,NE ,medium,10,12.30,1
9/17/20,B1R4,NE ,medium,10,11.88,1
9/17/20,B3R3,SW,medium,1,12.64,3
9/17/20,B3R3,SW,medium,1,12.16,3
9/17/20,B3R3,SW,medium,2,12.56,3
9/17/20,B3R3,SW,medium,2,12.68,3
9/17/20,B3R3,SW,medium,3,12.70,3
9/17/20,B3R3,SW,medium,3,12.90,3
9/17/20,B3R3,SW,medium,4,12.78,3
9/17/20,B3R3,SW,medium,4,12.80,3
9/17/20,B3R3,SW,medium,5,12.62,3
9/17/20,B3R3,SW,medium,5,12.66,3
9/17/20,B3R3,SW,medium,6,13.90,3
9/17/20,B3R3,SW,medium,6,13.84,3
9/17/20,B3R3,SW,medium,7,12.08,3
9/17/20,B3R3,SW,medium,7,12.16,3
9/17/20,B3R3,SW,medium,8,12.36,3
9/17/20,B3R3,SW,medium,8,11.78,3
9/17/20,B3R3,SW,medium,9,11.80,3
9/17/20,B3R3,SW,medium,9,12.06,3
9/17/20,B3R3,SW,medium,10,10.10,3
9/17/20,B3R3,SW,medium,10,9.78,3
9/17/20,B2R3,NE ,medium,1,10.80,2
9/17/20,B2R3,NE ,medium,1,10.22,2
9/17/20,B2R3,NE ,medium,2,11.96,2
9/17/20,B2R3,NE ,medium,2,11.68,2
9/17/20,B2R3,NE ,medium,3,10.76,2
9/17/20,B2R3,NE ,medium,3,10.36,2
9/17/20,B2R3,NE ,medium,4,12.14,2
9/17/20,B2R3,NE ,medium,4,12.44,2
9/17/20,B2R3,NE ,medium,5,12.56,2
9/17/20,B2R3,NE ,medium,5,12.58,2
9/17/20,B2R3,NE ,medium,6,12.00,2
9/17/20,B2R3,NE ,medium,6,11.58,2
9/17/20,B2R3,NE ,medium,7,11.28,2
9/17/20,B2R3,NE ,medium,7,11.28,2
9/17/20,B2R3,NE ,medium,8,11.00,2
9/17/20,B2R3,NE ,medium,8,11.30,2
9/17/20,B2R3,NE ,medium,9,12.80,2
9/17/20,B2R3,NE ,medium,9,12.08,2
9/17/20,B2R3,NE ,medium,10,11.98,2
9/17/20,B2R3,NE ,medium,10,12.08,2
9/17/20,B1R4,NW ,high,1,13.00,1
9/17/20,B1R4,NW ,high,1,12.70,1
9/17/20,B1R4,NW ,high,2,9.72,1
9/17/20,B1R4,NW ,high,2,9.62,1
9/17/20,B1R4,NW ,high,3,12.96,1
9/17/20,B1R4,NW ,high,3,13.60,1
9/17/20,B1R4,NW ,high,4,10.60,1
9/17/20,B1R4,NW ,high,4,10.06,1
9/17/20,B1R4,NW ,high,5,11.18,1
9/17/20,B1R4,NW ,high,5,10.66,1
9/17/20,B1R4,NW ,high,6,11.82,1
9/17/20,B1R4,NW ,high,6,11.08,1
9/17/20,B1R4,NW ,high,7,12.56,1
9/17/20,B1R4,NW ,high,7,12.74,1
9/17/20,B1R4,NW ,high,8,12.28,1
9/17/20,B1R4,NW ,high,8,12.56,1
9/17/20,B1R4,NW ,high,9,10.10,1
9/17/20,B1R4,NW ,high,9,10.12,1
9/17/20,B1R4,NW ,high,10,10.98,1
9/17/20,B1R4,NW ,high,10,11.10,1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
