"","date","BLOCK","SUB_BLOCK","VINE","LEAF","treatment","hhmmss","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","DarkAdaptedID","Fo","Fm","Fv","Adark","LightAdaptedID","Fs","Fm.","PhiPS2","PS2.1","Qabs_fs","Afs","ETR","Fv..Fm.","PhiCO2","NPQ","DarkPulseID","Fo.","Fv.","qP","qN","qP_Fo","qN_Fo","day","year","block_id","round","leaf_temp","Leak","wrong_vine","pixel_number","stem_wp_MPa","leaf_wp_MPa"
"14",2021-06-04,"B1R3","_SE","_5.6","_1",1,"14:49:51","0.002954396","13.96926409","192.660449","0.127866172","0.801830668","40.60402903","40.63117742","2.229911613","70.77238555","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1937-20210604-14_49_50",687.27096,956.68,"0.281608312",0.5,"1643.830994","13.96926409","231.4582358","0.437126312","0.008745322","2.791069114","DARK-1938-20210604-14_49_52","538.49",418.19,"0.644226404","0.864591125","1.132201295","0.918176612",155,2021,"B1R3_SE",4,33.4,"no","no",46,-0.87,-1.39
"15",2021-06-04,"B1R3","_SE","_5.6","_2",1,"14:51:30","0.001497177","13.87090621","4.703432705","0.060531516","0.801830668","40.54507333","40.51781","2.359696526","69.18299018","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1939-20210604-14_51_29",771.8268846,1034.28,"0.253754414",0.5,"1643.82388","13.87090621","208.5637827","0.405277101","0.008685525","2.506632633","DARK-1940-20210604-14_51_32","615.11",419.17,"0.626125714","0.860820857","0.831728207","0.891492629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2021-06-04,"B1R3","_SE","_5.6","_3",1,"14:52:49","0.001338644","10.10063747","72.39111008","0.053346034","0.801830668","40.57407419","40.50276452","2.390824027","68.98444343","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1941-20210604-14_52_49",854.7165,1049.26,"0.185410194",0.5,"1643.823862","10.10063747","152.3908504","0.388645331","0.006391928","2.456569392","DARK-1942-20210604-14_52_51","641.47",407.79,"0.477067854","0.863403866","0.588577722","0.88634152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2021-06-04,"B1R4","_NW","_5.14","_1",1,"15:45:41","0.000761486","6.888415364","55.51377277","0.033811191","0.801830668","40.90051667","40.57689667","2.132520749","73.84116874","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9700-20210604-15_45_42",879.28324,996.34,"0.117486762",0.5,"1601.677161","6.888415364","94.08793133","1.000993637","0.00455459","2.640162997","DARK-9701-20210604-15_45_44","-0.99",997.33,"0.117370138","0.725089103","0.421656681","0.904538896",155,2021,"B1R4_NW",4,35.6,"no","no",67,-1.2,-1.31
"18",2021-06-04,"B1R4","_NW","_5.14","_2",1,"15:47:49","0.000343144","9.927250043","-550.7121595","0.016920379","0.801830668","40.35161613","40.44066129","1.91637397","74.27799582","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9702-20210604-15_47_51",1001.876423,-0.54,"1856.326709",0.5,"1601.693942","9.927250043","1486633.622","5.148148148","0.006451805","-6717.37037","DARK-9703-20210604-15_47_53","2.24",-2.78,"360.5814471","1.000766981","1.393661027","1.2473318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2021-06-04,"B1R4","_NW","_5.14","_3",1,"15:49:50","0.000223238","6.602987054","-591.4382137","0.010725932","0.801830668","40.54006129","40.67392258","1.963217931","73.74360969","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9704-20210604-15_49_52",827.73444,1109.96,"0.254266424",0.5,"1601.649514","6.602987054","203.6228472","0.998387329","0.004376459","2.267541173","DARK-9705-20210604-15_49_54","1.79",1108.17,"0.254677134","0.694302148","0.721377323","0.865468868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2021-06-04,"B1R4","_SE","_5.10","_1",1,"15:17:24","0.002622373","12.78077575","207.7598047","0.125957655","0.801830668","40.11756333","40.62528667","2.009935489","71.10846963","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1957-20210604-15_17_24",844.0346154,1156.72,"0.270320721",0.5,"1643.813481","12.78077575","222.1784228","0.428539318","0.008022408","2.135451968","DARK-1958-20210604-15_17_26","661.02",495.7,"0.630795611","0.832862412","0.713907364","0.849389704",155,2021,"B1R4_SE",4,29.3,"no","no",60,-0.88,-1.17
"21",2021-06-04,"B1R4","_SE","_5.10","_2",1,"15:20:26","0.003192725","15.68896543","233.7004824","0.188192887","0.801830668","39.47205161","40.67796452","1.657769739","72.19643575","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1959-20210604-15_20_26",985.9539231,1293.21,"0.237591789",0.5,"1643.855478","15.68896543","195.2832816","0.447537523","0.00979133","1.804525174","DARK-1960-20210604-15_20_28","714.45",578.76,"0.530886856","0.801276615","0.534840646","0.802455466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2021-06-04,"B1R4","_SE","_5.10","_3",1,"15:22:12","0.002223465","13.66430392","146.7251692","0.098226686","0.801830668","40.53152333","40.55892333","2.171961795","71.41768342","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1961-20210604-15_22_11",713.63816,977.91,"0.270241474",0.5,"1643.838061","13.66430392","222.1166104","0.421470278","0.008559767","2.708766655","DARK-1962-20210604-15_22_13","565.75",412.16,"0.6411875","0.865355151","1.019639908","0.910876342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2021-06-04,"B1R4","_SE","_5.6","_1",1,"15:24:14","0.001267496","7.286563493","144.6634049","0.049998857","0.801830668","40.86732903","40.75956452","2.410377369","69.35084568","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1963-20210604-15_24_14",936.06284,1142.11,"0.180409208",0.5,"1643.819033","7.286563493","148.2800445","0.425510678","0.004680035","2.175561023","DARK-1964-20210604-15_24_16","656.13",485.98,"0.423982798","0.836409478","0.486670157","0.854413583",155,2021,"B1R4_SE",4,34.3,"no","no",69,-0.9,-1.3
"24",2021-06-04,"B1R4","_SE","_5.6","_2",1,"15:26:32","0.000948019","6.528910707","106.9738151","0.038251705","0.801830668","40.62477419","40.70528065","2.353062667","69.00403325","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1965-20210604-15_26_32",805.346,962.48,"0.163259496",0.5,"1643.824646","6.528910707","134.1849918","0.303507605","0.00421911","2.768223755","DARK-1966-20210604-15_26_34","670.36",292.12,"0.537909078","0.901193311","0.644648239","0.916182191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2021-06-04,"B1R4","_SE","_5.6","_3",1,"15:28:00","0.002195727","13.31548544","151.3870692","0.097541549","0.801830668","40.5174871","40.70389355","2.159697713","70.95450125","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1967-20210604-15_27_59",689.09448,953.38,"0.277209004",0.5,"1643.85028","13.31548544","227.8450493","0.43505213","0.008347507","2.804191403","DARK-1968-20210604-15_28_01","538.61",414.77,"0.637185717","0.865693294","1.126289313","0.919311369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2021-06-04,"B2R1","_NW","_5.10","_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,2021,"B2R1_NW",4,37,"no","no",23,-0.91,-1.22
"27",2021-06-04,"B2R1","_NW","_5.5","_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,2021,"B2R1_NW",4,34.3,"no","no",14,-1.01,-1.19
"28",2021-06-04,"B2R1","_SW","_5.3","_1",2,"14:21:01","0.001862594","10.73638304","177.8011003","0.087654342","0.801830668","39.48417333","39.91854","2.044078404","70.00926373","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1913-20210604-14_21_01",939.1018462,1145.2,"0.179966952",0.5,"1643.82129","10.73638304","147.9167539","0.391695774","0.006778687","2.166992665","DARK-1914-20210604-14_21_03","696.63",448.57,"0.459455946","0.846915409","0.48326356","0.853351038",155,2021,"B2R1_SW",4,38.3,"no","no",16,-0.82,-1.35
"29",2021-06-04,"B2R1","_SW","_5.3","_2",2,"14:22:53","0.002245276","16.19876646","123.1568216","0.106417756","0.801830668","39.64231333","40.03224667","2.03505516","70.53317353","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1915-20210604-14_22_53",844.9285385,1116.24,"0.243058358",0.5,"1643.85774","16.19876646","199.7766815","0.418010464","0.010101442","2.249157887","DARK-1916-20210604-14_22_55","649.64",466.6,"0.58146477","0.843275561","0.682524745","0.863309391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2021-06-04,"B2R1","_SW","_5.3","_3",2,"14:23:59","0.00154664","17.47007541","-24.7013367","0.071247293","0.801830668","39.57222667","39.87986333","2.081360334","70.11124276","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1917-20210604-14_23_59",766.3236,1080.29,"0.29063159",0.5,"1643.817041","17.47007541","238.8725798","0.454248396","0.01087508","2.357283692","DARK-1918-20210604-14_24_01","589.57",490.72,"0.63980763","0.838433857","0.868362275","0.875671365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2021-06-04,"B2R2","_NW","_5.4","_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,2021,"B2R2_NW",4,31.9,"no","no",24,-0.94,-1.06
"32",2021-06-04,"B2R2","_SW","_5.10","_1",2,"14:28:38","0.002311114","13.25840418","153.6661242","0.098347187","0.801830668","40.28824","40.21827","2.25960641","70.24791059","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1919-20210604-14_28_37",750.63472,987.3,"0.239709592",0.5,"1643.828258","13.25840418","197.0207003","0.385971842","0.008312894","2.673493366","DARK-1920-20210604-14_28_39","606.23",381.07,"0.621054609","0.873843363","0.88120015","0.907647442",155,2021,"B2R2_SW",4,35.2,"no","no",26,-0.84,-1.02
"33",2021-06-04,"B2R2","_SW","_5.10","_2",2,"14:30:41","-0.001361732","9.812921816","682.974082","-0.049020516","0.801830668","40.10244194","40.18619032","2.60491979","64.76479654","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1921-20210604-14_30_41",925.45544,1199.78,"0.228645718",0.5,"1643.815946","9.812921816","187.9257389","0.41911017","0.00621693","2.022920869","DARK-1922-20210604-14_30_43","696.94",502.84,"0.545550394","0.828376395","0.570260228","0.834582845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2021-06-04,"B2R2","_SW","_5.10","_3",2,"14:32:08","0.002905239","15.13130151","184.4246848","0.13294617","0.801830668","40.11119355","40.25857419","2.114653885","71.08394475","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1923-20210604-14_32_08",661.9387692,896.5,"0.261641083",0.5,"1643.853332","15.13130151","215.0497829","0.413418851","0.009452101","3.045554936","DARK-1924-20210604-14_32_10","525.87",370.63,"0.63287168","0.880479334","1.319453231","0.938870454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2021-06-04,"B2R2","_SW","_5.13","_1",2,"14:33:45","0.003101517","17.06126634","172.7399281","0.142789416","0.801830668","40.17881","40.27976333","2.105008059","71.49013045","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1925-20210604-14_33_44",760.0000385,1059.14,"0.282436658",0.5,"1643.83527","17.06126634","232.1396696","0.43528712","0.010626267","2.424325396","DARK-1926-20210604-14_33_46","598.11",461.03,"0.648851401","0.847781083","0.878759759","0.882944126",155,2021,"B2R2_SW",4,32.4,"no","no",35,-0.79,-1.18
"36",2021-06-04,"B2R2","_SW","_5.13","_2",2,"14:35:57","0.00259581","19.63527441","98.3634066","0.119250955","0.801830668","40.05085806","40.47350968","2.101537078","70.13152589","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1927-20210604-14_35_57",918.1505385,1274.23,"0.279446773",0.5,"1643.821684","19.63527441","229.6803325","0.462695118","0.012192223","1.846299334","DARK-1928-20210604-14_35_59","684.65",589.58,"0.603954445","0.799611854","0.641005356","0.808982038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2021-06-04,"B2R2","_SW","_5.13","_3",2,"14:37:09","0.003878171","19.21804139","198.8694106","0.190152079","0.801830668","40.12065484","40.51297097","1.992926125","71.77409006","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1929-20210604-14_37_08",775.3330769,1109.15,"0.300966437",0.5,"1643.833208","19.21804139","247.3693115","0.45455529","0.011938321","2.269927422","DARK-1930-20210604-14_37_10","604.98",504.17,"0.662111833","0.833159048","0.855016668","0.865747399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2021-06-04,"B2R3","_NW","_5.14","_1",2,"15:52:23","0.001124072","9.690467681","69.71014983","0.050432489","0.801830668","41.04085161","40.6807","2.116260238","74.40226821","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9706-20210604-15_52_24",769.98456,1196.38,"0.356404687",0.5,"1601.677498","9.690467681","285.422684","0.999933132","0.006304037","2.031511727","DARK-9707-20210604-15_52_26","0.08",1196.3,"0.356428521","0.670146357","0.892691441","0.835751988",155,2021,"B2R3_NW",4,33.2,"no","no",48,-1.22,-1.23
"39",2021-06-04,"B2R3","_NW","_5.14","_2",2,"15:54:16","0.000671397","11.57972983","-244.6928421","0.0296485","0.801830668","40.97345484","40.68975484","2.142687873","73.65928866","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9708-20210604-15_54_18",978.2457692,1291.26,"0.242409918",0.5,"1601.666043","11.57972983","194.1298671","0.999101653","0.007483643","1.808760436","DARK-9709-20210604-15_54_20","1.16",1290.1,"0.242627882","0.644177092","0.54671963","0.803126004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2021-06-04,"B2R3","_NW","_5.14","_3",2,"15:56:00","0.000956839","10.79813066","-28.60451918","0.042562644","0.801830668","40.97770333","40.71389","2.132140554","73.72466095","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9710-20210604-15_56_02",853.03936,0.2,"-4264.1968",0.5,"1601.6722","10.79813066","-3414922.734","-6.5","0.006995625","18133.2","DARK-9711-20210604-15_56_04","1.5",-1.3,"656.0302769","1.000358587","1.186924952","1.247077339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2021-06-04,"B2R3","_NW","_5.7","_1",2,"15:58:32","0.00085319","7.972061029","31.86668045","0.036627857","0.801830668","40.99202258","40.49053871","2.207578985","73.6925219","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9712-20210604-15_58_34",816.5216538,10.96,"-73.5001509",0.5,"1601.681235","7.972061029","-58861.90624","0.99270073","0.005231146","329.9160584","DARK-9713-20210604-15_58_36","0.08",10.88,"-74.04059318","0.997000077","1.138171164","1.243377344",155,2021,"B2R3_NW",4,33.8,"no","no",47,-0.94,-1.21
"42",2021-06-04,"B2R3","_NW","_5.7","_2",2,"16:00:21","0.000390811","9.384614439","-504.4395491","0.016819981","0.801830668","40.84604516","40.4250871","2.195195953","73.31769259","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9714-20210604-16_00_22",1034.49168,0.62,"-1667.534968",0.5,"1601.676283","9.384614439","-1335425.605","1.241935484","0.006113084","5848.741935","DARK-9715-20210604-16_00_24","-0.15",0.77,"-1342.690494","0.999787703","1.439715218","1.246932916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2021-06-04,"B2R3","_NW","_5.7","_3",2,"16:02:04","0.000505274","9.673075413","-348.4321046","0.021105927","0.801830668","40.99120323","40.62754194","2.263135294","72.42809046","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9716-20210604-16_02_06",992.82384,-0.02,"49642.192",0.5,"1601.687835","9.673075413","39755647.52","13","0.006293138","-181343","DARK-9717-20210604-16_02_08","0.24",-0.26,"3818.630154","1.000071692","1.381350908","1.24715299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2021-06-04,"B2R3","_SE","_5.5","_1",2,"15:35:01","0.002497077","10.64917627","211.3309297","0.1064876","0.801830668","40.75976667","40.88142667","2.253321732","70.35548083","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1969-20210604-15_35_01",881.9024615,1077.34,"0.181407484",0.5,"1643.82376","10.64917627","149.1009659","0.383138099","0.006725625","2.366476693","DARK-1970-20210604-15_35_03","664.57",412.77,"0.473478059","0.860657536","0.544983966","0.876685769",155,2021,"B2R3_SE",4,30.2,"no","no",50,-0.88,-1.29
"45",2021-06-04,"B2R3","_SE","_5.5","_2",2,"15:37:07","0.0027275","12.58001162","201.5730598","0.120701117","0.801830668","40.67552903","40.74112581","2.17695947","71.42470793","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1971-20210604-15_37_07",759.17588,1026.22,"0.260221122",0.5,"1643.82932","12.58001162","213.8795552","0.425581259","0.007900199","2.534173959","DARK-1972-20210604-15_37_09","589.48",436.74,"0.611448734","0.856210657","0.86846006","0.894264187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2021-06-04,"B2R3","_SE","_5.5","_3",2,"15:39:17","0.002124176","10.73671482","175.2001569","0.088526034","0.801830668","40.98882","40.87041333","2.296019588","71.06313843","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-1973-20210604-15_39_17",592.8171923,768.96,"0.229066281",0.5,"1643.835592","10.73671482","188.273653","0.371605805","0.00677883","3.716552226","DARK-1974-20210604-15_39_19","483.21",285.75,"0.616422774","0.909101898","3.506617816","0.982727094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2021-06-04,"B3R1","_NW","_5.6","_1",3,"16:05:26","0.000340153","5.444189062","-278.3371009","0.013043719","0.801830668","41.49820968","40.86862903","2.457162136","71.74614996","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9718-20210604-16_05_28",1010.909269,0.86,"-1174.475894",0.5,"1601.662433","5.444189062","-940556.9593","-1.523255814","0.003652927","4216.255814","DARK-9719-20210604-16_05_30","2.17",-1.31,"771.0299765","1.000361412","1.407011623","1.246850388",155,2021,"B3R1_NW",4,35.5,"no","no",18,-1.18,-1.19
"48",2021-06-04,"B3R1","_NW","_5.6","_2",3,"16:07:12","0.000881113","10.00195352","-89.88632895","0.034142392","0.801830668","41.52331613","40.86647419","2.440740176","72.10318211","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-9720-20210604-16_07_13",783.2422692,932.6,"0.160151974",0.5,"1601.682013","10.00195352","128.2562679","0.997630281","0.006498494","2.888955608","DARK-9721-20210604-16_07_15","2.21",930.39,"0.16053239","0.74331449","0.698352534","0.9264569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
