"","Date","hours","treatment","gal_acre_day_irrigation","DOY","tair_max"
"272",2020-08-17,10.25,"3",5879.282125,230,39.65
"273",2020-08-17,6,"1",3441.531,230,39.65
"274",2020-08-18,10,"2",5735.885,231,38.53
"275",2020-08-18,6,"1",3441.531,231,38.53
"276",2020-08-18,10.25,"3",5879.282125,231,38.53
"277",2020-08-19,10,"2",5735.885,232,36.23
"278",2020-08-19,10.25,"3",5879.282125,232,36.23
"279",2020-08-19,6,"1",3441.531,232,36.23
"280",2020-08-20,6,"1",3441.531,233,33.05
"281",2020-08-20,10.25,"3",5879.282125,233,33.05
"282",2020-08-20,10,"2",5735.885,233,33.05
"283",2020-08-21,7.75,"1",4445.310875,234,30.25
"284",2020-08-21,7.75,"2",4445.310875,234,30.25
"285",2020-08-21,7.92,"3",4542.82092,234,30.25
"286",2020-08-22,7.75,"1",4445.310875,235,33.61
"287",2020-08-22,7.75,"2",4445.310875,235,33.61
"288",2020-08-22,7.92,"3",4542.82092,235,33.61
"289",2020-08-23,0,"1",0,236,33.12
"290",2020-08-23,0,"3",0,236,33.12
"291",2020-08-23,0,"2",0,236,33.12
"292",2020-08-24,6.25,"2",3584.928125,237,32.54
"293",2020-08-24,7.5,"1",4301.91375,237,32.54
"294",2020-08-24,5.75,"3",3298.133875,237,32.54
"295",2020-08-25,7.5,"1",4301.91375,238,31.74
"296",2020-08-25,6.25,"2",3584.928125,238,31.74
"297",2020-08-25,5.75,"3",3298.133875,238,31.74
"298",2020-08-26,7.5,"1",4301.91375,239,32.02
"299",2020-08-26,6.25,"2",3584.928125,239,32.02
"300",2020-08-26,5.75,"3",3298.133875,239,32.02
"301",2020-08-27,6.25,"2",3584.928125,240,32.52
"302",2020-08-27,7.5,"1",4301.91375,240,32.52
"303",2020-08-27,5.75,"3",3298.133875,240,32.52
"304",2020-08-28,5.75,"3",3298.133875,241,34.12
"305",2020-08-28,7.5,"1",4301.91375,241,34.12
"306",2020-08-28,6.25,"2",3584.928125,241,34.12
"307",2020-08-29,7.5,"1",4301.91375,242,31.9
"308",2020-08-29,6.25,"2",3584.928125,242,31.9
"309",2020-08-29,5.75,"3",3298.133875,242,31.9
"310",2020-08-30,7.5,"1",4301.91375,243,32.01
"311",2020-08-30,6.25,"2",3584.928125,243,32.01
"312",2020-08-30,5.75,"3",3298.133875,243,32.01
"313",2020-08-31,5,"1",2867.9425,244,32.99
"314",2020-08-31,5,"2",2867.9425,244,32.99
"315",2020-08-31,5,"3",2867.9425,244,32.99
"316",2020-09-01,5,"2",2867.9425,245,30.43
"317",2020-09-01,5,"3",2867.9425,245,30.43
"318",2020-09-01,5,"1",2867.9425,245,30.43
"319",2020-09-02,5,"1",2867.9425,246,28.48
"320",2020-09-02,5,"3",2867.9425,246,28.48
"321",2020-09-02,5,"2",2867.9425,246,28.48
"322",2020-09-03,4.67,"1",2678.658295,247,31.79
"323",2020-09-03,3.92,"2",2248.46692,247,31.79
"324",2020-09-03,3.58,"3",2053.44683,247,31.79
"325",2020-09-04,3,"1",1720.7655,248,33.44
"326",2020-09-04,6,"2",3441.531,248,33.44
"327",2020-09-04,9,"3",5162.2965,248,33.44
"328",2020-09-05,3,"1",1720.7655,249,37.22
"329",2020-09-05,9,"3",5162.2965,249,37.22
"330",2020-09-05,6,"2",3441.531,249,37.22
"331",2020-09-06,6,"2",3441.531,250,40.83
"332",2020-09-06,3,"1",1720.7655,250,40.83
"333",2020-09-06,9,"3",5162.2965,250,40.83
"334",2020-09-07,3,"1",1720.7655,251,38.32
"335",2020-09-07,6,"2",3441.531,251,38.32
"336",2020-09-07,9,"3",5162.2965,251,38.32
"337",2020-09-08,2.75,"1",1577.368375,252,33.3
"338",2020-09-08,2.67,"2",1531.481295,252,33.3
"339",2020-09-08,2.58,"3",1479.85833,252,33.3
"340",2020-09-09,2.67,"2",1531.481295,253,28.37
"341",2020-09-09,2.75,"1",1577.368375,253,28.37
"342",2020-09-09,2.58,"3",1479.85833,253,28.37
"343",2020-09-10,2.58,"3",1479.85833,254,26.25
"344",2020-09-10,2.75,"1",1577.368375,254,26.25
"345",2020-09-10,2.67,"2",1531.481295,254,26.25
"346",2020-09-11,2.75,"1",1577.368375,255,30.22
"347",2020-09-11,2.58,"3",1479.85833,255,30.22
"348",2020-09-11,2.67,"2",1531.481295,255,30.22
"349",2020-09-12,0,"1",0,256,29.04
"350",2020-09-12,0,"2",0,256,29.04
"351",2020-09-12,0,"3",0,256,29.04
"352",2020-09-13,0,"1",0,257,30.89
"353",2020-09-13,0,"3",0,257,30.89
"354",2020-09-13,0,"2",0,257,30.89
"355",2020-09-14,0,"3",0,258,29.85
"356",2020-09-14,0,"2",0,258,29.85
"357",2020-09-14,0,"1",0,258,29.85
"358",2020-09-15,4,"1",2294.354,259,30.95
"359",2020-09-15,4,"3",2294.354,259,30.95
"360",2020-09-15,4,"2",2294.354,259,30.95
