"","date","BLOCK","SUB_BLOCK","VINE","LEAF","treatment","hhmmss","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","DarkAdaptedID","Fo","Fm","Fv","Adark","LightAdaptedID","Fs","Fm.","PhiPS2","PS2.1","Qabs_fs","Afs","ETR","Fv..Fm.","PhiCO2","NPQ","DarkPulseID","Fo.","Fv.","qP","qN","qP_Fo","qN_Fo","day","year","block_id","round","leaf_temp","Leak","wrong_vine","pixel_number","stem_wp_MPa","leaf_wp_MPa"
"12",2021-06-15,"B1R3","_SW","_5.10","_2",1,"06:21:40","0.001924155","-0.034626522","389.7480121","0.125956633",0.804544669,"16.21819677","18.01267419","1.572175464","13.41623367","RECT-9929-20210615-06_21_42",798.9608,4087.69,3288.7292,"-0.034626522","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.034626522","#DIV/0!","#DIV/0!","-1.35411E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.242939066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2021-06-15,"B1R3","_SW","_5.6","_1",1,"06:17:07","0.001066395","0.492528735","375.9283845","0.064063425",0.710632166,"16.74543571","17.94785","1.693692394","10.64271981","RECT-9926-20210615-06_17_08",1107.555385,3827.5,2719.944615,"0.492528735","-",0,0,"#DIV/0!",0.5,"0.0209979","0.492528735","#DIV/0!","#DIV/0!","-2.25927E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.407197771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2021-06-15,"B1R3","_SW","_5.6","_2",1,"06:18:39","0.001913506","-0.804117446","400.5462213","0.125520763",0.807513688,"16.19489677","17.97194516","1.56873902","13.48398676","RECT-9927-20210615-06_18_40",780.788,4056.33,3275.542,"-0.804117446","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.804117446","#DIV/0!","#DIV/0!","6.76246E-12","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.2383691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2021-06-15,"B1R4","_NW","_5.14","_1",1,"06:45:20","0.000679337","-0.101587984","392.915674","0.039037671",0.797922118,"17.24767097","18.11153226","1.759314551","10.35448396","RECT-36-20210615-06_45_14",461.7742308,2285.13,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-4.49752E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.253255146,166,2021,"B1R4_NW",1,NA,"no","no",67,NA,-0.67
"16",2021-06-15,"B1R4","_NW","_5.14","_2",1,"06:48:08","0.001092116","-0.083770772","390.6615062","0.062904558",0.797604867,"16.85014","18.18698","1.763904588","7.742542649","RECT-37-20210615-06_48_01",441.78,2182.76,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-1.32202E-15","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.253753633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2021-06-15,"B1R4","_SE","_5.10","_1",1,"06:56:16","0.00204293","0.272146577","384.6985381","0.124848493",0.784508888,"17.25354667","18.93757667","1.682240156","13.37462164","RECT-9941-20210615-06_56_18",789.15,3662.1,2872.95,"0.272146577","-",0,0,"#DIV/0!",0.5,"0.0209979","0.272146577","#DIV/0!","#DIV/0!","-6.76775E-12","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.274682817,166,2021,"B1R4_SE",1,NA,"no","no",60,NA,-0.69
"18",2021-06-15,"B1R4","_SE","_5.10","_2",1,"06:58:04","0.002319516","0.058978685","388.5580912","0.155400534",0.778049925,"16.41068667","19.02518667","1.543424328","14.92730338","RECT-9942-20210615-06_58_06",787.0616,3546.12,2759.0584,"0.058978685","-",0,0,"#DIV/0!",0.5,"0.0209979","0.058978685","#DIV/0!","#DIV/0!","-2.25834E-12","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.285264567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2021-06-15,"B1R4","_SE","_5.6","_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,2021,"B1R4_SE",1,NA,"no","no",69,NA,-0.66
"20",2021-06-15,"B1R4","_SW","_5.7","_1",1,"06:50:41","0.001435099","0.387362583","380.8162637","0.085205144",0.812165026,"16.96782","18.58209667","1.720133241","10.26219273","RECT-9939-20210615-06_50_43",843.642,4491.4,3647.758,"0.387362583","-",0,0,"#DIV/0!",0.5,"0.0209979","0.387362583","#DIV/0!","#DIV/0!","1.12672E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.231276856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2021-06-15,"B1R4","_SW","_5.7","_2",1,"06:52:33","0.002281075","0.223433831","385.4034489","0.13796514",0.801116239,"17.61062667","18.77792","1.703370294","14.6096433","RECT-9940-20210615-06_52_35",823.516,4140.69,3317.174,"0.223433831","-",0,0,"#DIV/0!",0.5,"0.0209979","0.223433831","#DIV/0!","#DIV/0!","-2.23256E-12","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.248258307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2021-06-15,"B2R1","_NW","_5.10","_1",2,"05:45:04","0.002264632","0.067310806","388.3702714","0.150174176",0.807113124,"16.28786452","17.43325161","1.55641537","15.11578578","RECT-19-20210615-05_44_57",479.6942308,2486.92,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","9.0261E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.238983695,166,2021,"B2R1_NW",1,NA,"no","no",23,NA,-0.73
"23",2021-06-15,"B2R1","_NW","_5.10","_2",2,"05:47:08","0.001515115","-0.038955014","389.6873792","0.094136468",0.811343421,"16.28782","17.37396667","1.64498741","10.72390853","RECT-20-20210615-05_47_01",458.56,2430.66,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","1.35418E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.232523706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2021-06-15,"B2R1","_NW","_5.5","_1",2,"05:38:46","0.00145597","0.02190562","388.2663177","0.087551395",0.811466611,"16.70992667","17.55756333","1.697305007","10.51435862","RECT-17-20210615-05_38_38",483.7352,2565.78,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-2.2557E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.232336595,166,2021,"B2R1_NW",1,NA,"no","no",14,NA,-0.56
"25",2021-06-15,"B2R1","_NW","_5.5","_2",2,"05:42:18","0.001308817","-0.029334213","389.2085658","0.077198601",0.812597469,"16.7643","17.56627097","1.727134382","9.356185215","RECT-18-20210615-05_42_12",454.3312,2424.36,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","2.03077E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.230621603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2021-06-15,"B2R1","_SW","_5.3","_1",2,"05:51:05","0.007051116","-0.16477416","391.0378537","0.815484174",0.776139974,"16.66096","19.09468","0.997729324","40.81796613","RECT-9917-20210615-05_51_07",656.0553846,2930.65,2274.594615,"-0.16477416","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.16477416","#DIV/0!","#DIV/0!","-2.9326E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.288427388,166,2021,"B2R1_SW",1,NA,"no","no",16,NA,-0.77
"27",2021-06-15,"B2R1","_SW","_5.3","_2",2,"05:52:19","0.004560883","-1.051264994","395.4824138","0.356964118",0.790902599,"17.31152","19.05494333","1.367011455","27.85099856","RECT-9918-20210615-05_52_20",748.4056,3579.22,2830.8144,"-1.051264994","-",0,0,"#DIV/0!",0.5,"0.0209979","-1.051264994","#DIV/0!","#DIV/0!","3.3807E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.264378194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2021-06-15,"B2R2","_NW","_5.4","_1",2,"05:53:20","0.002093036","-0.193589827","391.7358403","0.138146349",0.788709846,"16.16292","17.20282","1.56018686","14.39746753","RECT-21-20210615-05_53_13",482.4536,2283.37,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-1.1294E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.26789339,166,2021,"B2R2_NW",1,NA,"no","no",24,NA,-0.56
"29",2021-06-15,"B2R2","_NW","_5.4","_2",2,"05:58:10","0.00188832","-0.146230241","391.1468315","0.120368607",-0.139070558,"16.32708667","17.34111333","1.610271015","12.72768085","RECT-22-20210615-05_58_03",455.9016,400.24,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-8.99768E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,-7.190594593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2021-06-15,"B2R2","_SW","_5.10","_1",2,"05:59:35","0.00093355","-0.027262526","388.779411","0.051155623",0.811555461,"18.40625667","18.76383667","1.849809905","12.6550623","RECT-9919-20210615-05_59_36",461.316,2448.02,1986.704,"-0.027262526","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.027262526","#DIV/0!","#DIV/0!","-2.4828E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.232201677,166,2021,"B2R2_SW",1,NA,"no","no",26,NA,-0.55
"31",2021-06-15,"B2R2","_SW","_5.10","_2",2,"06:00:54","0.002006784","-0.286032702","392.9282919","0.128477697",0.807142578,"16.64296667","18.64391667","1.60765635","13.60161511","RECT-9920-20210615-06_00_55",759.0656,3935.89,3176.8244,"-0.286032702","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.286032702","#DIV/0!","#DIV/0!","-2.23653E-12","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.238938482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2021-06-15,"B2R2","_SW","_5.13","_1",2,"06:03:43","0.001800734","-1.458836412","411.6437837","0.110184116",0.822489062,"17.00087742","18.62090645","1.676368676","12.45850086","RECT-9921-20210615-06_03_44",783.8244,4415.64,3631.8156,"-1.458836412","-",0,0,"#DIV/0!",0.5,"0.0209979","-1.458836412","#DIV/0!","#DIV/0!","-1.26895E-13","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.21582164,166,2021,"B2R2_SW",1,NA,"no","no",35,NA,-0.64
"33",2021-06-15,"B2R2","_SW","_5.13","_2",2,"06:04:54","0.010500495","-0.696654112","393.7507963","4.616362038",0.751987113,"15.1776871","18.36534194","0.417248605","61.99076205","RECT-9922-20210615-06_04_55",729.6861538,2942.13,2212.443846,"-0.696654112","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.696654112","#DIV/0!","#DIV/0!","4.48892E-12","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.329810022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2021-06-15,"B2R3","_NW","_5.14","_1",2,"06:53:08","0.001479787","-0.121493603","390.517215","0.084201048",0.807999802,"17.44424667","18.34537333","1.792386076","9.807864737","RECT-38-20210615-06_53_02",488.7153846,2545.39,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-3.30505E-15","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.237624066,166,2021,"B2R3_NW",1,NA,"no","no",48,NA,-0.62
"35",2021-06-15,"B2R3","_NW","_5.14","_2",2,"06:55:31","0.001764194","-0.061596039","389.2377354","0.103034547",0.815058616,"17.82464","18.60350667","1.751032174","13.83010432","RECT-39-20210615-06_55_25",498.0416,2692.97,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","1.57968E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.226905625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2021-06-15,"B2R3","_NW","_5.7","_1",2,"06:58:19","0.001846948","-0.326231461","393.4296374","0.108170081",0.787030533,"17.99758333","18.80161","1.747392758","14.85610015","RECT-40-20210615-06_58_13",470.1876,2207.77,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","2.47985E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.270598735,166,2021,"B2R3_NW",1,NA,"no","no",47,NA,-0.46
"37",2021-06-15,"B2R3","_NW","_5.7","_2",2,"07:00:37","0.002256473","-0.243515082","391.0821766","0.130276553",0.796122635,"18.05795806","18.99704194","1.780023734","13.55309816","RECT-41-20210615-07_00_31",481.12,2359.85,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","6.78197E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.256087889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2021-06-15,"B2R3","_SE","_5.5","_1",2,"06:45:19","0.002421377","0.318586406","385.8322333","0.164745533",0.792574299,"16.32583871","18.10369355","1.522831138","16.31748464","RECT-9937-20210615-06_45_20",729.2465385,3515.7,2786.453462,"0.318586406","-",0,0,"#DIV/0!",0.5,"0.0209979","0.318586406","#DIV/0!","#DIV/0!","-1.80535E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.261711365,166,2021,"B2R3_SE",1,NA,"no","no",50,NA,-0.7
"39",2021-06-15,"B2R3","_SE","_5.5","_2",2,"06:46:02","0.001050718","0.314449606","382.1196038","0.068613871",0.779820244,"16.78420968","18.27245806","1.558366436","17.07426059","RECT-9938-20210615-06_46_04",754.6573077,3427.46,2672.802692,"0.314449606","-",0,0,"#DIV/0!",0.5,"0.0209979","0.314449606","#DIV/0!","#DIV/0!","1.57694E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.282346808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2021-06-15,"B3R1","_NW","_5.6","_1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,2021,"B3R1_NW",1,NA,"no","no",18,NA,-0.51
"41",2021-06-15,"B3R1","_NW","_5.6","_2",3,"07:06:07","0.001296503","-0.187015123","392.3222038","0.072634969",0.804259143,"18.54653226","19.23944194","1.813402664","14.74950335","RECT-42-20210615-07_06_01",485.0634615,2478.09,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-2.25748E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.243380332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2021-06-15,"B3R1","_NW","_5.6","_2",3,"07:08:35","0.001027212","-0.05847339","389.8502826","0.057489847",4286.643333,"18.72701613","19.48186129","1.809839465","15.75690661","RECT-43-20210615-07_08_29",514.2772,-0.12,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","1.35408E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,0.000233283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2021-06-15,"B3R1","_SW","_5.14","_1",3,"06:37:21","0.002338027","0.187683109","386.7192863","0.152115584",0.766620707,"16.74055484","17.71016452","1.588413378","15.95045349","RECT-9934-20210615-06_37_23",764.2938462,3274.9,2510.606154,"0.187683109","-",0,0,"#DIV/0!",0.5,"0.0209979","0.187683109","#DIV/0!","#DIV/0!","-2.70842E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.304426023,166,2021,"B3R1_SW",1,NA,"no","no",29,NA,-0.69
"44",2021-06-15,"B3R1","_SW","_5.14","_2",3,"06:38:47","0.002358947","-0.1196685","390.2168244","0.150911852",0.779121505,"16.96899667","17.87791333","1.61488435","15.85357902","RECT-9935-20210615-06_38_49",810.2684615,3668.39,2858.121538,"-0.1196685","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.1196685","#DIV/0!","#DIV/0!","2.70611E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.283496853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2021-06-15,"B3R1","_SW","_5.9","_1",3,"06:34:44","0.001642275","-0.86742404","403.4435973","0.105440024",0.798408047,"16.15756","17.47512667","1.59732046","12.26725254","RECT-9932-20210615-06_34_46",798.034,3958.66,3160.626,"-0.86742404","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.86742404","#DIV/0!","#DIV/0!","1.80086E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.252492386,166,2021,"B3R1_SW",1,NA,"no","no",20,NA,-0.57
"46",2021-06-15,"B3R1","_SW","_5.9","_2",3,"06:36:00","0.001610637","-0.00250443","388.7499992","0.097943705",0.803594898,"16.79216","17.63461667","1.68328662","11.64968907","RECT-9933-20210615-06_36_02",832.8342308,4240.39,3407.555769,"-0.00250443","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.00250443","#DIV/0!","#DIV/0!","-1.57977E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.2444081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2021-06-15,"B3R2","_NE","_5.14","_1",3,"06:15:26","0.001196","-0.014665124","388.9423253","0.070353932",0.804830535,"16.6136129","17.37310323","1.729749383","8.422997425","RECT-28-20210615-06_15_20",475.2669231,2435.15,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","2.70809E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.24249759,166,2021,"B3R2_NE",1,NA,"no","no",34,NA,-0.68
"48",2021-06-15,"B3R2","_NE","_5.14","_2",3,"06:13:36","0.001051855","-0.058820879","390.4596939","0.063238909",0.801432162,"16.13477333","17.26167667","1.690805389","7.569897014","RECT-27-20210615-06_13_30",474.7896,2391.07,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-2.26066E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.247766245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2021-06-15,"B3R2","_NE","_5.7","_1",3,"06:04:15","0.000927483","-0.003739091","389.0944122","0.055852424",0.809953651,"15.98272667","17.11070333","1.685862235","6.987134529","RECT-23-20210615-06_04_08",468.9507692,2467.56,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-1.35397E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.234638549,166,2021,"B3R2_NE",1,NA,"no","no",43,NA,-0.74
"50",2021-06-15,"B3R2","_NE","_5.7","_2",3,"06:07:15","0.000800872","-0.146880049","393.7797425","0.04600308",0.785487868,"16.49927333","17.23012667","1.764002645","6.066773355","RECT-24-20210615-06_07_08",456.3230769,2127.26,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-4.51867E-12","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.273094137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2021-06-15,"B3R2","_SE","_5.7","_1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,2021,"B3R2_SE",1,NA,"no","no",45,NA,-0.75
"52",2021-06-15,"B3R2","_SW","_5.7","_1",3,"06:09:06","0.009231818","-0.356177912","392.9555443","2.323096173",0.782505977,"15.16811935","18.12736452","0.567437701","55.67946897","RECT-9923-20210615-06_09_08",764.2044,3513.68,2749.4756,"-0.356177912","-",0,0,"#DIV/0!",0.5,"0.0209979","-0.356177912","#DIV/0!","#DIV/0!","1.35593E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.277945511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2021-06-15,"B3R2","_SW","_5.7","_2",3,"06:10:38","0.003096034","0.026680427","389.368936","0.226350402",0.799217758,"16.2879","18.2013","1.432605198","20.30461705","RECT-9924-20210615-06_10_39",744.0508,3705.76,2961.7092,"0.026680427","-",0,0,"#DIV/0!",0.5,"0.0209979","0.026680427","#DIV/0!","#DIV/0!","-2.93419E-11","#DIV/0!","-","0",0,"#DIV/0!","1",0,1.251223449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2021-06-15,"B3R3","_NE","_5.12","_1",3,"06:31:39","0.001083373","-0.24572597","395.0056762","0.062500305",0.796023257,"17.54179","18.21153333","1.75917546","12.06138181","RECT-34-20210615-06_31_32",487.996,2392.41,NA,NA,"-",0,0,"#DIV/0!",0.5,"0.020994792",NA,"#DIV/0!","#DIV/0!","-1.13006E-11","#DIV/0!","-","#DIV/0!",NA,"#DIV/0!","#DIV/0!",0,1.256244703,166,2021,"B3R3_NE",1,NA,"no","no",63,NA,-0.72
