"","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep"
"34",2019-07-01,2019,182,"17:03:48",45,"B1_R2",1,1,"4",0.001241381,5.218251255,170.9278091,0.040384693,0.774975295,36.40515517,36.5114931,2.979846282,50.8770183,NA,NA,"No","No",3,1
"35",2019-07-01,2019,182,NA,45,"B1_R2",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"36",2019-07-01,2019,182,"6:17:50",45,"B1_R2",2,1,"1",0.000408606,-0.098587549,397.1285023,0.045830531,0.799238315,16.63055161,17.37323548,0.898704031,50.26491421,-7.1,NA,"No","No",3,1
"37",2019-07-01,2019,182,NA,45,"B1_R2",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"38",2019-07-01,2019,182,NA,45,"B1_R2",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"39",2019-07-01,2019,182,NA,45,"B1_R2",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"40",2019-07-01,2019,182,NA,45,"B1_R2",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"41",2019-07-01,2019,182,"6:23:32",45,"B1_R2",3,1,"1",0.000421695,-0.474176274,410.0359223,0.046024256,0.748874089,16.67054839,17.25841613,0.92379231,49.60641955,-3.9,NA,"No","No",3,1
"42",2019-07-01,2019,182,NA,45,"B1_R2",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"43",2019-07-01,2019,182,NA,45,"B1_R2",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"44",2019-07-01,2019,182,NA,45,"B1_R2",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"45",2019-07-01,2019,182,NA,45,"B1_R2",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"46",2019-07-01,2019,182,"6:28:30",45,"B1_R2",4,1,"1",0.000310181,-0.790136167,432.7046642,0.03442492,0.814297631,16.45428065,17.12235806,0.906036689,49.61416583,-6.5,NA,"No","No",3,1
"47",2019-07-01,2019,182,"10:16:44",45,"B1_R2",4,1,"2",0.002197089,9.413195629,218.8616009,0.097416073,0.774975295,32.41896452,33.44661613,2.242494079,51.09761258,-12.7,NA,"No","No",3,1
"48",2019-07-01,2019,182,"13:41:30",45,"B1_R2",4,1,"3",0.000622786,3.69797461,48.69334523,0.017805749,0.774975295,37.80383871,37.35066452,3.367888187,50.08814913,-15,-11.6,"No","No",3,1
"49",2019-07-01,2019,182,"17:09:43",45,"B1_R2",4,1,"4",0.001274528,5.172964927,178.1166081,0.041483239,0.774975295,36.35899655,36.29253103,2.979739783,51.2388212,-10.3,NA,"No","No",3,1
"50",2019-07-01,2019,182,"19:02:49",45,"B1_R2",4,1,"5",0.00054482,1.259718863,293.3682271,0.022457586,0.774975295,32.85497097,33.5741129,2.359220969,50.82742912,-10.4,NA,"No","No",3,1
"51",2019-07-01,2019,182,"6:33:15",45,"B1_R2",5,1,"1",0.000486003,0.050992477,390.9889163,0.052967922,0.795749555,16.70626452,17.29162903,0.926605553,49.57869637,-5.4,NA,"No","No",3,1
"52",2019-07-01,2019,182,"10:23:42",45,"B1_R2",5,1,"2",0.003039241,12.87366889,225.5106207,0.143642808,0.774975295,32.4377871,33.56979355,2.125358198,53.09173645,-10.6,NA,"No","No",3,1
"53",2019-07-01,2019,182,"13:57:15",45,"B1_R2",5,1,"3",0.004527875,11.59332712,226.325081,0.135727649,0.774975295,38.47720968,38.82554839,3.294316489,50.81297808,NA,NA,"No","No",3,1
"54",2019-07-01,2019,182,"17:16:49",45,"B1_R2",5,1,"4",0.002853378,9.305396152,214.7441883,0.09586477,0.774975295,36.34746207,36.43936897,2.923786328,51.6800703,NA,NA,"No","No",3,1
"55",2019-07-01,2019,182,NA,45,"B1_R2",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"56",2019-07-01,2019,182,"6:36:10",45,"B1_R2",6,1,"1",0.000435621,-0.261803194,402.8403281,0.049210646,0.803405243,16.4836129,17.35090968,0.893281342,49.72006558,-6.1,NA,"No","No",3,1
"57",2019-07-01,2019,182,NA,45,"B1_R2",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"58",2019-07-01,2019,182,NA,45,"B1_R2",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"59",2019-07-01,2019,182,NA,45,"B1_R2",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"60",2019-07-01,2019,182,NA,45,"B1_R2",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1
"61",2019-07-01,2019,182,"6:42:35",55,"B1_R3",1,1,"1",0.000436003,-0.368374766,406.3840625,0.04724394,0.799029274,16.84455806,17.43294516,0.930261913,49.79709488,-5.1,NA,"No","No",1,1
"62",2019-07-01,2019,182,"11:01:51",55,"B1_R3",1,1,"2",0.003356039,12.10960459,238.0381053,0.148911246,0.774975295,33.06014516,34.7852871,2.263387814,50.26943629,-14.1,NA,"No","No",1,1
"63",2019-07-01,2019,182,"14:42:29",55,"B1_R3",1,1,"3",0.00375354,10.53053607,215.4621729,0.112379351,0.774975295,38.17498387,38.34963871,3.280902084,50.70065898,NA,NA,"No","No",1,1
"64",2019-07-01,2019,182,"17:22:42",55,"B1_R3",1,1,"4",0.001550056,6.21277795,165.4659925,0.047358541,0.774975295,37.33525517,37.2109,3.169793759,50.97946915,NA,NA,"No","No",1,1
"65",2019-07-01,2019,182,NA,55,"B1_R3",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"66",2019-07-01,2019,182,"6:46:42",55,"B1_R3",2,1,"1",0.000579275,-0.391471933,403.741637,0.061876098,0.796087586,17.08590323,17.67712581,0.946807881,49.68304958,-7.5,NA,"No","No",1,1
"67",2019-07-01,2019,182,NA,55,"B1_R3",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"68",2019-07-01,2019,182,NA,55,"B1_R3",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"69",2019-07-01,2019,182,NA,55,"B1_R3",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"70",2019-07-01,2019,182,NA,55,"B1_R3",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"71",2019-07-01,2019,182,"6:49:40",55,"B1_R3",3,1,"1",0.000437196,-0.19419534,400.6396105,0.046425061,0.79372617,17.13870323,17.75777742,0.948908008,49.64917353,-5.5,NA,"No","No",1,1
"72",2019-07-01,2019,182,"10:55:57",55,"B1_R3",3,1,"2",0.002966654,12.41801304,200.3018586,0.118605415,0.774975295,33.80741935,34.14168065,2.491918284,51.8805168,-13.6,NA,"No","No",1,1
"73",2019-07-01,2019,182,"14:35:46",55,"B1_R3",3,1,"3",0.001241527,4.105058146,177.5625418,0.033162273,0.774975295,38.92656774,38.39771613,3.604437503,49.90349489,-15,-11.5,"No","No",1,1
"74",2019-07-01,2019,182,"17:29:00",55,"B1_R3",3,1,"4",0.001143946,5.413267358,137.2935728,0.035967821,0.774975295,37.26753103,37.44172414,3.070472687,51.51448193,-14.3,NA,"No","No",1,1
"75",2019-07-01,2019,182,"19:10:58",55,"B1_R3",3,1,"5",0.000948099,4.379266572,201.5481088,0.038998393,0.774975295,32.65560645,33.18636774,2.374873415,50.54187254,-10.6,NA,"No","No",1,1
"76",2019-07-01,2019,182,"6:52:28",55,"B1_R3",4,1,"1",0.00044059,-0.406812413,408.0656241,0.046259348,0.78578376,17.27844839,17.87749677,0.95939895,49.61349447,-6.5,NA,"No","No",1,1
"77",2019-07-01,2019,182,NA,55,"B1_R3",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"78",2019-07-01,2019,182,NA,55,"B1_R3",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"79",2019-07-01,2019,182,NA,55,"B1_R3",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"80",2019-07-01,2019,182,NA,55,"B1_R3",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"81",2019-07-01,2019,182,"6:56:27",55,"B1_R3",5,1,"1",0.000580583,-0.288840517,401.2744282,0.059978269,0.798401135,17.57198387,18.16463226,0.978086167,49.60268352,-5.6,NA,"No","No",1,1
"82",2019-07-01,2019,182,"10:48:55",55,"B1_R3",5,1,"2",0.002954477,13.34067892,176.0730435,0.112374942,0.774975295,33.65927419,34.08363226,2.618404501,48.88039874,-12.1,NA,"No","No",1,1
"83",2019-07-01,2019,182,"14:47:41",55,"B1_R3",5,1,"3",0.003162486,9.100560217,222.2627234,0.099260974,0.774975295,37.74487097,38.05101613,3.122327549,51.58192966,NA,NA,"No","No",1,1
"84",2019-07-01,2019,182,"17:35:29",55,"B1_R3",5,1,"4",0.00261384,8.451490122,225.1027793,0.092168729,0.774975295,36.2344,37.08463793,2.780960107,51.54950107,NA,NA,"No","No",1,1
"85",2019-07-01,2019,182,NA,55,"B1_R3",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"86",2019-07-01,2019,182,"7:00:50",55,"B1_R3",6,1,"1",0.000630067,-0.653118422,410.0786813,0.064142145,0.786186126,17.8859129,18.51916452,0.993176058,49.68920911,-4.5,NA,"No","No",1,1
"87",2019-07-01,2019,182,NA,55,"B1_R3",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"88",2019-07-01,2019,182,NA,55,"B1_R3",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"89",2019-07-01,2019,182,NA,55,"B1_R3",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"90",2019-07-01,2019,182,NA,55,"B1_R3",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1
"91",2019-07-01,2019,182,"6:07:39",13,"B2_R1",1,1,"1",0.005237989,-1.970576798,400.1853771,0.505969697,0.804640887,18.4246129,19.32226774,1.155802517,43.17639001,-3.7,NA,"No","No",1,2
"92",2019-07-01,2019,182,"10:25:15",13,"B2_R1",1,1,"2",0.006291224,22.96166195,270.1409098,0.340370204,0.776632986,29.83678065,30.58617742,1.960986779,51.28627864,-8.5,NA,"No","No",1,2
"93",2019-07-01,2019,182,"14:03:46",13,"B2_R1",1,1,"3",0.006310222,18.55534911,244.4470209,0.223179556,0.776632986,35.74459677,36.51935806,2.881959708,48.90668902,NA,NA,"No","No",1,2
"94",2019-07-01,2019,182,"16:31:10",13,"B2_R1",1,1,"4",0.003383389,13.29229351,194.8101566,0.114576442,0.776632986,35.48988387,35.90157097,2.933894894,48.33644788,NA,NA,"No","No",1,2
"95",2019-07-01,2019,182,NA,13,"B2_R1",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"96",2019-07-01,2019,182,"6:16:47",13,"B2_R1",2,1,"1",0.000578843,-0.272095615,401.0788436,0.064868056,0.803408493,17.51141935,18.87869677,0.901563755,50.5781814,-3.8,NA,"No","No",1,2
"97",2019-07-01,2019,182,NA,13,"B2_R1",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"98",2019-07-01,2019,182,NA,13,"B2_R1",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"99",2019-07-01,2019,182,NA,13,"B2_R1",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"100",2019-07-01,2019,182,NA,13,"B2_R1",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"101",2019-07-01,2019,182,"6:59:36",13,"B2_R1",3,1,"1",0.001216083,-0.586752627,401.407251,0.129472842,0.767223676,18.23453226,19.59612581,0.963046694,49.76825074,-4.2,NA,"No","No",1,2
"102",2019-07-01,2019,182,"10:29:28",13,"B2_R1",3,1,"2",0.005729366,21.86397268,264.5413958,0.304151015,0.776632986,30.30765484,31.14015806,1.980289259,51.80872448,-10.1,NA,"No","No",1,2
"103",2019-07-01,2019,182,"10:31:11",13,"B2_R1",3,1,"2",0.002549312,11.69341151,216.4957511,0.113284848,0.776632986,31.03400323,31.23888387,2.262833105,49.35938324,-10.1,NA,"No","No",1,2
"104",2019-07-01,2019,182,"13:55:20",13,"B2_R1",3,1,"3",0.001478096,6.076131758,179.3338898,0.047182869,0.776632986,35.83712258,35.76284516,3.065839458,48.37060264,-12.6,-9.8,"No","No",1,2
"105",2019-07-01,2019,182,"16:37:10",13,"B2_R1",3,1,"4",0.002256117,9.778290624,175.5306911,0.075539286,0.776632986,35.68856774,36.17464194,2.937986801,48.60933735,-10.5,NA,"No","No",1,2
"106",2019-07-01,2019,182,"18:56:40",13,"B2_R1",3,1,"5",0.000714584,4.859461011,130.9317568,0.030257861,0.776632986,31.75909355,32.45473548,2.316484767,48.8608254,-9.4,NA,"No","No",1,2
"107",2019-07-01,2019,182,"7:02:46",13,"B2_R1",4,1,"1",0.001557746,-0.610203929,399.8486514,0.171647569,0.770235532,18.43944194,19.88758065,0.939323065,51.06116582,-2.4,NA,"No","No",1,2
"108",2019-07-01,2019,182,NA,13,"B2_R1",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"109",2019-07-01,2019,182,NA,13,"B2_R1",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"110",2019-07-01,2019,182,NA,13,"B2_R1",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"111",2019-07-01,2019,182,NA,13,"B2_R1",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"112",2019-07-01,2019,182,"7:05:42",13,"B2_R1",5,1,"1",0.001088828,-0.019288296,393.16619,0.106583648,0.80507587,19.24469032,20.09929355,1.040712857,50.75495599,-4.3,NA,"No","No",1,2
"113",2019-07-01,2019,182,"10:42:55",13,"B2_R1",5,1,"2",0.005612761,18.81882297,267.6251651,0.294033047,0.776632986,31.50556452,32.89260323,1.995669142,52.71916639,-9.7,NA,"No","No",1,2
"114",2019-07-01,2019,182,"14:10:46",13,"B2_R1",5,1,"3",0.006950627,21.02013856,249.2394813,0.260678067,0.776632986,35.35385484,36.53670968,2.742466477,49.08807087,NA,NA,"No","No",1,2
"115",2019-07-01,2019,182,"16:44:43",13,"B2_R1",5,1,"4",0.005175553,17.73849029,221.8118361,0.181416523,0.776632986,36.07112258,36.96077097,2.872335855,49.58889337,NA,NA,"No","No",1,2
"116",2019-07-01,2019,182,NA,13,"B2_R1",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"117",2019-07-01,2019,182,"7:08:41",13,"B2_R1",6,1,"1",0.001180347,-0.273990547,397.2213525,0.128082516,0.7983072,18.57373871,20.31220968,0.944078398,50.29008633,-4.3,NA,"No","No",1,2
"118",2019-07-01,2019,182,NA,13,"B2_R1",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"119",2019-07-01,2019,182,NA,13,"B2_R1",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"120",2019-07-01,2019,182,NA,13,"B2_R1",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"121",2019-07-01,2019,182,NA,13,"B2_R1",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2
"122",2019-07-01,2019,182,"7:57:08",27,"B2_R2",1,1,"1",0.000531189,-0.911869198,424.7146872,0.04246967,0.792101855,21.50962581,22.10947097,1.253750612,49.46815362,-7.9,NA,"No","No",3,2
"123",2019-07-01,2019,182,"11:14:54",27,"B2_R2",1,1,"2",0.002030546,8.764169705,178.0516089,0.071985248,0.774975295,34.88515806,34.71302258,2.773331722,51.07217595,-13.8,NA,"No","No",3,2
"124",2019-07-01,2019,182,"15:33:58",27,"B2_R2",1,1,"3",0.001050124,6.903536469,17.91991897,0.03080104,0.774975295,37.4550129,37.23128065,3.29200528,49.66646958,NA,NA,"No","No",3,2
"125",2019-07-01,2019,182,"18:13:42",27,"B2_R2",1,1,"4",0.002365307,7.415379993,235.6609547,0.085830505,0.774975295,35.37157586,35.83318276,2.70431561,51.76170838,NA,NA,"No","No",3,2
"126",2019-07-01,2019,182,NA,27,"B2_R2",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"127",2019-07-01,2019,182,"8:01:44",27,"B2_R2",2,1,"1",0.001798707,-0.803317826,401.0900178,0.143325345,0.754947762,22.13279032,22.86986452,1.287444414,49.60087045,-8.1,NA,"No","No",3,2
"128",2019-07-01,2019,182,NA,27,"B2_R2",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"129",2019-07-01,2019,182,NA,27,"B2_R2",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"130",2019-07-01,2019,182,NA,27,"B2_R2",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"131",2019-07-01,2019,182,NA,27,"B2_R2",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"132",2019-07-01,2019,182,"8:04:56",27,"B2_R2",3,1,"1",0.001670277,-0.584673776,399.0121199,0.128305501,0.763298677,22.66264516,23.27369032,1.33004921,49.97291077,-8.2,NA,"No","No",3,2
"133",2019-07-01,2019,182,NA,27,"B2_R2",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"134",2019-07-01,2019,182,NA,27,"B2_R2",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"135",2019-07-01,2019,182,NA,27,"B2_R2",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"136",2019-07-01,2019,182,NA,27,"B2_R2",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
"137",2019-07-01,2019,182,"8:07:28",27,"B2_R2",4,1,"1",0.000351411,-0.439763578,419.3392947,0.024712822,0.760209974,23.38511613,23.83478387,1.416344104,49.56458357,-8,NA,"No","No",3,2
"138",2019-07-01,2019,182,"11:21:03",27,"B2_R2",4,1,"2",0.002827411,9.706717678,218.7735802,0.1025,0.774975295,34.87414839,35.05691613,2.731481245,50.78615364,-14.7,NA,"No","No",3,2
"139",2019-07-01,2019,182,"15:39:21",27,"B2_R2",4,1,"3",0.002077316,6.519766183,200.0992122,0.060444444,0.774975295,38.23367097,38.20131935,3.332949545,50.65329734,-17.4,-12.6,"No","No",3,2
"140",2019-07-01,2019,182,"18:07:11",27,"B2_R2",4,1,"4",0.002538997,9.757580206,189.9019585,0.086533905,0.774975295,35.90994483,35.95178966,2.877456246,51.43375048,-9.5,NA,"No","No",3,2
"141",2019-07-01,2019,182,"19:32:33",27,"B2_R2",4,1,"5",0.000644443,3.449734146,190.3544989,0.028548974,0.774975295,31.30564194,31.93119355,2.205879508,50.13578271,-7.8,NA,"No","No",3,2
"142",2019-07-01,2019,182,"8:16:39",27,"B2_R2",5,1,"1",0.002081833,-0.639253484,397.8410844,0.144376311,0.768870798,24.31470968,24.86420323,1.475588748,49.98293768,-9,NA,"No","No",3,2
"143",2019-07-01,2019,182,"11:26:41",27,"B2_R2",5,1,"2",0.002855849,11.77694429,192.5891048,0.107041832,0.774975295,35.10036774,35.58972581,2.641625771,52.06462847,-13.1,NA,"No","No",3,2
"144",2019-07-01,2019,182,"15:44:48",27,"B2_R2",5,1,"3",0.001439875,5.033155684,169.1000777,0.039038473,0.774975295,39.36743226,39.43473226,3.546330034,50.334873,NA,NA,"No","No",3,2
"145",2019-07-01,2019,182,"18:01:39",27,"B2_R2",5,1,"4",0.001155216,6.073751593,146.6247074,0.041878321,0.774975295,35.2192069,35.9016,2.679822472,51.16548196,NA,NA,"No","No",3,2
"146",2019-07-01,2019,182,NA,27,"B2_R2",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2
