SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1623762436,2072.4,20210615 06:07:15,06:07:15,15,B3R2,_NE,_5.7,_2,1623762428,0.000800872,0.80087158,-0.146880049,399.7672333,393.7797425,39.95220513,40.55968549,0.04600308,2.948987535,0.045608092,0.028540263,0.004748822,17.0218116,16.49927333,1.883706306,6.066773355,0.119703661,1.973102568,1.764002645,-35.31843669,116.1953136,7.670321414,88.55194712,67,13,1,0,55268.32778,RECT-24-20210615-06_07_08,15155.2,456.3230769,2127.26,0.785487868,-0.146880049,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.146880049,#DIV/0!,-4.51867E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.273094137,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623762428,399.7672333,399.9751333,1.179831667,0.220097833,399.3455333,1.175481,500.0928333,101.2582667,0.1999873,17.23012667,16.49927333,999.9,0,0,9985.581333,0,24.98368,0.0499938,0,0,0,456.1763333,0.0499938,-24.12233333,-3.243333333,28,32.12913333,30.1208,32.687,30.812,0,0,0,179.7,0,456.3230769,0.368546948,3.700171001,-24.24653846,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.143268873,0.008391433,0.019621828,1,-0.210014097,0.054703887,0.020641464,1,0.960864774,-0.258907403,0.01932288,1,3,3,3/3,100,100,0.422,0.0044,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,896.8,896.8,18,415.114,544.422,16.8829,17.8478,29.9999,17.8693,17.8609,20.0166,100,0,-999.9,400,0,101.941,101.198
12,1623762817,2453.5,20210615 06:13:36,06:13:36,15,B3R2,_NE,_5.14,_2,1623762809,0.001051855,1.051855495,-0.058820879,399.5758667,390.4596939,39.6139567,40.53883494,0.063238909,2.953669271,0.062496242,0.03912615,0.004748822,16.98848158,16.13477333,1.840465593,7.569897014,0.149660204,1.977044119,1.690805389,-46.38682734,179.4460784,11.80653504,144.8705349,50,10,1,0,55403.33574,RECT-27-20210615-06_13_30,15127.9,474.7896,2391.07,0.801432162,-0.058820879,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.058820879,#DIV/0!,-2.26066E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.247766245,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623762809,399.5758667,400.0095667,1.475143667,0.2149831,399.1542333,1.471253667,500.0809667,101.2547,0.1999631,17.26167667,16.13477333,999.9,0,0,10012.51633,0,26.47602,0.0499938,0,0,0,474.794,0.0499938,-23.35233333,-3.093666667,28.00413333,32.062,30.062,32.687,30.8498,0,0,0,132.2,0,474.7896,-2.173076942,-2.66615373,-23.2256,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.057439067,-0.353487947,0.040688562,1,-0.433677167,0.605722438,0.057869842,1,1.260159,-0.412424917,0.029784426,1,3,3,3/3,100,100,0.422,0.004,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,903.2,903.2,18,437.096,544.244,16.9399,17.8342,30.0007,17.845,17.8432,19.9979,100,0,-999.9,400,0,101.93,101.178
13,1623762927,2563.5,20210615 06:15:26,06:15:26,15,B3R2,_NE,_5.14,_1,1623762919,0.001196,1.195999749,-0.014665124,399.4484516,388.9423253,39.4603796,40.52628502,0.070353932,2.951672494,0.069435444,0.043478676,0.004748822,17.06229133,16.6136129,1.897452949,8.422997425,0.167703565,1.991020022,1.729749383,-52.74358894,120.858126,7.981486685,76.10077262,82,16,1,0,55321.92256,RECT-28-20210615-06_15_20,15119.6,475.2669231,2435.15,0.804830535,-0.014665124,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.014665124,#DIV/0!,2.70809E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.24249759,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623762919,399.4484516,400.0040323,1.652974839,0.220429839,399.0269355,1.649300323,500.0985484,101.2555806,0.200026097,17.37310323,16.6136129,999.9,0,0,10001.08548,0,25.55795161,0.0499938,0,0,0,475.3864516,0.0499938,-22.26387097,-3.21516129,28.062,32.09858065,30.08232258,32.73374194,30.875,0,0,0,108.8999999,0,475.2669231,-13.88649571,6.401367506,-22.12230769,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.012774909,-0.020466664,0.024700807,1,-0.5549346,0.35127911,0.039689453,1,1.429599,-0.648949588,0.046895372,1,3,3,3/3,100,100,0.422,0.0038,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,905,905,18,396.927,542.744,17.0257,18.0197,30.0009,17.9799,17.9728,20.0006,100,0,-999.9,400,0,101.902,101.159
14,1623763279,2915.5,20210615 06:21:18,06:21:18,15,B1R3,_NE,_5.14,_1,1623763271,0.001426338,1.426338214,-0.213961293,399.600871,392.8903642,39.86018277,40.54098853,0.084885844,2.952691455,0.083553063,0.052338667,0.004748822,17.10441259,16.78600645,1.918345706,10.20749131,0.204544806,2.003869506,1.7138009,-62.90151523,109.6690542,7.250332127,54.02261987,90,18,1,0,55333.1773,RECT-30-20210615-06_21_11,15164.6,492.2432,2394.86,0.794458465,-0.213961293,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.213961293,#DIV/0!,7.93213E-15,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.258719044,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623763271,399.600871,400.028,2.016139355,0.308290645,399.1792903,2.012756774,500.0896774,101.2537419,0.199962194,17.47494516,16.78600645,999.9,0,0,10007.05484,0,18.19113226,0.0499938,0,0,0,492.2106452,0.0499938,-16.61258065,-2.915806452,28.125,32.135,30.125,32.687,30.929,0,0,0,116.9000001,0,492.2432,-8.233076771,1.971538381,-16.8992,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.214919587,0.212405552,0.024055243,1,-0.426375333,0.047891666,0.021882556,1,1.704242667,-0.770048142,0.055698646,1,3,3,3/3,100,100,0.422,0.0034,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,910.9,910.9,18,386.594,544.201,17.1252,18.3534,30.0007,18.3339,18.3239,19.991,100,0,-999.9,400,0,101.833,101.094
15,1623763432,3068.5,20210615 06:23:51,06:23:51,15,B1R3,_NE,_5.14,_2,1623763424,0.000703466,0.703465759,-0.132629578,399.8195161,393.9496677,39.96834832,40.56387655,0.040209582,2.949596553,0.039907526,0.024969153,0.004748822,17.5806228,17.15552903,1.96381048,9.528077919,0.194436886,2.040672716,1.769373593,-31.02283997,96.67872214,6.420026035,72.08065703,30,6,1,0,55185.1959,RECT-31-20210615-06_23_45,15133.2,472.1303846,2413.14,0.804350189,-0.132629578,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.132629578,#DIV/0!,-6.75024E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.243239591,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623763424,399.8195161,399.9978387,1.916475161,1.074090581,399.3976452,1.913036452,500.0929032,101.2554516,0.200017452,17.7635,17.15552903,999.9,0,0,9989.314194,0,38.77117097,0.0499938,0,0,0,472.1258065,0.0499938,-17.71580645,-2.979032258,28.187,32.375,30.25,32.94106452,31.062,0,0,0,152.1000001,0,472.1303846,-9.653675175,0.163418714,-18.10384615,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.133138427,-0.109991686,0.019971568,1,-0.1796325,-0.106029838,0.023226793,1,0.8458684,0.552010358,0.042082782,1,3,3,3/3,100,100,0.422,0.0035,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,913.5,913.5,18,462.067,545.435,17.3563,18.5705,30.0007,18.5068,18.4942,19.9875,86.5595,0,-999.9,400,0.797715,101.806,101.067
16,1623763588,3224.5,20210615 06:26:27,06:26:27,15,B3R3,_NE,_5.9,_1,1623763580,0.001681923,1.681922763,-0.088663634,399.2872333,390.1450095,39.57590707,40.50328482,0.102328418,2.951316507,0.100397467,0.06291887,0.004748822,17.28876327,16.72365667,1.910766205,11.26426458,0.229321621,2.035833046,1.681444585,-74.17279384,159.4550561,10.5569457,95.84395678,19,4,1,0,55243.72358,RECT-32-20210615-06_26_21,15142.6,479.9603846,2391.08,0.799270462,-0.088663634,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.088663634,#DIV/0!,1.58015E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.251140944,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623763580,399.2872333,399.9866,2.260685667,0.247290367,398.8657667,2.257396333,500.0867333,101.239,0.199967833,17.72581667,16.72365667,999.9,0,0,10000.70167,0,22.36434667,0.0499938,0,0,0,480.214,0.0499938,-14.31766667,-2.903,28.312,32.3708,30.312,32.979,31.125,0,0,0,154.8,0,479.9603846,-1.894358903,-5.362393191,-14.22038462,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.089534091,0.040941053,0.018382249,1,-0.699374433,0.257896445,0.029724674,1,2.013394333,-0.722605295,0.052283179,1,3,3,3/3,100,100,0.422,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,916,916,18,475.073,546.004,17.3879,18.686,30.0007,18.6439,18.6324,19.9884,100,0,-999.9,400,0,101.766,101.04
17,1623763723,3359.5,20210615 06:28:42,06:28:42,15,B3R3,_NE,_5.9,_2,1623763715,0.001635779,1.635779021,-0.054639596,399.2756,389.2418317,39.48740433,40.50529972,0.095575506,2.950870367,0.093888489,0.058829397,0.004748822,17.54248395,17.21096333,1.970711855,10.75681201,0.222349034,2.067053262,1.748362821,-72.13785481,120.3617567,7.999981267,56.228632,32,6,1,0,55184.59677,RECT-33-20210615-06_28_35,15150,500.8744,2491.79,0.798990124,-0.054639596,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.054639596,#DIV/0!,-1.35395E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.251579926,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623763715,399.2756,399.9937333,2.191776,0.233282933,398.8541,2.188472,500.0356,101.2470333,0.199936433,17.96754,17.21096333,999.9,0,0,9997.375,0,32.66325,0.0499938,0,0,0,500.7163333,0.0499938,-10.96533333,-2.774,28.437,32.53306667,30.437,33.125,31.25,0,0,0,133.7,0,500.8744,-8.442307786,-2.47230764,-11.2908,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.047268606,-0.620289977,0.052359734,0,-0.718193433,0.924284396,0.073112616,1,1.958493,-0.491687386,0.035569431,1,2,3,2/3,100,100,0.421,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,918.3,918.3,18,458.485,543.899,17.5754,18.9019,30.0006,18.8481,18.8379,19.9888,100,0,-999.9,400,0,101.727,101.008
18,1623763899,3536,20210615 06:31:39,06:31:39,15,B3R3,_NE,_5.12,_1,1623763891,0.001083373,1.08337319,-0.24572597,399.7841667,395.0056762,40.07004303,40.55478117,0.062500305,2.952119208,0.061774401,0.038673517,0.004748822,17.93018494,17.54179,2.012342876,12.06138181,0.253167415,2.098991798,1.75917546,-47.77675767,106.5927663,7.102843698,65.92360113,56,11,1,0,55175.75448,RECT-34-20210615-06_31_32,15133.7,487.996,2392.41,0.796023257,-0.24572597,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.24572597,#DIV/0!,-1.13006E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.256244703,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623763891,399.7841667,400.009,2.495694,1.199087,399.3623,2.492412,500.0757,101.2416667,0.2000225,18.21153333,17.54179,999.9,0,0,10004.99733,0,24.99454333,0.0499938,0,0,0,488.1913333,0.0499938,-7.719,-2.653,28.562,32.75,30.625,33.312,31.43286667,0,0,0,175.7,0,487.996,-7.29692312,-4.418461505,-7.7416,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.244144462,0.223524396,0.023791063,1,-0.2234375,-0.565552685,0.045112735,1,1.290987667,0.689199644,0.053536731,1,3,3,3/3,100,100,0.421,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,921.2,921.2,18,429.074,544.509,17.795,19.0796,30.0001,19.0812,19.0744,19.9868,85.682,0,-999.9,400,0.895399,101.711,101.003
19,1623764092,3728.5,20210615 06:34:51,06:34:51,15,B3R3,_NE,_5.12,_2,1623764084,0.001142049,1.142049448,-0.203008222,399.7086129,393.563283,39.92122152,40.54457508,0.06577081,2.954395439,0.064968086,0.040676359,0.004748822,18.15815662,17.66823871,2.028457756,12.45889927,0.265526936,2.131223077,1.76293082,-50.36438065,125.231059,8.354281364,83.22570855,49,10,1,0,55197.96497,RECT-35-20210615-06_34_45,14901,486.34,0.4,-1214.85,-0.203008222,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.203008222,#DIV/0!,-2.24612E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,-0.000823147,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623764084,399.7086129,400.0127419,2.617696774,1.251029355,399.286871,2.614388065,500.0748065,101.2353548,0.199975226,18.45448387,17.66823871,999.9,0,0,10018.55806,0,17.47932258,0.0499938,0,0,0,486.2980645,0.0499938,-4.365806452,-2.666451613,28.75,32.99593548,30.812,33.59858065,31.625,0,0,0,191.5,0,486.34,2.540854647,4.31418811,-4.219615385,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.204374315,-0.156806036,0.040760362,1,-0.3025686,-0.092342389,0.044508532,1,1.369317667,0.443472747,0.033787779,1,3,3,3/3,100,100,0.422,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,924.5,924.5,18,437.874,545.382,18.0571,19.3109,30.0008,19.3169,19.3134,19.9861,84.8572,0,-999.9,400,0.989395,101.679,100.972
20,1623764721,4357.4,20210615 06:45:20,06:45:20,15,B1R4,_NW,_5.14,_1,1623764713,0.000679337,0.679337154,-0.101587984,399.8315806,392.915674,39.86378615,40.56544872,0.039037671,2.950884605,0.038753022,0.02424604,0.004748822,17.93504053,17.24767097,1.975293531,10.35448396,0.21597898,2.08584977,1.759314551,-29.9587685,137.4300434,9.142927852,116.6189516,25,5,1,0,55157.93582,RECT-36-20210615-06_45_14,15124.2,461.7742308,2285.13,0.797922118,-0.101587984,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.101587984,#DIV/0!,-4.49752E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.253255146,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623764713,399.8315806,400.0355806,2.128787419,1.315473548,399.4099032,2.125459032,500.0954839,101.2563548,0.199985,18.11153226,17.24767097,999.9,0,0,9996.535484,0,51.16319355,0.0499938,0,0,0,462.1003226,0.0499938,-8.361612903,-3.070322581,28.312,32.375,30.312,33.058,31.125,0,0,0,628.3,0,461.7742308,-3.515555525,2.050598222,-7.885384615,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.086865762,-1.173683477,0.092095725,0,-0.203434233,0.445509117,0.046392091,1,0.8052336,2.254631226,0.163208552,0,1,3,1/3,100,100,0.422,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,934.9,934.9,18,467.553,545.407,17.7835,18.9376,30.0003,19.0043,18.996,19.988,85.7259,0,-999.9,400,0.792913,101.719,101.02
21,1623764888,4524.9,20210615 06:48:08,06:48:08,15,B1R4,_NW,_5.14,_2,1623764880,0.001092116,1.092116458,-0.083770772,399.5964333,390.6615062,39.63450993,40.54100175,0.062904558,2.950779944,0.062168963,0.038920976,0.004748822,17.90323563,16.85014,1.92616957,7.742542649,0.162264982,2.095758318,1.763904588,-48.16233581,212.6677802,14.12537644,178.6355697,19,4,1,0,55140.46877,RECT-37-20210615-06_48_01,15150.4,441.78,2182.76,0.797604867,-0.083770772,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.083770772,#DIV/0!,-1.32202E-15,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.253753633,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623764880,399.5964333,400.0195333,1.599381,0.291129267,399.1748333,1.595648333,500.0733667,101.2549333,0.199930533,18.18698,16.85014,999.9,0,0,9996.081667,0,50.89340333,0.0499938,0,0,0,441.8506667,0.0499938,-3.541666667,-3.062,28.437,32.562,30.4748,33.187,31.312,0,0,0,165.9000001,0,441.78,-0.366153762,-7.586153872,-3.5176,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.084031356,-0.183524464,0.024089864,1,-0.4231832,0.305523631,0.035139007,1,1.308250667,-0.326558042,0.023563531,1,3,3,3/3,100,100,0.421,0.0038,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,937.7,937.7,18,475.433,543.843,17.846,18.9176,30.0001,18.9403,18.9305,19.9721,100,0,-999.9,400,0,101.733,101.029
22,1623765189,4825.4,20210615 06:53:08,06:53:08,15,B2R3,_NW,_5.14,_1,1623765181,0.001479787,1.479787457,-0.121493603,399.4342333,390.517215,39.63845033,40.54354945,0.084201048,2.950981458,0.082888758,0.051921674,0.004748822,17.96096161,17.44424667,1.999988611,9.807864737,0.207602535,2.116694518,1.792386076,-65.25862684,143.3632262,9.558537612,87.66788585,65,13,1,0,55117.59351,RECT-38-20210615-06_53_02,15171.8,488.7153846,2545.39,0.807999802,-0.121493603,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.121493603,#DIV/0!,-3.30505E-15,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.237624066,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623765181,399.4342333,399.9976333,2.045296,0.2735006,399.0128,2.041934,500.0896333,101.3024,0.200040367,18.34537333,17.44424667,999.9,0,0,9992.541333,0,43.62011333,0.0499938,0,0,0,488.6756667,0.0499938,-4.468666667,-2.716,28.625,32.812,30.687,33.43493333,31.5,0,0,0,299.5,0,488.7153846,-9.861880268,10.00786318,-4.468846154,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.120966415,0.057238289,0.024269675,1,-0.564054333,-0.053775644,0.028756331,1,1.772210667,-0.057020156,0.004137081,1,3,3,3/3,100,100,0.422,0.0034,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,942.7,942.7,18,417.933,543.987,17.9594,19.115,30.0008,19.0903,19.0805,19.966,100,0,-999.9,400,0,101.685,100.987
23,1623765332,4968.4,20210615 06:55:31,06:55:31,15,B2R3,_NW,_5.14,_2,1623765324,0.001764194,1.764194417,-0.061596039,399.2451,389.2377354,39.50581928,40.52152023,0.103034547,2.950231425,0.101076425,0.063345596,0.004748822,18.14517513,17.82464,2.0485464,13.83010432,0.297514226,2.151207389,1.751032174,-77.80097378,123.8809838,8.288913788,54.37367263,17,3,1,0,55046.14791,RECT-39-20210615-06_55_25,15087.3,498.0416,2692.97,0.815058616,-0.061596039,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.061596039,#DIV/0!,1.57968E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.226905625,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623765324,399.2451,400.0162667,2.931309,0.820846067,398.8236333,2.927831,500.0864,101.2953667,0.199981,18.60350667,17.82464,999.9,0,0,9988.979333,0,39.18072333,0.0499938,0,0,0,498.0243333,0.0499938,-2.722666667,-2.634666667,28.8666,33.05166667,30.875,33.67253333,31.687,0,0,0,142.0999999,0,498.0416,-2.850769185,-0.099999971,-2.8592,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.057131453,-0.061976598,0.040176736,1,-0.7724589,-0.150348521,0.044518323,1,2.106556667,0.449025851,0.039227876,1,3,3,3/3,100,100,0.422,0.0034,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,945.1,945.1,18,477.326,543.015,18.1838,19.4637,30.0011,19.3947,19.3867,19.9617,92.2624,0,-999.9,400,0.462266,101.617,100.929
24,1623765500,5136.4,20210615 06:58:19,06:58:19,15,B2R3,_NW,_5.7,_1,1623765492,0.001846948,1.846948202,-0.326231461,399.5403333,393.4296374,39.93263311,40.55286138,0.108170081,2.953000187,0.106016076,0.066450004,0.004748822,18.3222611,17.99758333,2.070962755,14.85610015,0.323569997,2.178027837,1.747392758,-81.45041573,128.0027709,8.573038413,55.13014236,52,10,1,0,55091.87197,RECT-40-20210615-06_58_13,15142.3,470.1876,2207.77,0.787030533,-0.326231461,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.326231461,#DIV/0!,2.47985E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.270598735,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623765492,399.5403333,400.0342667,3.187919667,0.9791181,399.1185667,3.184205667,500.1065667,101.2988333,0.199959133,18.80161,17.99758333,999.9,0,0,10004.35367,0,48.08317667,0.0499938,0,0,0,470.0896667,0.0499938,-1.618666667,-2.598333333,29.062,33.312,31.125,33.937,31.937,0,0,0,166.8999999,0,470.1876,-6.226153868,12.04461542,-1.5832,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.322652863,-0.305292371,0.048513938,1,-0.4944081,0.176976027,0.055022293,1,2.204426667,0.604698554,0.044889831,1,3,3,3/3,100,100,0.422,0.0036,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,947.9,947.9,18,434.064,543.562,18.4179,19.8108,30.0005,19.7343,19.7206,19.962,89.7476,0,-999.9,400,0.596521,101.564,100.888
25,1623765638,5274.4,20210615 07:00:37,07:00:37,15,B2R3,_NW,_5.7,_2,1623765630,0.002256473,2.2564728,-0.243515082,399.2090645,391.0821766,39.69531426,40.52020322,0.130276553,2.949725548,0.127162442,0.079750117,0.004748822,18.41086581,18.05795806,2.078838844,13.55309816,0.29881511,2.204773453,1.780023734,-99.51045047,149.3383796,10.02630113,59.85897905,41,8,1,0,54956.93543,RECT-41-20210615-07_00_31,15135.3,481.12,2359.85,0.796122635,-0.243515082,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.243515082,#DIV/0!,6.78197E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.256087889,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623765630,399.2090645,399.9978065,2.943956129,0.244178258,398.7876129,2.940473226,500.0033226,101.3011613,0.200049032,18.99704194,18.05795806,999.9,0,0,9985.538387,0,27.96237419,0.0499938,0,0,0,481.3341935,0.0499938,5.856451613,-2.396129032,29.25,33.536,31.312,34.09451613,32.133,0,0,0,136.7,0,481.12,-0.707008548,-27.71555557,6.121538462,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.243759599,0.178699682,0.026498917,1,-0.788432833,-0.240799261,0.032119903,1,2.699807,-0.010208409,0.001038477,1,3,3,3/3,100,100,0.421,0.0035,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,950.2,950.2,18,447.83,542.014,18.6152,19.9591,30.0001,19.9054,19.8907,19.951,100,0,-999.9,400,0,101.554,100.877
