SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1630326457,1407.1,20210830 05:27:37,5:27:37,15,B2R2,_NE,_5.12,_1,nrab,1630326449,6.24E-05,0.062375911,-0.000743476,399.9700323,397.3574606,39.85850308,40.12056735,0.014809311,2.931881115,0.014767879,0.009233637,0.004749601,20.68700111,19.82562581,2.321393435,77.79744644,1.906642114,2.450777245,0.414751321,-2.750777687,138.7206722,9.538612788,145.5132569,8,2,1,0,54082.0966,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.000743476,#DIV/0!,-0.035406593,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630326449,399.9700323,399.9990645,19.0077,18.93430645,400.6535484,18.84112258,500.2370645,100.1089677,0.19996571,20.70325161,19.82562581,999.9,0,0,10002.39677,0,0.228622,0.0499979,0,0,0,568.4406452,0.0499979,-5.186129032,0.972258065,30.32012903,34.75,32.808,34.808,32.86077419,0,0,0,1630326452,0,568.2808,10.32846156,-2.346923095,-5.2664,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.001697856,-0.157887714,0.033209906,1,-0.027648933,-0.15600334,0.039167249,1,0.07044409,0.820755109,0.059460869,1,3,3,3-Mar,100,100,-0.683,0.1677,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,56.3,56.4,1.02417,2.46094,1.59912,2.34253,1.69678,2.35352,27.8291,15.139,18,490.763,572.431,20.2712,20.6948,30,20.5938,20.5612,20.4871,0,100,-999.9,400,40.0537,101.014,101.393
10,1630326578,1528.1,20210830 05:29:38,5:29:38,15,B2R2,_NE,_5.12,_2,nrab,1630326570,-0.000567679,-0.567678624,-0.452172569,400.793129,391.2749765,39.24834882,40.2031039,-0.111736576,2.932435041,-0.114157302,-0.071126475,0.004749601,20.91763626,20.03324839,2.35144895,75.71192835,1.863114533,2.460793924,0.488334417,25.03462731,116.3950187,8.013168864,149.4475645,13,3,1,0,54086.26953,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.452172569,#DIV/0!,-21.53383588,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630326570,400.793129,399.9778387,18.57377742,19.24205806,401.4766129,18.4188871,500.2102258,100.1089032,0.199961839,20.76949032,20.03324839,999.9,0,0,10005.56065,0,0.228622,0.0499979,0,0,0,674.8945161,0.0499979,-5.396774194,0.952258065,30.33435484,34.774,32.812,34.776,32.875,0,0,0,1630326573,0,674.8342308,7.324102611,0.663247731,-5.299230769,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-0.562901192,6.41908494,0.501746958,0,0.836551533,-7.018570625,0.52836331,0,-0.670084933,0.524432676,0.038271611,1,1,3,3-Jan,100,100,-0.683,0.1598,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,58.3,58.5,1.02539,2.45483,1.59912,2.34253,1.69678,2.45972,27.871,15.1302,18,484.657,574.03,20.3119,20.6878,30.0001,20.6069,20.5773,20.4901,0,100,-999.9,400,40.0537,101.038,101.398
11,1630326759,1709.1,20210830 05:32:39,5:32:39,15,B3R2,_NW,_5.13,_1,nrab,1630326751,0.000210436,0.210435713,0.389411659,399.450129,379.191084,38.04089468,40.07330586,0.037451029,2.931853566,0.037187275,0.023265589,0.004749601,20.70472068,20.55747419,2.428858346,76.17348289,1.873332555,2.459297492,0.555525791,-9.280214943,31.94995693,2.205805297,24.88029689,14,3,1,0,54071.17699,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.389411659,#DIV/0!,18.54497008,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630326751,399.450129,400.0180323,18.67335161,18.42565806,400.1336452,18.51579355,500.2298387,100.1211935,0.199980355,20.75960968,20.55747419,999.9,0,0,10001.01839,0,0.228622,0.0499979,0,0,0,724.5722581,0.0499979,-4.809354839,0.943225806,30.312,34.69106452,32.75,34.687,32.812,0,0,0,1630326754,0,724.4965385,2.653333452,3.702222297,-4.791923077,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.386441213,-0.096727332,0.030022702,1,-0.564385933,-0.147667488,0.041777189,1,0.2462688,0.309417611,0.022459431,1,3,3,3-Mar,100,100,-0.684,0.1563,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,61.4,61.5,1.02417,2.45117,1.59912,2.34375,1.69678,2.46826,27.9128,15.1127,18,484.403,572.949,20.3444,20.7722,29.9999,20.6653,20.6339,20.477,0,100,-999.9,400,40.0537,101.015,101.391
12,1630326899,1848.6,20210830 05:34:58,5:34:58,15,B3R2,_NW,_5.13,_2,nrab,1630326891,-6.64E-05,-0.066367371,0.18496064,399.787129,422.2295949,42.35974266,40.10822574,-0.011221298,2.932137721,-0.01124521,-0.007026104,0.004749601,20.73933386,20.37323548,2.401402246,74.24861584,1.821769097,2.453606814,0.579633149,2.926801052,55.12975129,3.801444737,61.86274668,15,3,1,0,54086.56249,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.18496064,#DIV/0!,8.808389421,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630326891,399.787129,399.9771613,18.15886452,18.23702581,400.4706774,18.0148871,500.2134516,100.1239677,0.199986742,20.7219871,20.37323548,999.9,0,0,10002.36065,0,0.228622,0.0499979,0,0,0,709.0593548,0.0499979,-5.212258065,0.936451613,30.25,34.687,32.73780645,34.60874194,32.75,0,0,0,1630326894,0,709.2352,4.226923118,6.23923074,-5.3612,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.178648756,0.662957874,0.052749818,0,-0.193613783,-0.659409864,0.052271022,1,-0.07924449,-0.2026695,0.015684765,1,2,3,3-Feb,100,100,-0.684,0.1463,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,63.7,63.8,1.02417,2.47559,1.59912,2.34497,1.69678,2.36816,27.9547,15.0777,18,482.963,572.04,20.3317,20.7411,30.0002,20.6595,20.6285,20.4751,0,100,-999.9,400,40.0537,101.046,101.424
13,1630327076,2025.6,20210830 05:37:55,5:37:55,15,B1R3,_NW,_5.6,_1,nrab,1630327068,2.80E-06,0.002802163,0.207695996,399.7750333,-200.1931634,-20.07928281,40.09725316,0.000554681,2.930893584,0.000554623,0.000346644,0.004749601,20.62999989,19.80928333,2.31904205,74.70770278,1.82275396,2.439847421,0.49628809,-0.12357537,129.7928493,8.92367027,138.5976938,31,6,1,0,54066.06102,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.207695996,#DIV/0!,9.891116363,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630327068,399.7750333,400.0255,18.17310333,18.16980333,400.4585667,18.02875333,500.2252,100.0995667,0.199976367,20.63070333,19.80928333,999.9,0,0,9997.708333,0,0.228622,0.0499979,0,0,0,760.5243333,0.0499979,-4.902666667,1.059,30.125,34.625,32.625,34.5,32.625,0,0,0,1630327071,0,760.6280769,8.903589663,-1.761367639,-5.075384615,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.200763561,0.435676796,0.038502221,1,-0.250499467,-0.677209735,0.054753345,1,0.003294698,0.350449479,0.025941031,1,3,3,3-Mar,100,100,-0.684,0.1445,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,66.6,66.8,1.02295,2.46094,1.59912,2.34497,1.69678,2.5,27.9547,15.0602,18,463.533,570.502,20.2518,20.6883,29.9998,20.6228,20.5906,20.4645,0,100,-999.9,400,40.0537,101.04,101.419
14,1630327229,2178.6,20210830 05:40:28,5:40:28,15,B1R3,_NW,_5.6,_2,nrab,1630327221,3.54E-05,0.035351785,0.23118534,399.7113,341.7672959,34.27925035,40.09103236,0.006752983,2.931726922,0.006744353,0.004215995,0.004749601,20.56076088,19.8932,2.331138329,74.72108346,1.816267005,2.430728947,0.514871324,-1.559013733,106.965479,7.352992663,112.7642075,4,1,1,0,54101.89364,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.23118534,#DIV/0!,11.00975053,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630327221,399.7113,400.0055333,18.10835,18.06671667,400.3949667,17.96568333,500.2475667,100.0999667,0.200005733,20.56996,19.8932,999.9,0,0,10002.41733,0,0.228622,0.0499979,0,0,0,592.204,0.0499979,-4.949,1.090666667,30.062,34.55786667,32.5248,34.437,32.5998,0,0,0,1630327224,0,592.4276,1.211538455,5.427692381,-5.01,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.231872308,0.120011666,0.033000968,1,-0.294146767,-0.296357313,0.043383926,1,0.041633977,0.307670618,0.022236454,1,3,3,3-Mar,100,100,-0.684,0.1438,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,69.2,69.3,1.02295,2.45117,1.59912,2.34009,1.69678,2.50854,27.9337,15.0426,18,496.136,571.813,20.2177,20.5884,29.9999,20.5462,20.5188,20.4568,0,100,-999.9,400,40.0537,101.059,101.458
15,1630327416,2365.6,20210830 05:43:35,5:43:35,15,B1R3,_NW,_5.11,_1,nrab,1630327408,0.000299986,0.29998601,0.234364325,399.5721,390.7683195,39.19353309,40.07654034,0.064811573,2.932699905,0.064026251,0.040086172,0.004749601,20.52831108,19.94461333,2.338576655,77.10803879,1.878520743,2.436219067,0.460055912,-13.22938302,104.6583494,7.195247647,98.62896364,10,2,1,0,54123.88873,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.234364325,#DIV/0!,11.16114346,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630327408,399.5721,399.9969667,18.72927333,18.37620667,400.2557667,18.57022,500.2468667,100.0986667,0.199978667,20.60655667,19.94461333,999.9,0,0,10008.094,0,0.228622,0.0499979,0,0,0,653.6326667,0.0499979,-5.939666667,0.934,29.937,34.43286667,32.43286667,34.26653333,32.4958,0,0,0,1630327410,0,653.4580769,0.764786391,0.419145174,-5.636153846,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.23283866,-0.235511021,0.030484436,1,-0.424810867,0.192216828,0.036244927,1,0.353058833,0.170551181,0.012473069,1,3,3,3-Mar,100,100,-0.684,0.1591,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,72.3,72.4,1.02295,2.46216,1.59912,2.34009,1.69678,2.50732,27.9337,15.0164,18,488.591,572.366,20.1943,20.6218,30.0004,20.5249,20.4972,20.465,0,100,-999.9,400,40.0537,101.087,101.391
16,1630327611,2560.6,20210830 05:46:50,5:46:50,15,B1R3,_NW,_5.11,_2,nrab,1630327603,-0.000872944,-0.8729436,-1.69415744,402.3926774,383.2142728,38.43634018,40.3599316,-0.165374149,2.930953957,-0.17073998,-0.106215963,0.004749601,20.85924624,20.26246452,2.385025861,77.17945864,1.883132895,2.439940534,0.501892966,38.49681277,58.28458687,4.01647118,100.8026204,16,3,1,0,54067.73804,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-1.69415744,#DIV/0!,-80.68094084,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630327603,402.3926774,399.9393871,18.77502903,19.80238387,403.0757419,18.61474194,500.2482258,100.099871,0.199994968,20.63132258,20.26246452,999.9,0,0,9998.021935,0,0.228622,0.0499979,0,0,0,657.9090323,0.0499979,-4.788064516,1.270322581,29.883,34.312,32.312,34.179,32.437,0,0,0,1630327605,0,657.84,-0.173076966,7.807692371,-4.9364,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-1.838641654,16.77947685,1.294674128,0,2.344636833,-17.99512191,1.341135307,0,-1.027641,-0.063881913,0.004673499,1,1,3,3-Jan,100,100,-0.684,0.1667,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,75.5,75.7,1.02539,2.45605,1.59912,2.34131,1.69678,2.53174,27.9128,14.9901,18,481.308,573.873,20.258,20.7437,30.0003,20.6076,20.5755,20.4931,0,100,-999.9,400,40.0537,101.062,101.379
17,1630327791,2740.6,20210830 05:49:50,5:49:50,15,B3R3,_NW,_5.5,_1,nrab,1630327783,-0.001088735,-1.088735092,0.414891562,399.9664333,399.8331157,40.09460864,40.10797751,-0.236476755,2.930016115,-0.24762088,-0.153718304,0.004749601,20.85575574,20.12321333,2.364577829,79.5215003,1.93312375,2.430944767,0.431454079,48.01321756,70.79692333,4.875309063,123.6901995,22,4,1,0,54050.58007,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.414891562,#DIV/0!,19.75840073,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630327783,399.9664333,399.9417667,19.27757667,20.55822667,400.6500667,19.10358,500.2523333,100.0783667,0.199992133,20.5714,20.12321333,999.9,0,0,9994.826333,0,0.228622,0.0499979,0,0,0,641.3956667,0.0499979,-5.471,1.117,29.75,34.18286667,32.1954,34.05786667,32.312,0,0,0,1630327785,0,641.2212,3.066923146,-8.699230799,-5.2804,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.408634626,0.380468154,0.040249474,1,0.024776216,-0.549938847,0.052817897,1,-1.280662667,0.190802403,0.014088405,1,3,3,3-Mar,100,100,-0.683,0.1792,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,78.5,78.7,1.02539,2.45239,1.59912,2.34253,1.69678,2.39868,27.9128,14.9551,18,474.306,577.345,20.2319,20.8346,30.0003,20.7101,20.6784,20.5013,0,100,-999.9,400,40.0537,101.047,101.36
18,1630327936,2885.5,20210830 05:52:15,5:52:15,15,B3R3,_NW,_5.5,_2,nrab,1630327928,0.00018661,0.186610394,0.306754917,399.5509667,382.871486,38.39525224,40.06790976,0.036645422,2.930876997,0.036392768,0.022768035,0.004749601,20.61590377,20.12743333,2.365195241,76.14956101,1.861817034,2.444947823,0.503378207,-8.229518363,84.87635115,5.846060498,82.49764288,6,1,1,0,54058.95207,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.306754917,#DIV/0!,14.60860409,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630327928,399.5509667,400.0083333,18.56575,18.34607667,400.2346,18.41107667,500.2314,100.0823667,0.199983033,20.66459333,20.12743333,999.9,0,0,9999.332,0,0.228622,0.0499979,0,0,0,715.048,0.0499979,-6.029,1.004666667,29.75,34.125,32.187,34.062,32.29546667,0,0,0,1630327930,0,715.0976,3.849230779,-7.407692268,-5.9344,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.293973049,0.871895943,0.065326122,0,-0.442309968,-1.222934274,0.093923456,0,0.213125677,0.516671855,0.038600692,1,1,3,3-Jan,100,100,-0.684,0.1552,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,81,81.1,1.02417,2.45361,1.59912,2.34009,1.69678,2.45239,27.9128,14.9463,18,493.946,570.673,20.305,20.896,29.9998,20.7477,20.71,20.4712,0,100,-999.9,400,40.0537,101.023,101.424
19,1630328245,3194.5,20210830 05:57:24,5:57:24,15,B1R4,_NE,_5.14,_1,nrab,1630328237,-0.000266506,-0.266505701,0.125135768,399.9874333,400.4768629,40.16309112,40.11400713,-0.059799312,2.931198665,-0.060485474,-0.03774112,0.004749601,19.77106074,19.08852,2.217391205,77.45901969,1.784326426,2.303574759,0.433064779,11.75290143,96.85461496,6.602318048,115.214584,6,1,1,0,54246.50657,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.125135768,#DIV/0!,5.959346674,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630328237,399.9874333,400.0096667,17.79199333,18.10595667,400.6709333,17.65745,500.2444667,100.0882,0.199968533,19.70142,19.08852,999.9,0,0,10000.58233,0,0.228622,0.0499979,0,0,0,592.8646667,0.0499979,-5.023333333,1.474,29.125,33.5,31.562,33.1746,31.562,0,0,0,1630328239,0,592.9419231,1.949743655,-7.591111279,-5.15,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.109007848,0.823309337,0.070028121,0,-0.003534145,-1.098521126,0.093594137,0,-0.318664839,0.36825421,0.027515655,1,1,3,3-Jan,100,100,-0.683,0.1367,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,86.1,86.2,1.02417,2.45972,1.59912,2.34253,1.69678,2.41699,27.5368,14.8938,18,494.007,571.976,19.4086,20.4715,30.0005,20.4883,20.4719,20.4719,0,100,-999.9,400,40.0537,101.155,101.378
20,1630328388,3337.5,20210830 05:59:47,5:59:47,15,B1R4,_NE,_5.14,_2,nrab,1630328380,-0.000156157,-0.156156517,0.278961379,399.7522903,409.5734828,41.07596465,40.0910011,-0.034952368,2.931311947,-0.035185573,-0.021969902,0.004749601,19.829968,18.86105806,2.186133264,75.54668019,1.749773522,2.316148794,0.436359742,6.886502412,146.6698151,9.990549094,163.5516162,5,1,1,0,54233.64065,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.278961379,#DIV/0!,13.28499111,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630328380,399.7522903,400.012,17.44720645,17.63122903,400.4360645,17.32135806,500.2604194,100.0896129,0.199996613,19.78915484,18.86105806,999.9,0,0,10001.08677,0,0.228622,0.0499979,0,0,0,700.5603226,0.0499979,-6.616774194,1.368709677,29.06606452,33.5,31.5,33.312,31.562,0,0,0,1630328382,0,700.6303846,-0.409914599,-7.667350365,-6.622692308,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.27217767,0.300946888,0.03685956,1,-0.252826323,-0.609776806,0.057902928,1,-0.188426968,0.518459323,0.038670298,1,3,3,3-Mar,100,100,-0.684,0.1275,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,88.5,88.6,1.02295,2.45728,1.59912,2.34131,1.69678,2.50977,27.4951,14.885,18,494.829,571.197,19.4831,20.6251,30.0002,20.5831,20.5666,20.4642,0,100,-999.9,400,40.0537,101.119,101.381
21,1630328489,3438.5,20210830 06:01:28,6:01:28,15,B1R4,_NE,_5.10,_1,nrab,1630328481,-0.000223903,-0.223903479,0.239885326,399.823,405.1098946,40.62970246,40.09946373,-0.044994865,2.929974327,-0.045382312,-0.028328858,0.004749601,19.91010736,19.10137097,2.219168826,74.58087344,1.734103526,2.325131694,0.4850653,9.874143446,118.5031932,8.088183136,136.4702694,5,1,1,0,54182.52121,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.239885326,#DIV/0!,11.42407034,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630328481,399.823,400.0033548,17.29036774,17.5542871,400.5067742,17.16839032,500.2257742,100.0930645,0.199974484,19.85157742,19.10137097,999.9,0,0,9993.120645,0,0.228622,0.0499979,0,0,0,540.2532258,0.0499979,-5.122258065,1.390322581,29.06403226,33.52,31.5,33.375,31.61483871,0,0,0,1630328484,0,540.2892,11.94384609,-3.300000022,-5.0212,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.233025192,0.44619012,0.035890757,1,-0.172652694,-0.859043976,0.066965808,1,-0.270242968,0.744619403,0.055516274,1,3,3,3-Mar,100,100,-0.683,0.1245,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,90.2,90.3,1.02295,2.45728,1.59912,2.34131,1.69678,2.47803,27.516,14.8675,18,495.718,571.648,19.5307,20.6217,30,20.5894,20.5658,20.4606,0,100,-999.9,400,40.0537,101.121,101.386
22,1630328614,3564,20210830 06:03:34,6:03:34,15,B1R4,_NE,_5.10,_2,nrab,1630328606,-0.000825719,-0.8257187,-0.269595828,400.6750323,394.7045816,39.58546549,40.1842502,-0.156179301,2.93116317,-0.160955347,-0.10015588,0.004749601,20.1712764,19.51702581,2.277342476,75.77344541,1.773226579,2.340168867,0.504115897,36.41419465,69.30562941,4.740997909,110.4655716,32,6,1,0,54198.45917,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.269595828,#DIV/0!,-12.83897501,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630328606,400.6750323,399.9548387,17.68074839,18.65363871,401.3584839,17.54901613,500.2327742,100.0913871,0.199988613,19.9556,19.51702581,999.9,0,0,10000.06161,0,0.228622,0.0499979,0,0,0,666.5535484,0.0499979,-5.081612903,1.593548387,29.125,33.56606452,31.562,33.46545161,31.683,0,0,0,1630328609,0,666.5965385,-3.069059908,-3.818119492,-4.992307692,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-0.281909956,4.629031555,0.349633259,0,0.720308258,-5.571914855,0.434839434,0,-0.972887968,0.495159871,0.037054124,1,1,3,3-Jan,100,100,-0.683,0.1372,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,92.3,92.4,1.02417,2.4646,1.59912,2.34131,1.69678,2.37061,27.5577,14.8413,18,461.307,573.508,19.613,20.5846,29.9997,20.5639,20.5382,20.4715,0,100,-999.9,400,40.0537,101.141,101.371
23,1630328796,3745.5,20210830 06:06:35,6:06:35,15,B2R3,_NE,_5.9,_1,nrab,1630328788,7.59E-05,0.075883254,0.240780206,399.6573871,375.5405796,37.67928232,40.09900484,0.017977835,2.933449799,0.017916849,0.011203493,0.004749601,19.96318944,19.35756774,2.254869142,78.43372313,1.838595277,2.344138724,0.416273865,-3.346451511,98.90534009,6.75598367,102.3196218,38,8,1,0,54262.08569,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.240780206,#DIV/0!,11.46668726,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630328788,399.6573871,399.9825484,18.32484839,18.23550323,400.3408065,18.17653871,500.2579032,100.1334516,0.199999323,19.98296452,19.35756774,999.9,0,0,10008.89226,0,0.228622,0.0499979,0,0,0,706.9206452,0.0499979,-5.889354839,1.366129032,29,33.504,31.46951613,33.312,31.504,0,0,0,1630328790,0,706.9569231,4.742564012,-8.567521239,-5.86,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.241563381,-0.249986918,0.040693704,1,-0.324100645,0.029148532,0.042260243,1,0.084310181,0.603454597,0.045227401,1,3,3,3-Mar,100,100,-0.684,0.1494,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,95.3,95.4,1.02295,2.45728,1.59912,2.34131,1.69678,2.38037,27.5368,14.815,18,454.935,572.8,19.6376,20.498,30,20.4943,20.4703,20.4633,0,100,-999.9,400,40.0537,101.139,101.382
