SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1623762294,1511.5,20210615 06:04:54,06:04:54,B2R2,_SW,_5.13,_2,1623762286,0.010500495,-0.696654112,395.8018065,393.7507963,40.00627458,40.21466343,4.616362038,2.952998893,2.51863263,1.681460529,0.001994701,15.63917142,15.1776871,1.731047908,61.99076205,1.313799303,2.119346915,0.417248605,-463.0718416,507.4812689,33.42320952,77.83463149,101,20,1,0,55176.64088,RECT-9922-20210615-06_04_55,15278,729.6861538,2942.13,2212.443846,0.751987113,-0.696654112,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.696654112,#DIV/0!,#DIV/0!,4.48892E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.329810022,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623762286,395.8018065,399.9514194,12.93070968,0.498263581,396.9581613,12.8906871,500.2096774,101.4030323,0.19999929,18.36534194,15.1776871,999.9,0,0,9994.066129,0,9.48129129,0.0499975,0,0,0,730.1222581,0.0499975,-26.07193548,-3.419032258,29.43319355,33.69512903,31.87480645,33.49980645,31.8466129,0,0,0,69.70000005,0,729.6861538,-23.45094023,5.43760703,-25.72269231,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.776052434,5.011098735,0.384466013,0,-4.134564667,-5.630938732,0.419938709,0,12.43157333,0.525650723,0.042604686,1,1,3,1/3,100,100,-1.156,0.0397,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,847.3,847.3,2,353.81,570.34,18.0216,17.9988,29.9999,17.9383,17.8695,22.2533,100,0,-999.9,400,0,101.709,101.809
11,1623762547,1763.9,20210615 06:09:06,06:09:06,B3R2,_SW,_5.7,_1,1623762539,0.009231818,-0.356177912,396.0454839,392.9555443,39.93036268,40.24434834,2.323096173,2.954689975,1.62968356,1.06337972,0.001994701,15.7314911,15.16811935,1.729983591,55.67946897,1.16254589,2.087925606,0.567437701,-407.1231794,471.3877673,30.98841558,95.25499822,40,8,1,0,55272.88598,RECT-9923-20210615-06_09_08,15244.3,764.2044,3513.68,2749.4756,0.782505977,-0.356177912,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.356177912,#DIV/0!,#DIV/0!,1.35593E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.277945511,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623762539,396.0454839,400.0037742,11.44063871,0.494065774,397.2019355,11.42981935,500.2223226,101.4154839,0.199987032,18.12736452,15.16811935,999.9,0,0,10002.43548,0,26.04177419,0.0499975,0,0,0,764.7319355,0.0499975,-26.62064516,-3.351935484,29.022,33.31606452,31.51193548,33.17306452,31.42512903,0,0,0,251.0999999,0,764.2044,-31.98923074,0.400769152,-26.4332,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.403189251,2.545196184,0.207991123,0,-3.960623667,-0.687106652,0.10391859,1,10.96894667,-4.484977976,0.326516727,0,1,3,1/3,100,100,-1.157,-0.002,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,851.5,851.5,2,431.787,569.088,17.7972,17.8874,29.9996,17.8099,17.7558,22.2417,100,0,-999.9,400,0,101.719,101.834
12,1623762638,1855.4,20210615 06:10:38,06:10:38,B3R2,_SW,_5.7,_2,1623762630,0.003096034,0.026680427,398.4987667,389.368936,39.56722318,40.49498606,0.226350402,2.955618173,0.217142242,0.136510004,0.001994701,17.39808905,16.2879,1.858523701,20.30461705,0.425918504,2.097643618,1.432605198,-136.5351204,304.8874452,20.16042042,188.5147399,28,6,1,0,55286.84842,RECT-9924-20210615-06_10_39,15280.2,744.0508,3705.76,2961.7092,0.799217758,0.026680427,-,-,0,0,#DIV/0!,0.5,0.0209979,0.026680427,#DIV/0!,#DIV/0!,-2.93419E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.251223449,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623762630,398.4987667,400.0106333,4.191333667,0.493300367,399.656,4.236844,500.2212333,101.4188667,0.1999825,18.2013,16.2879,999.9,0,0,10007.37167,0,21.1994,0.0499975,0,0,0,744.274,0.0499975,-26.33966667,-3.299,29.02266667,33.25,31.4601,33.1746,31.4288,0,0,0,90.10000014,0,744.0508,-14.89153848,11.19153849,-26.432,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.017195471,0.736457103,0.058384529,0,-1.511783667,0.819760178,0.062658057,1,3.698032667,-3.910775706,0.283101307,0,1,3,1/3,100,100,-1.157,-0.0437,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,853.1,853.1,2,446.598,569.888,17.7378,17.8061,29.9996,17.7246,17.6916,22.2429,100,0,-999.9,400,0,101.751,101.863
13,1623763027,2244.4,20210615 06:17:07,06:17:07,B1R3,_SW,_5.6,_1,1623763021,0.001066395,0.492528735,398.7791429,375.9283845,38.19601864,40.5177587,0.064063425,2.953898012,0.063301449,0.039631111,0.001994701,17.67100421,16.74543571,1.913410764,10.64271981,0.21971837,2.064494546,1.693692394,-47.02802947,191.4851359,12.68244733,157.1415484,58,12,1,0,55282.90789,RECT-9926-20210615-06_17_08,15229.8,1107.555385,3827.5,2719.944615,0.710632166,0.492528735,-,-,0,0,#DIV/0!,0.5,0.0209979,0.492528735,#DIV/0!,#DIV/0!,-2.25927E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.407197771,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623763021,398.7791429,399.8800714,2.162486429,0.886058643,399.9366429,2.194007143,500.1877143,101.4045714,0.199936786,17.94785,16.74543571,999.9,0,0,9999.016429,0,14.1792,0.0499975,0,0,0,846.9007143,0.0499975,-27.89714286,-3.641428571,28.61585714,32.7365,30.89714286,32.66914286,30.9285,0,0,0,12.9000001,0,1107.555385,-3168.030499,-621396.1084,42822.05808,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.147051894,2.819362994,0.357787773,0,-0.831393833,-2.396200392,0.338383112,0,1.510778167,-4.585463359,0.363663582,0,0,3,0/3,100,100,-1.158,-0.0315,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,859.5,859.5,2,407.66,569.202,17.3349,17.7466,30.0005,17.676,17.6654,22.2523,64.2295,0,-999.9,400,2.21491,101.777,101.881
14,1623763119,2336.4,20210615 06:18:39,06:18:39,B1R3,_SW,_5.6,_2,1623763111,0.001913506,-0.804117446,400.0501935,400.5462213,40.69588344,40.64548654,0.125520763,2.956204418,0.12263333,0.076899723,0.001994701,17.47554354,16.19489677,1.847537449,13.48398676,0.278798429,2.067626094,1.56873902,-84.38561783,283.2168958,18.6925566,217.5258293,88,18,1,0,55347.67638,RECT-9927-20210615-06_18_40,15253.4,780.788,4056.33,3275.542,0.807513688,-0.804117446,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.804117446,#DIV/0!,#DIV/0!,6.76246E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.2383691,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623763111,400.0501935,400.003871,2.744052903,0.455143903,401.208,2.781077742,500.217871,101.4009355,0.200031581,17.97194516,16.19489677,999.9,0,0,10012.47129,0,23.1547129,0.0499975,0,0,0,781.0548387,0.0499975,-27.69967742,-3.396774194,28.60874194,32.792,31.01593548,32.69519355,31.04612903,0,0,0,90.9000001,0,780.788,-11.63461536,1.716153672,-27.9328,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.825944674,6.736262407,0.501386874,0,0.005675048,-6.743802368,0.50408696,0,2.278971667,-2.128137664,0.153990433,0,0,3,0/3,100,100,-1.157,-0.0347,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,861.1,861.1,2,369.29,566.841,17.3943,17.851,30.0009,17.7851,17.7624,22.2208,100,0,-999.9,400,0,101.751,101.849
15,1623763220,2437.4,20210615 06:20:20,06:20:20,B1R3,_SW,_5.10,_1,1623763212,0.001197653,-0.059987399,399.4985,390.7728779,39.6326191,40.51758138,0.076711423,2.954692944,0.075621923,0.0473603,0.001994701,17.64333007,16.15579,1.842934914,12.26396639,0.253289655,2.065315961,1.589645259,-52.81650124,286.4706064,18.91141741,252.5675173,488,100,1,0,55305.50776,RECT-9928-20210615-06_20_21,15226.4,746.1661538,3333.89,2587.723846,0.776187531,-0.059987399,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.059987399,#DIV/0!,#DIV/0!,1.12534E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.288348448,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623763212,399.4985,400.0019667,2.497405667,1.060103333,400.6561333,2.532277333,498.7101333,101.3989667,0.0221435,17.95417333,16.15579,999.9,0,0,10004.08167,0,36.07624333,0.0499975,0,0,0,746.1423333,0.0499975,-15.575,-3.33,28.6954,32.875,31.0914,32.8246,31.1332,0,0,0,99.5,0,746.1661538,-31.34085474,-20.33333334,-15.84807692,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.057418924,-0.333961841,0.043270442,1,-0.503353933,0.396133375,0.050728638,1,1.437303,0.142628076,0.010428366,1,3,3,3/3,100,100,-1.158,-0.0351,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,862.8,862.8,2,-2.68328,582.588,17.4498,18.0062,30.0004,17.9957,17.8618,22.221,79.5188,0,-999.9,400,1.12487,101.726,101.813
16,1623763301,2517.9,20210615 06:21:40,06:21:40,B1R3,_SW,_5.10,_2,1623763293,0.001924155,-0.034626522,399.1354194,389.7480121,39.59980741,40.55360193,0.125956633,2.955022741,0.123048228,0.077160858,0.001994701,17.51333598,16.21819677,1.850284456,13.41623367,0.278108992,2.072928951,1.572175464,-84.85522598,285.880326,18.88214423,219.9092389,62,12,1,0,55304.42028,RECT-9929-20210615-06_21_42,15243.5,798.9608,4087.69,3288.7292,0.804544669,-0.034626522,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.034626522,#DIV/0!,#DIV/0!,-1.35411E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.242939066,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623763293,399.1354194,400.0150645,2.737195806,0.435579452,400.2928387,2.77416,500.2279355,101.4036452,0.199970968,18.01267419,16.21819677,999.9,0,0,10005.49258,0,33.13462903,0.0499975,0,0,0,799.5693548,0.0499975,-26.33032258,-3.413225806,28.74587097,32.913,31.133,32.883,31.187,0,0,0,79.29999995,0,798.9608,-16.37846139,1.958461483,-26.2368,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.079921203,2.677446931,0.207099555,0,-0.875027633,-1.942365998,0.148363482,0,2.310165667,-2.290171568,0.165758566,0,0,3,0/3,100,100,-1.158,-0.0346,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,864.1,864.1,2,403.283,565.661,17.4779,18.0455,30.0001,17.9355,17.8932,22.2116,100,0,-999.9,400,0,101.724,101.822
17,1623763553,2770.4,20210615 06:25:53,06:25:53,B3R3,_SE,_5.3,_1,1623763545,0.001539211,0.189825794,399.0423548,384.7660636,39.08779543,40.538102,0.09016947,2.953372899,0.088667534,0.055550068,0.001994701,17.81083841,17.25189355,1.975821173,11.02843616,0.231470015,2.098847127,1.744351157,-67.87919154,152.6211938,10.15041299,94.89440998,43,9,1,0,55216.91265,RECT-9930-20210615-06_25_54,15250,759.7068,3784.44,3024.7332,0.799255161,0.189825794,-,-,0,0,#DIV/0!,0.5,0.0209979,0.189825794,#DIV/0!,#DIV/0!,-3.61215E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.251164896,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623763545,399.0423548,400.0067742,2.278506774,0.436472129,400.1997742,2.311219355,500.2197742,101.3884839,0.199985387,18.21043548,17.25189355,999.9,0,0,9997.622581,0,22.2087129,0.0499975,0,0,0,759.9306452,0.0499975,-27.28967742,-3.358064516,28.69945161,33.09858065,31.15087097,32.98767742,31.14693548,0,0,0,251.7,0,759.7068,-5.47230768,-5.826923085,-27.48,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.186215949,0.661487775,0.064205154,0,-0.969321933,-0.183372067,0.047684014,1,1.835722,-1.334186963,0.096614155,0,1,3,1/3,100,100,-1.158,-0.0309,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,868.3,868.3,2,427.862,567.873,17.6153,18.0882,30.0005,17.9902,17.9547,22.2095,100,0,-999.9,400,0,101.718,101.803
18,1623763668,2884.9,20210615 06:27:47,06:27:47,B3R3,_SE,_5.3,_2,1623763660,0.001605974,0.056791841,399.1683548,387.1530135,39.31984528,40.54014151,0.093014202,2.952669542,0.091416534,0.057276592,0.001994701,17.9522001,17.44917742,2.000611511,11.13566741,0.23606024,2.119857139,1.76455127,-70.82346784,146.4500882,9.76021448,85.38882954,44,9,1,0,55165.09811,RECT-9931-20210615-06_27_49,15278.1,774.1973077,3976.96,3202.762692,0.80532937,0.056791841,-,-,0,0,#DIV/0!,0.5,0.0209979,0.056791841,#DIV/0!,#DIV/0!,2.25338E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.241727965,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623763660,399.1683548,400.0054194,2.324308065,0.40242329,400.3258387,2.357482903,500.2094516,101.3615161,0.199995484,18.36918065,17.44917742,999.9,0,0,9996.290323,0,28.13677419,0.0499975,0,0,0,774.4841935,0.0499975,-25.22580645,-3.342903226,28.86274194,33.312,31.29829032,33.18929032,31.33035484,0,0,0,113.7,0,774.1973077,-24.0311111,1.618119682,-25.34423077,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.038344019,1.260525086,0.103606387,0,-0.836368833,-0.823158274,0.077749931,1,1.927110667,-1.381041157,0.099890736,0,1,3,1/3,100,100,-1.157,-0.0314,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,870.2,870.2,2,425.533,564.453,17.7426,18.2548,30.0009,18.1289,18.0916,22.1968,100,0,-999.9,400,0,101.684,101.773
19,1623764085,3301.9,20210615 06:34:44,06:34:44,B3R1,_SW,_5.9,_1,1623764077,0.001642275,-0.86742404,400.2417333,403.4435973,40.99348885,40.66815074,0.105440024,2.956683204,0.103394764,0.064802182,0.001994701,17.04901801,16.15756,1.84314301,12.26725254,0.24582255,2.003892471,1.59732046,-72.42433912,210.0210554,13.82102052,151.4197315,28,6,1,0,55456.96465,RECT-9932-20210615-06_34_46,15251.3,798.034,3958.66,3160.626,0.798408047,-0.86742404,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.86742404,#DIV/0!,#DIV/0!,1.80086E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.252492386,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623764077,400.2417333,399.9897,2.419299667,0.4541714,401.3994667,2.453413667,500.2122667,101.409,0.199971167,17.47512667,16.15756,999.9,0,0,10014.395,0,23.49316333,0.0499975,0,0,0,798.2226667,0.0499975,-29.55833333,-3.747666667,27.28306667,31.6124,29.77893333,31.37493333,29.73313333,0,0,0,415.8999999,0,798.034,-22.41615372,-5.008461668,-29.5828,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-1.024830934,9.502103472,0.706624824,0,0.339588163,-10.17325605,0.758537111,0,1.975480667,-1.241739177,0.089938911,0,0,3,0/3,100,100,-1.158,-0.0327,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,877.2,877.2,2,447.103,568.524,16.9681,18.1996,30.0006,18.1803,18.16,22.2137,100,0,-999.9,400,0,101.688,101.781
20,1623764161,3378,20210615 06:36:00,06:36:00,B3R1,_SW,_5.9,_2,1623764153,0.001610637,-0.00250443,399.2382667,388.7499992,39.49296916,40.55846838,0.097943705,2.953036688,0.096174158,0.060265173,0.001994701,17.21627604,16.79216,1.919095186,11.64968907,0.235808566,2.024161883,1.68328662,-71.02910826,134.1225671,8.873551388,71.96900496,103,21,1,0,55316.20883,RECT-9933-20210615-06_36_02,15261.1,832.8342308,4240.39,3407.555769,0.803594898,-0.00250443,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.00250443,#DIV/0!,#DIV/0!,-1.57977E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.2444081,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623764153,399.2382667,400.0066,2.321187333,0.393648967,400.3956,2.354317,500.192,101.3896333,0.199998133,17.63461667,16.79216,999.9,0,0,9995.601333,0,32.87834667,0.0499975,0,0,0,832.955,0.0499975,-29.421,-3.864333333,27.44966667,31.708,29.8456,31.56213333,29.92466667,0,0,0,75.10000014,0,832.8342308,-12.99931624,7.430769086,-29.28730769,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.056634783,3.233023204,0.240463192,0,-0.724667516,-3.017644694,0.235135633,0,1.951575484,-1.866207581,0.13961965,0,0,3,0/3,100,100,-1.157,-0.0309,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,878.4,878.4,2,351.76,567.629,17.0811,18.3515,30.0009,18.3018,18.2717,22.2111,100,0,-999.9,400,0,101.679,101.761
21,1623764242,3459,20210615 06:37:21,06:37:21,B3R1,_SW,_5.14,_1,1623764234,0.002338027,0.187683109,398.6344194,386.7192863,39.28915099,40.49968142,0.152115584,2.954938434,0.147895366,0.092804021,0.001994701,17.10328518,16.74055484,1.912817816,15.95045349,0.324404439,2.033825802,1.588413378,-103.1069992,154.4652607,10.21411819,61.57437438,40,8,1,0,55359.26038,RECT-9934-20210615-06_37_23,15264.3,764.2938462,3274.9,2510.606154,0.766620707,0.187683109,-,-,0,0,#DIV/0!,0.5,0.0209979,0.187683109,#DIV/0!,#DIV/0!,-2.70842E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.304426023,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623764234,398.6344194,399.9775161,3.19308129,0.397541,399.7915806,3.23353129,500.2027742,101.3960968,0.199950774,17.71016452,16.74055484,999.9,0,0,10005.75871,0,49.31774194,0.0499975,0,0,0,764.3209677,0.0499975,-26.92290323,-3.827419355,27.637,31.87093548,29.99777419,31.786,30.08448387,0,0,0,79.89999986,0,764.2938462,-7.176752107,-2.269401861,-27.19923077,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.162643853,1.404249323,0.129176866,0,-1.337835484,-0.393273871,0.08586138,1,2.817837742,-2.693815645,0.201682559,0,1,3,1/3,100,100,-1.157,-0.0381,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,879.8,879.8,2,431.007,567.179,17.1944,18.4801,30.0003,18.3971,18.3598,22.2096,100,0,-999.9,400,0,101.665,101.739
22,1623764328,3545,20210615 06:38:47,06:38:47,B3R1,_SW,_5.14,_2,1623764320,0.002358947,-0.1196685,399.0263333,390.2168244,39.64504194,40.54006576,0.150911852,2.952096397,0.146753298,0.092084896,0.001994701,17.26511736,16.96899667,1.940743366,15.85357902,0.325859017,2.055428721,1.61488435,-104.0295434,144.6571968,9.594378439,50.2240266,42,8,1,0,55241.81784,RECT-9935-20210615-06_38_49,15253.1,810.2684615,3668.39,2858.121538,0.779121505,-0.1196685,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.1196685,#DIV/0!,#DIV/0!,2.70611E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.283496853,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623764320,399.0263333,400.0118667,3.207353667,0.386849233,400.1837333,3.247934667,500.2042667,101.3974667,0.2000029,17.87791333,16.96899667,999.9,0,0,9989.495,0,42.63051667,0.0499975,0,0,0,810.2823333,0.0499975,-27.05733333,-3.634,27.83726667,32.06206667,30.1622,32.04126667,30.29546667,0,0,0,85.0999999,0,810.2684615,-12.25641041,-2.5405128,-27.22884615,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.174645874,3.360197015,0.25556857,0,-0.941352806,-3.035597032,0.2452492,0,2.847631935,-2.099774516,0.15735585,0,0,3,0/3,100,100,-1.157,-0.0389,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,881.2,881.2,2,428.879,568.095,17.333,18.542,30.0004,18.4604,18.4229,22.2056,100,0,-999.9,400,0,101.657,101.731
24,1623764719,3936.5,20210615 06:45:19,06:45:19,B2R3,_SE,_5.5,_1,1623764711,0.002421377,0.318586406,398.4742903,385.8322333,39.20298678,40.48749945,0.164745533,2.954791609,0.159807434,0.100310985,0.001994701,17.4753088,16.32583871,1.863021757,16.31748464,0.340190619,2.084822672,1.522831138,-106.7827149,283.2100095,18.72645367,195.155743,64,13,1,0,55280.23385,RECT-9937-20210615-06_45_20,15239.7,729.2465385,3515.7,2786.453462,0.792574299,0.318586406,-,-,0,0,#DIV/0!,0.5,0.0209979,0.318586406,#DIV/0!,#DIV/0!,-1.80535E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.261711365,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623764711,398.4742903,400.0137742,3.348125161,0.453419,399.6315484,3.389568065,500.2102903,101.4063226,0.199980355,18.10369355,16.32583871,999.9,0,0,10003.91613,0,34.48122258,0.0499975,0,0,0,729.3190323,0.0499975,-27.35419355,-3.59,27.98977419,32.3363871,30.37467742,32.27593548,30.49187097,0,0,0,85.9000001,0,729.2465385,-23.11008553,1.64341888,-27.37192308,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.324722457,-0.349388671,0.036245563,1,-1.539496129,1.711104194,0.131932654,0,2.894706452,-3.236577581,0.242377458,0,1,3,1/3,100,100,-1.157,-0.0388,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,887.7,887.8,2,399.891,567.366,17.6086,18.7051,30.0002,18.632,18.5955,22.1893,100,0,-999.9,400,0,101.632,101.706
25,1623764763,3980,20210615 06:46:02,06:46:02,B2R3,_SE,_5.5,_2,1623764755,0.001050718,0.314449606,399.2107742,382.1196038,38.82639259,40.56299151,0.068613871,2.953750942,0.067740557,0.042415386,0.001994701,17.99972674,16.78420968,1.918126914,17.07426059,0.359760478,2.10703401,1.558366436,-46.33666765,236.9925736,15.72680136,206.384702,64,13,1,0,55216.94997,RECT-9938-20210615-06_46_04,15239.4,754.6573077,3427.46,2672.802692,0.779820244,0.314449606,-,-,0,0,#DIV/0!,0.5,0.0209979,0.314449606,#DIV/0!,#DIV/0!,1.57694E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.282346808,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623764755,399.2107742,400.0911935,3.540672258,2.284659677,400.3683226,3.583374839,500.1531935,101.407871,0.200086871,18.27245806,16.78420968,999.9,0,0,9997.856452,0,31.0949129,0.0499975,0,0,0,755.0670968,0.0499975,-28.20193548,-3.753548387,28.171,32.377,30.45141935,32.33029032,30.63093548,0,0,0,41.9000001,0,754.6573077,-47.51145303,8.611965843,-28.01769231,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.35277638,-2.242598467,0.173002227,0,-0.894724,1.483547081,0.118076465,0,1.234439194,2.664769984,0.202403922,0,0,3,0/3,100,100,-1.158,-0.0425,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,888.5,888.5,2,399.996,569.107,17.672,18.7309,30.0002,18.6613,18.6258,22.202,72.736,0,-999.9,400,1.65659,101.628,101.702
26,1623765042,4259,20210615 06:50:41,06:50:41,B1R4,_SW,_5.7,_1,1623765034,0.001435099,0.387362583,398.8393,380.8162637,38.69079773,40.52193185,0.085205144,2.953140279,0.083862603,0.052532987,0.001994701,18.20959104,16.96782,1.940598614,10.26219273,0.220465374,2.148326187,1.720133241,-63.28785313,257.0085017,17.10208156,210.8247248,45,9,1,0,55139.79381,RECT-9939-20210615-06_50_43,15206.9,843.642,4491.4,3647.758,0.812165026,0.387362583,-,-,0,0,#DIV/0!,0.5,0.0209979,0.387362583,#DIV/0!,#DIV/0!,1.12672E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.231276856,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623765034,398.8393,399.9904667,2.169942333,0.4523321,399.9964667,2.201545,500.2245333,101.3996333,0.200013067,18.58209667,16.96782,999.9,0,0,9995.203333,0,16.62185333,0.0499975,0,0,0,843.659,0.0499975,-25.66,-3.522,28.36856667,32.79133333,30.78513333,32.79753333,30.8707,0,0,0,277.7,0,843.642,-1.198461532,-4.80846162,-25.2624,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,0.368744623,0.763452934,0.175673792,0,-1.143874129,-0.790184177,0.209795829,1,1.72708871,-0.733307903,0.054725546,1,2,3,2/3,100,100,-1.157,-0.0306,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,893.1,893.1,2,425.209,566.338,18.0507,19.1073,30.0003,18.9879,18.9527,22.1719,100,0,-999.9,400,0,101.58,101.655
