SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1623793790,2770.9,20210615 14:49:50,14:49:50,15,B2R2,_NW,_5.4,_1,1623793782,0.002753382,2.753381872,12.0115112,384.3218333,198.207432,20.09818223,38.9701343,0.112144642,2.950307519,0.109829197,0.0688473,293.9662037,40.64919718,39.61416333,7.262196653,66.97126456,4.872241661,7.275122686,2.389954992,-121.4241405,5.280691701,0.437149382,178.2599042,17,3,1,0,51341.22221,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-62-20210615-14_49_42,15114.9,515.2318462,780.8,0.340123148,0.5,1264.468202,12.0115112,215.0374526,0.009820791,3.645030738,417.2992871,DARK-63-20210615-14_49_50,428.66,428.66,0.450998975,0.754155034,0.889893627,4.278420681,0.978655723,0.627438113,0.372561887,1499.98,1264.468202,0.842990041,0.195980082,6,0.5,0: Broadleaf,2,1623793782,384.3218333,400.0023,48.04984333,44.90518,383.6318333,47.54507667,500.1010333,101.1997333,0.2000075,39.64736333,39.61416333,999.9,0,0,9998.851,0,1927.912,1499.98,0.899996633,0.100003353,0,515.4050667,4.99938,10796.76667,11964.45667,47.875,50.13533333,48.3624,49.87913333,50.312,1345.48,149.5,0,387.1999998,0,515.2318462,-40.62632479,-842.2529915,10792.71154,15,1623793272,14:41:11,1623793267,1623793272,2,0.086,0.113,0.7,0.505,400,44,0.25,0.1,12.01780892,-0.667033888,0.054044773,0,-15.68048667,0.760327475,0.06018231,1,3.144651667,0.208705762,0.015597356,1,2,3,2/3,100,100,0.69,0.5047,0.566228828,-8.36417E-05,1.28013E-06,-5.74726E-10,0.50474,0,0,0,2,2145,1,27,8.7,8.6,18,496.081,502.841,38.8125,37.7454,30.0003,37.4503,37.3958,20.9784,0,100,-999.9,400,45.4214,98.6753,98.386
11,1623794018,2998.4,20210615 14:53:37,14:53:37,15,B2R2,_NW,_5.4,_2,1623794010,0.002717599,2.717598972,12.22371135,384.0754839,197.1490814,19.99024626,38.94394766,0.113422957,2.950718738,0.111055348,0.069618196,293.9716779,40.39155712,39.50297742,7.219052595,68.12709291,4.885918087,7.171769524,2.333134508,-119.8461146,-19.4897615,-1.610263658,153.0255381,17,3,1,0,51396.5355,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-64-20210615-14_53_30,15167.8,470.91556,722.76,0.348448226,0.5,1264.490886,12.22371135,220.3048031,0.009988429,4.01804195,400.1265886,DARK-65-20210615-14_53_38,379.03,379.03,0.475579722,0.732681,0.894165607,62.46856936,0.998613692,0.58971948,0.41028052,1500.006774,1264.490886,0.842990117,0.195980234,6,0.5,0: Broadleaf,2,1623794010,384.0754839,399.9939032,48.1862129,45.08273226,383.3855161,47.68146452,500.0800968,101.1966129,0.199985677,39.38046129,39.50297742,999.9,0,0,10001.49484,0,1794.604516,1500.006774,0.899995968,0.100003874,0,471.1282903,4.99938,9875.393226,11964.69677,47.875,50.125,48.37093548,49.792,50.2256129,1345.500323,149.5064516,0,227,0,470.91556,-12.38423075,-227.7992294,9870.4176,15,1623793272,14:41:11,1623793267,1623793272,2,0.086,0.113,0.7,0.505,400,44,0.25,0.1,12.22809441,-0.302049624,0.039352106,1,-15.91903,0.335410011,0.047263461,1,3.102899,-0.002067631,0.004986807,1,3,3,3/3,100,100,0.69,0.5047,0.566228828,-8.36417E-05,1.28013E-06,-5.74726E-10,0.50474,0,0,0,2,2145,1,27,12.5,12.4,18,495.982,503.408,38.6452,37.7751,30,37.4869,37.4348,21.0029,0,100,-999.9,400,47.8659,98.6716,98.3842
12,1623794297,3277.5,20210615 14:58:16,14:58:16,15,B2R2,_NW,_5.4,_3,1623794289,0.00181099,1.81099046,9.399271966,387.9064,169.9795148,17.23123009,39.32299983,0.073579886,2.948562395,0.072574841,0.045448431,293.9677304,40.88090231,39.48478333,7.212013847,66.46446273,4.832704442,7.271110369,2.379309405,-79.86467929,24.20686978,2.003750246,240.3136711,50,10,1,0,51293.54911,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-66-20210615-14_58_09,15157,416.1132692,590.56,0.295392053,0.5,1264.475422,9.399271966,186.7579954,0.007754867,5.141357356,356.0071977,DARK-67-20210615-14_58_17,339.97,339.97,0.424326063,0.696144023,0.923760295,-1.361073767,1.044072746,0.5687588,0.4312412,1499.988667,1264.475422,0.842989984,0.195979968,6,0.5,0: Broadleaf,2,1623794289,387.9064,400.0269,47.67278667,45.60347667,387.2140333,47.16805333,500.0668333,101.1723333,0.200059167,39.63706333,39.48478333,999.9,0,0,9991.649333,0,1799.963,1499.988667,0.9000004,0.099999403,0,416.1221,4.99938,8770.295333,11964.55667,48.125,50.5641,48.687,50.062,50.562,1345.490667,149.498,0,278,0,416.1132692,-13.06020511,-278.8994867,8769.808077,15,1623793272,14:41:11,1623793267,1623793272,2,0.086,0.113,0.7,0.505,400,44,0.25,0.1,9.416584713,-0.951493482,0.071969991,0,-12.12667419,0.670920968,0.05219513,1,2.05488871,1.142740161,0.085271114,0,1,3,1/3,100,100,0.692,0.5047,0.566228828,-8.36417E-05,1.28013E-06,-5.74726E-10,0.50474,0,0,0,2,2145,1,27,17.2,17.1,18,456.019,501.679,38.8888,38.1263,30.0002,37.8245,37.7584,21.0144,0,100,-999.9,400,48.0275,98.6017,98.3233
13,1623794694,3674.5,20210615 15:04:53,15:04:53,15,B3R2,_NE,_5.7,_1,1623794686,0.002194567,2.194566912,10.15035731,386.8169032,186.8041729,18.93578426,39.21048077,0.087447496,2.94974275,0.086032395,0.053895481,293.9677295,40.62404065,39.66188387,7.280782355,67.2673745,4.849766923,7.209686656,2.431015432,-96.78040083,-29.12083579,-2.409762089,165.6567308,14,3,1,0,51352.44446,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-68-20210615-15_04_46,15193,452.9062,627.12,0.277799783,0.5,1264.474492,10.15035731,175.6353699,0.008348863,4.783326955,368.9744073,DARK-69-20210615-15_04_54,369.23,369.23,0.411229111,0.675535306,0.9208346,-1.901721709,1.031501014,0.550727504,0.449272496,1499.987419,1264.474492,0.842990065,0.19598013,6,0.5,0: Broadleaf,2,1623794686,386.8169032,400.0118065,47.84363226,45.33694516,386.1253548,47.3388871,500.1591613,101.1670968,0.199933581,39.47876452,39.66188387,999.9,0,0,9998.86871,0,1382.664871,1499.987419,0.899996806,0.100003339,0,453.011129,4.99938,9613.461613,11964.52581,47.772,49.625,48.26,49.47967742,50.187,1345.485484,149.5019355,0,396.3,0,452.9062,-8.105923087,-206.4738464,9610.3456,15,1623793272,14:41:11,1623793267,1623793272,2,0.086,0.113,0.7,0.505,400,44,0.25,0.1,10.15203477,-0.32753405,0.031875734,1,-13.19472581,0.253766129,0.028896154,1,2.502774194,0.474118065,0.035367325,1,3,3,3/3,100,100,0.692,0.5047,0.566228828,-8.36417E-05,1.28013E-06,-5.74726E-10,0.50474,0,0,0,2,2145,1,27,23.8,23.7,18,499.639,498.989,38.6436,38.0063,30,37.7602,37.7119,21.0309,0,100,-999.9,400,47.6633,98.6313,98.3532
14,1623794979,3959.5,20210615 15:09:38,15:09:38,15,B3R2,_NE,_5.7,_2,1623794971,0.002188533,2.188532557,12.0738335,384.5065667,180.9743713,18.34610171,38.97898101,0.101407673,2.951082202,0.09951082,0.062361732,293.9690744,40.2467366,38.72771,6.924350439,68.28488364,4.824030982,7.064566454,2.100319457,-96.51428576,59.24200819,4.869271298,261.5660682,31,6,1,0,51452.42427,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-70-20210615-15_09_31,15152.3,477.2428077,723.5,0.340369305,0.5,1264.482054,12.0738335,215.1954391,0.00986997,4.012909468,400.3532826,DARK-71-20210615-15_09_39,382.79,382.79,0.470919143,0.722776532,0.894973875,51.60960019,0.998359231,0.579729279,0.420270721,1499.996667,1264.482054,0.842989909,0.195979818,6,0.5,0: Broadleaf,2,1623794971,384.5065667,400.0016333,47.58645667,45.08573,383.8164333,47.08172333,500.1077667,101.1740333,0.1999987,39.10007,38.72771,999.9,0,0,10005.792,0,465.2930667,1499.996667,0.900003,0.0999971,0,477.3946,4.99938,9941.711,11964.61,47.3435,49.1498,47.781,48.9184,49.7416,1345.504,149.4953333,0,284.3000002,0,477.2428077,-22.05193163,-491.9114531,9940.297308,15,1623793272,14:41:11,1623793267,1623793272,2,0.086,0.113,0.7,0.505,400,44,0.25,0.1,12.07462365,0.087819195,0.012085264,1,-15.49184194,-0.462890323,0.036671073,1,2.489643226,0.890074839,0.06670499,1,3,3,3/3,100,100,0.691,0.5048,0.566228828,-8.36417E-05,1.28013E-06,-5.74726E-10,0.50474,0,0,0,2,2145,1,27,28.5,28.5,18,478.571,501.038,38.4299,37.7044,29.9995,37.5247,37.4714,21.044,0,100,-999.9,400,47.7135,98.6799,98.4116
15,1623795159,4140,20210615 15:12:39,15:12:39,15,B3R2,_NE,_5.7,_3,1623795151,0.000849897,0.849897424,4.319289595,394.4270323,167.8775744,17.01686046,39.98097897,0.032360304,2.951258769,0.032164466,0.020120287,293.9680979,40.85808623,39.41156129,7.183746551,65.04269179,4.661838223,7.167351311,2.521908329,-37.48047641,-6.77544573,-0.559415227,249.1527606,14,3,1,0,51412.89565,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-72-20210615-15_12_32,15129,440.06584,576.02,0.236023333,0.5,1264.478041,4.319289595,149.2231606,0.003737397,5.296378598,350.6711267,DARK-73-20210615-15_12_40,373.3,373.3,0.351932225,0.670649961,0.937692483,-0.95267063,1.049072554,0.568900395,0.431099605,1499.991935,1264.478041,0.842989893,0.195979786,6,0.5,0: Broadleaf,2,1623795151,394.4270323,400.0107742,45.99074516,45.01806452,393.6695484,45.44384516,500.1497742,101.1654839,0.199219097,39.36897742,39.41156129,999.9,0,0,10007.64097,0,976.7521613,1499.991935,0.900003645,0.099996445,0,440.3387097,4.99938,9492.58871,11964.5871,47.312,49.183,47.75,49.008,49.69716129,1345.499032,149.493871,0,179.4000001,0,440.06584,-29.17569226,-1195.516919,9479.6792,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,4.294756868,16.16856174,1.584314389,0,-5.583726971,-20.08381899,2.03991924,0,0.972674419,4.457012976,0.41206696,0,0,3,0/3,100,100,0.757,0.5372,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,0.4,0.3,18,499.718,499.964,38.3519,37.5676,30.0004,37.4013,37.3641,21.0473,0,100,-999.9,400,47.3607,98.7053,98.4247
16,1623795415,4396,20210615 15:16:55,15:16:55,15,B1R3,_NE,_5.14,_1,1623795407,0.001714267,1.714267247,7.956930661,389.6251,173.2610278,17.55392639,39.47483407,0.063043206,2.948138753,0.062303732,0.039005548,293.9736704,40.48819143,39.845,7.352483772,66.54244484,4.731073902,7.109858847,2.621409871,-75.59918557,-99.49965414,-8.235097147,110.6397335,25,5,1,0,51349.19069,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-74-20210615-15_16_48,15121.2,480.76908,689.79,0.303021093,0.5,1264.500742,7.956930661,191.5851987,0.006614071,4.257890082,389.8117999,DARK-75-20210615-15_16_55,401.25,401.25,0.418301222,0.724408817,0.910546598,-7.222945136,1.009950946,0.604591788,0.395408212,1500.018667,1264.500742,0.842990004,0.195980008,6,0.5,0: Broadleaf,2,1623795407,389.6251,399.9729,46.69671667,44.73604,388.8707333,46.15957333,500.0977333,101.1149333,0.199982133,39.21898,39.845,999.9,0,0,9994.915333,0,883.5811667,1500.018667,0.900000333,0.099999717,0,480.9035667,4.99938,10112.00667,11964.78667,47.2458,48.8162,47.6374,48.812,49.6103,1345.516667,149.502,0,255,0,480.76908,-16.80338464,-340.7384621,10108.304,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,7.958580062,-0.579032446,0.056346711,0,-10.34894839,0.647782258,0.068099391,1,1.960867097,-0.085705645,0.008399103,1,2,3,2/3,100,100,0.754,0.5372,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,4.7,4.6,18,486.597,498.778,38.3085,37.6485,30.0002,37.4442,37.406,21.056,0,100,-999.9,400,46.186,98.6774,98.4039
17,1623795630,4610.5,20210615 15:20:29,15:20:29,15,B1R3,_NE,_5.14,_2,1623795622,0.002930728,2.930728155,12.58271048,383.5753871,212.3654736,21.51343348,38.85765156,0.128347486,2.950430408,0.125324467,0.078593468,293.9674192,40.31622709,39.20659677,7.105130405,68.06791895,4.876220764,7.163757669,2.228909641,-129.2451117,24.34237563,2.008326526,191.0730097,7,1,1,0,51389.95921,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-76-20210615-15_20_22,15146.7,501.26256,759.25,0.339792479,0.5,1264.473135,12.58271048,214.8292309,0.010272482,3.776871913,411.0636705,DARK-77-20210615-15_20_30,408.21,408.21,0.462351004,0.7349232,0.890934963,6.366674361,0.98606603,0.598494728,0.401505272,1499.985806,1264.473135,0.842990067,0.195980134,6,0.5,0: Broadleaf,2,1623795622,383.5753871,400.0206774,48.13461935,44.78762903,382.825129,47.59745806,500.0896452,101.1038387,0.199980226,39.35963226,39.20659677,999.9,0,0,10009.03323,0,1472.155323,1499.985806,0.899996839,0.100003458,0,501.7017742,4.99938,10490.31613,11964.52258,47.5,49.417,47.875,49.171,49.875,1345.484516,149.5019355,0,213.8,0,501.26256,-27.17600003,-540.6923085,10481.472,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,12.58753216,-0.247653887,0.029690285,1,-16.44620968,0.076204839,0.028782694,1,3.342026129,0.582173226,0.043471628,1,3,3,3/3,100,100,0.751,0.5372,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,8.2,8.1,18,508.975,499.515,38.4332,37.7969,30.0003,37.5644,37.5197,21.0601,0,100,-999.9,400,46.6123,98.6301,98.3667
18,1623795787,4767.5,20210615 15:23:06,15:23:06,15,B1R3,_NE,_5.14,_3,1623795779,0.002634855,2.634855294,11.17614696,385.377871,188.0734584,19.05285985,39.04086535,0.098289826,2.94789882,0.096504827,0.060473192,293.9682102,40.61583596,40.07760645,7.444445736,66.84553021,4.846306963,7.250009011,2.598138773,-116.1971185,-78.63611423,-6.527501921,92.60747554,27,5,1,0,51282.51849,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-78-20210615-15_22_59,15134,472.1793462,680.5,0.306128808,0.5,1264.477376,11.17614696,193.5464759,0.00916008,4.329669361,386.8274963,DARK-79-20210615-15_23_07,385.19,385.19,0.433960323,0.705430408,0.908901331,-5.449360122,1.013145459,0.575469345,0.424530655,1499.990968,1264.477376,0.842989993,0.195979987,6,0.5,0: Broadleaf,2,1623795779,385.377871,400.0048387,47.83857742,44.82860645,384.6263548,47.30141935,500.0993548,101.1053871,0.200028419,39.5828129,40.07760645,999.9,0,0,9994.496452,0,92.68481613,1499.990968,0.900000935,0.099999035,0,472.2054839,4.99938,9945.530645,11964.57419,47.687,49.754,48.125,49.49796774,50.06606452,1345.492258,149.4987097,0,156.0999999,0,472.1793462,-10.34123077,-235.3230766,9944.456923,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,11.1790787,-0.293678898,0.03157644,1,-14.62606129,0.04785,0.027806876,1,3.00375129,0.738155323,0.05547689,1,3,3,3/3,100,100,0.751,0.5372,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,10.8,10.8,18,483.621,499.005,38.6318,37.9414,30.0011,37.6945,37.6512,21.0622,0,100,-999.9,400,47.9412,98.6199,98.3516
19,1623796180,5160.9,20210615 15:29:40,15:29:40,15,B3R3,_NE,_5.12,_1,1623796172,0.001237407,1.237406836,5.314869886,393.0433871,197.0948991,19.96175929,39.80741013,0.046729123,2.946656155,0.046321308,0.028987161,293.9711534,41.00893654,39.55614839,7.239657,64.61841206,4.693498255,7.263406984,2.546158746,-54.56964146,9.710453352,0.804512491,249.9164778,19,4,1,0,51241.61577,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-80-20210615-15_29_33,15160.4,459.0691923,584.01,0.213936076,0.5,1264.489182,5.314869886,135.2599268,0.004524702,5.210236126,353.6163709,DARK-81-20210615-15_29_41,385.66,385.66,0.339634595,0.629900719,0.938803152,-0.927421574,1.046325067,0.529174067,0.470825933,1500.004839,1264.489182,0.842990068,0.195980137,6,0.5,0: Broadleaf,2,1623796172,393.0433871,400.0035484,46.34183548,44.92602581,392.2869032,45.80469032,500.0939677,101.0799032,0.200035419,39.61727419,39.55614839,999.9,0,0,9989.959355,0,643.2191935,1500.004839,0.89999671,0.100003194,0,459.1945484,4.99938,9708.905161,11964.66774,47.98780645,49.562,48.375,49.635,50.312,1345.50129,149.503871,0,392.4000001,0,459.0691923,-25.88837603,-619.2902559,9707.365385,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,5.329886151,-0.753703206,0.059973606,0,-6.965545333,0.957839199,0.074075856,1,1.415504333,0.056888543,0.004464316,1,2,3,2/3,100,100,0.756,0.5372,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,17.4,17.3,18,493.911,498.226,38.7043,38.13,29.9996,37.9071,37.8586,21.0676,0,100,-999.9,400,47.6729,98.5878,98.331
20,1623796377,5357.9,20210615 15:32:57,15:32:57,15,B3R3,_NE,_5.12,_2,1623796369,0.00142064,1.420639812,6.546246922,391.4818667,171.2189135,17.34047432,39.64796364,0.050869596,2.947625597,0.050386871,0.031534783,293.9736837,40.83641914,39.98097,7.406119759,65.44362828,4.721630196,7.214805047,2.684489563,-62.6502157,-77.70339192,-6.44487922,147.1751969,36,7,1,0,51289.18778,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-82-20210615-15_32_50,15112.7,420.43676,540.29,0.221831313,0.5,1264.501742,6.546246922,140.2530407,0.005498461,5.712765367,337.0996581,DARK-83-20210615-15_32_57,360.43,360.43,0.332895297,0.666369621,0.94493649,-0.671678286,1.061358878,0.571262138,0.428737862,1500.02,1264.501742,0.842989921,0.195979843,6,0.5,0: Broadleaf,2,1623796369,391.4818667,400.0033,46.62112333,44.99611,390.7263,46.08397667,500.085,101.0766,0.200028667,39.492,39.98097,999.9,0,0,9995.791,0,37.60341667,1500.02,0.900003267,0.099996627,0,420.5596333,4.99938,9001.905667,11964.81333,47.812,49.312,48.187,49.312,50.187,1345.522,149.498,0,196.3000002,0,420.43676,-9.730230753,-235.8776919,8999.3712,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,6.550104944,-0.321029563,0.031516066,1,-8.522325,0.173493838,0.028117929,1,1.621777,0.412060245,0.02987114,1,3,3,3/3,100,100,0.755,0.5372,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,20.7,20.6,18,472.975,499.277,38.6153,37.9773,29.9999,37.7888,37.7441,21.0723,0,100,-999.9,400,46.2895,98.6258,98.3685
21,1623796513,5493.4,20210615 15:35:12,15:35:12,15,B3R3,_NE,_5.12,_3,1623796505,0.001732927,1.732926631,8.982037356,388.4168065,154.8370071,15.68069371,39.33584799,0.065433587,2.947773351,0.064637258,0.040469025,293.9655476,40.74201234,39.82405484,7.344251552,66.46739155,4.791823757,7.209285103,2.552427795,-76.42206442,-55.03873341,-4.561048528,157.9437012,50,10,1,0,51295.57155,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-84-20210615-15_35_05,15122.5,476.16236,648.71,0.265985787,0.5,1264.467153,8.982037356,168.1651455,0.007424949,4.590849532,376.3438123,DARK-85-20210615-15_35_13,397.19,397.19,0.387723328,0.686019561,0.922121592,-2.464316356,1.024076952,0.572242017,0.427757983,1499.979032,1264.467153,0.842989886,0.195979771,6,0.5,0: Broadleaf,2,1623796505,388.4168065,400.002,47.31625161,45.3353,387.6633871,46.77909677,500.0418065,101.0722581,0.200002387,39.47772581,39.82405484,999.9,0,0,9997.059677,0,123.1822871,1499.979032,0.900004935,0.099994935,0,476.7447097,4.99938,10120.82581,11964.48065,47.687,49.25,48.06606452,49.183,50.054,1345.488065,149.4922581,0,134.8000002,0,476.16236,-33.01323073,-731.6999989,10107.708,15,1623795142,15:12:21,1623795136,1623795142,3,0.061,0.032,0.761,0.537,400,45,0.14,0.14,8.985914828,-0.945927799,0.083307644,0,-11.5775,0.75891257,0.077008194,1,1.983221333,0.602814861,0.044177011,1,2,3,2/3,100,100,0.754,0.5371,0.627011472,-8.36417E-05,1.28013E-06,-5.74726E-10,0.537147619,0,0,0,2,2145,1,27,22.9,22.8,18,455.471,499.557,38.6588,37.9447,29.9997,37.7538,37.7048,21.0809,0,100,-999.9,400,46.5358,98.62,98.3615
22,1623797046,6026.4,20210615 15:44:05,15:44:05,15,B1R4,_NE,_5.14,_1,1623797038,0.001616044,1.616043891,8.200261198,389.3814667,164.996802,16.70868386,39.43138139,0.062285748,2.950775244,0.061564464,0.038541899,293.9698937,40.33075888,39.49297667,7.215182866,66.94640252,4.713532087,7.040754858,2.501650778,-71.26753559,-72.49163514,-5.979070691,144.2316523,26,5,1,0,51451.92986,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-86-20210615-15_43_58,15159.6,441.32052,613.89,0.281108146,0.5,1264.481222,8.200261198,177.7279862,0.006806608,4.907963967,364.3544396,DARK-87-20210615-15_44_06,358.48,358.48,0.416051736,0.675656709,0.921853774,-1.646051244,1.036050358,0.548828813,0.451171187,1499.995,1264.481222,0.842990291,0.195980582,6,0.5,0: Broadleaf,2,1623797038,389.3814667,399.9748333,46.54572,44.69709,388.6502667,46.01677,500.0970333,101.0667333,0.199980067,39.03729,39.49297667,999.9,0,0,10014.669,0,596.1559133,1499.995,0.899988667,0.100011277,0,441.4011,4.99938,9232.872667,11964.56,47.2206,48.625,47.562,48.7395,49.562,1345.481,149.514,0,531.9000001,0,441.32052,-14.5173846,-318.3176916,9230.9128,15,1623797025,15:43:44,1623797020,1623797025,4,-0.023,-0.008,0.738,0.529,400,45,0.16,0.07,8.174839159,0.419956069,0.147365804,1,-10.59332333,0.165252948,0.042706242,1,1.848624667,0.267543137,0.030684816,1,3,3,3/3,100,100,0.731,0.5289,0.604138109,-8.36417E-05,1.28013E-06,-5.74726E-10,0.528955,0,0,0,2,2145,1,27,0.4,0.3,18,485.311,499.797,38.11,37.6839,29.9999,37.5089,37.4599,21.0916,0,100,-999.9,400,47.2136,98.649,98.3869
23,1623797168,6148.4,20210615 15:46:07,15:46:07,15,B1R4,_NE,_5.14,_2,1623797160,0.001807149,1.80714946,9.894526266,387.2791935,139.3957852,14.1159456,39.21791482,0.067667301,2.949338581,0.066816502,0.041835864,293.9761631,40.50744029,39.76336774,7.320444383,66.5787285,4.744739343,7.126509397,2.57570504,-79.69529118,-79.6357296,-6.587169924,128.0579724,11,2,1,0,51374.57194,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-88-20210615-15_46_00,15200.9,435.90684,612.55,0.288373455,0.5,1264.50947,9.894526266,182.3254826,0.008146315,4.920888091,363.881988,DARK-89-20210615-15_46_08,347.99,347.99,0.431899437,0.667686574,0.919313174,-1.663643996,1.036511138,0.533022723,0.466977277,1500.02871,1264.50947,0.842990179,0.195980358,6,0.5,0: Broadleaf,2,1623797160,387.2791935,399.9897097,46.85457742,44.78805484,386.5493548,46.32560645,500.1086129,101.0651935,0.200031839,39.26252903,39.76336774,999.9,0,0,10006.6529,0,1203.168742,1500.02871,0.89999629,0.100003665,0,436.3201613,4.99938,9167.293871,11964.85806,47.312,48.796,47.635,48.812,49.635,1345.51871,149.5119355,0,121.4000001,0,435.90684,-22.20623075,-406.8107686,9158.7896,15,1623797025,15:43:44,1623797020,1623797025,4,-0.023,-0.008,0.738,0.529,400,45,0.16,0.07,9.896364574,-0.980819944,0.074648797,0,-12.70792333,0.426332369,0.043271243,1,2.074026333,1.63225762,0.11788082,0,1,3,1/3,100,100,0.73,0.529,0.604138109,-8.36417E-05,1.28013E-06,-5.74726E-10,0.528955,0,0,0,2,2145,1,27,2.5,2.4,18,503.154,499.375,38.2725,37.7351,30.0009,37.5411,37.5099,21.0886,0,100,-999.9,400,46.4756,98.6456,98.3784
24,1623797301,6281.9,20210615 15:48:21,15:48:21,15,B1R4,_NE,_5.14,_3,1623797293,0.002034521,2.034521294,10.81249511,386.0936129,145.810485,14.76502185,39.0965069,0.076533449,2.949993635,0.075447259,0.047250842,293.9708553,40.65559294,39.79121613,7.331360812,66.10825614,4.763802849,7.206063398,2.567557963,-89.72238906,-51.18319456,-4.237511092,148.8277606,104,21,1,0,51358.80883,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-90-20210615-15_48_14,15149.3,485.3184231,701.6,0.308269066,0.5,1264.488312,10.81249511,194.9013156,0.008872412,4.169384265,393.5555291,DARK-91-20210615-15_48_22,394.06,394.06,0.438340935,0.70326324,0.904868256,-12.62702879,1.005889892,0.571022857,0.428977143,1500.003871,1264.488312,0.842990032,0.195980064,6,0.5,0: Broadleaf,2,1623797293,386.0936129,400.0088387,47.04445484,44.71828387,385.3644194,46.51548065,500.0857742,101.0616774,0.200051839,39.46939032,39.79121613,999.9,0,0,10010.72516,0,225.9152581,1500.003871,0.89999771,0.100002058,0,485.5480645,4.99938,10597.76774,11964.67097,47.45122581,49.062,47.86280645,49.062,49.81403226,1345.501935,149.5019355,0,132.8,0,485.3184231,-20.71470087,-407.6273529,10599.76538,15,1623797025,15:43:44,1623797020,1623797025,4,-0.023,-0.008,0.738,0.529,400,45,0.16,0.07,10.82017315,-0.605724667,0.05325624,0,-13.9152,0.000224249,0.031520406,1,2.319731667,1.764961335,0.128029306,0,1,3,1/3,100,100,0.729,0.529,0.604138109,-8.36417E-05,1.28013E-06,-5.74726E-10,0.528955,0,0,0,2,2145,1,27,4.7,4.6,18,391.276,501.442,38.4985,37.8977,30.0002,37.6781,37.612,21.0872,0,100,-999.9,400,46.8387,98.6212,98.383
