SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1630354487,0,20210830 13:14:46,13:14:46,15,B1R1,_SW,_5.8,_1,,1630354479,0.005949311,5.949310664,13.89899562,380.5872258,265.5322931,26.65174995,38.19993214,0.22813206,2.932235999,0.218710339,0.137508042,372.3637258,43.38869422,41.7741129,8.145842221,65.34580663,5.602561998,8.573713123,2.543280223,-262.3646003,153.9312513,13.14773055,277.0781074,10,2,1,0,50317.2737,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.65759,13.89899562,#DIV/0!,0.008677882,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.967419,1601.65759,0.842992134,0.195984269,6,0.5,0: Broadleaf,1630354479,380.5872258,399.9739355,55.81851613,49.08102581,380.8226774,55.38313871,500.2363226,100.1710323,0.199998484,42.74785161,41.7741129,999.9,0,0,9998.220968,0,127.5464839,1899.967419,0.900000032,0.099999942,0,701.9527742,4.99979,14198.67419,16171.29677,52.687,53.62093548,52.937,53.07216129,54.312,1705.47,189.4987097,0,1630354481,0,701.27776,-72.28361528,-2483.915379,14181.38,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,13.91582421,-1.306873305,0.096405797,0,-19.39003,0.985572414,0.073956082,1,6.732289333,1.325150256,0.096028729,0,1,3,3-Jan,100,100,-0.235,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,2.5,2.3,1.06689,2.55981,1.59912,2.30591,1.69678,2.61963,43.3176,15.7957,18,494.024,486.841,41.6981,41.269,29.9992,40.952,40.8643,21.3329,0,100,-999.9,400,58.5861,97.5129,98.9049
2,1630354596,109.5,20210830 13:16:36,13:16:36,15,B1R1,_SW,_5.8,_2,,1630354588,0.004285554,4.285553787,10.17562416,385.8191,243.6998159,24.45833143,38.72178312,0.132528797,2.933315716,0.129289968,0.081090633,372.3723013,43.86425673,42.55239333,8.486300074,62.70219059,5.389569857,8.595504888,3.096730217,-188.992922,38.57320531,3.306405266,225.2589898,25,5,1,0,50339.07028,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.696581,10.17562416,#DIV/0!,0.006353029,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.014,1601.696581,0.842991989,0.195983978,6,0.5,0: Broadleaf,1630354588,385.8191,400.0041333,53.70101333,48.83789333,386.0533333,53.26567333,500.3473333,100.1626667,0.199868833,42.79631,42.55239333,999.9,0,0,10005.20867,0,692.2326333,1900.014,0.900004133,0.09999556,0,832.7881333,4.99979,16913,16171.72,52.8624,53.75,53.0872,53.312,54.4832,1705.52,189.494,0,1630354591,0,831.1967308,-357.2898805,-6253.268375,16886.53462,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,10.18535443,-1.4516036,0.106628808,0,-14.18501333,1.207683204,0.08991434,0,4.863137,1.43311208,0.103621272,0,0,3,0/3,100,100,-0.234,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,4.3,4.1,1.06689,2.55127,1.59912,2.30591,1.69678,2.59521,43.3448,15.7781,18,475.962,486.389,41.6665,41.0741,29.9992,40.7518,40.6653,21.3342,0,100,-999.9,400,58.5861,97.5737,98.9523
3,1630354683,196.5999999,20210830 13:18:03,13:18:03,15,B1R1,_SW,_5.8,_3,,1630354675,0.005977525,5.977525305,16.57697592,377.4385484,259.6391551,26.05841665,37.88123156,0.261633911,2.932982955,0.249325031,0.156885782,372.3645948,43.07334167,40.99872903,7.818477083,66.05754516,5.572794643,8.436272691,2.245682441,-263.6088659,227.8577604,19.35698166,355.9704709,7,1,1,0,50386.8386,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.66163,16.57697592,#DIV/0!,0.010349861,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.972258,1601.66163,0.842992114,0.195984227,6,0.5,0: Broadleaf,1630354675,377.4385484,400.0279677,55.52584839,48.75420323,377.6745806,55.09049677,500.2286452,100.164,0.199971097,42.43974516,40.99872903,999.9,0,0,10003.17903,0,1630.372258,1899.972258,0.899999387,0.100000684,0,847.1434516,4.99979,16465.53871,16171.33226,52.77,53.812,53.07419355,53.159,54.46748387,1705.474516,189.4977419,0,1630354678,0,844.16188,-329.3586154,-6201.330769,16409.804,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,16.58364123,-0.976092153,0.076728213,0,-22.58944839,-0.067662027,0.042964606,1,6.77166,3.300557714,0.238493732,0,1,3,3-Jan,100,100,-0.236,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,5.8,5.6,1.06689,2.54639,1.59912,2.30591,1.69678,2.52441,43.3719,15.7606,18,497.295,488.371,41.5601,40.9146,29.9998,40.6084,40.5223,21.3355,0,100,-999.9,400,58.5861,97.605,98.9855
4,1630354898,411.5999999,20210830 13:21:38,13:21:38,15,B2R1,_SE,_5.11,_1,nc,1630354890,0.004231175,4.23117537,10.68974802,385.2170968,248.9551728,24.97106046,38.6386003,0.144581482,2.932043332,0.140734346,0.08829609,372.3644845,43.54731703,41.73979355,8.13110559,62.95051147,5.317652926,8.447354598,2.813452664,-186.5948338,114.5952933,9.773784932,310.1387289,0,0,1,0,50355.73639,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.661574,10.68974802,#DIV/0!,0.006674162,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.972258,1601.661574,0.842992085,0.195984169,6,0.5,0: Broadleaf,1630354890,385.2170968,399.9940968,53.01565806,48.20957742,385.4515806,52.58029355,500.2234194,100.1034194,0.200021548,42.46474839,41.73979355,999.9,0,0,10003.87581,0,884.6497742,1899.972258,0.900000194,0.099999648,0,853.5622903,4.99979,16763.14839,16171.33226,52.937,53.879,53.19106452,53.312,54.536,1705.475484,189.4958065,0,1630354893,0,850.73688,-339.2371533,-6250.653839,16713.232,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,10.70283783,-1.655745538,0.124712993,0,-14.77695161,0.640954839,0.058171442,1,4.806082903,3.382149677,0.254944363,0,1,3,3-Jan,100,100,-0.234,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,9.3,9.2,1.06567,2.55859,1.59912,2.30591,1.69678,2.5415,43.4536,15.7169,18,510.198,485.86,41.2993,40.7816,29.9993,40.452,40.3713,21.3271,0,100,-999.9,400,58.5861,97.6058,98.9747
5,1630355042,555.0999999,20210830 13:24:01,13:24:01,15,B2R1,_SE,_5.11,_2,nc,1630355034,0.005024823,5.024822551,10.55990777,385.0221,272.0656113,27.28974698,38.61993304,0.177944602,2.932126741,0.172155537,0.108101646,372.3678786,43.40135634,41.66119333,8.097441841,63.3323969,5.366235269,8.473128338,2.731206572,-221.5946745,136.1984585,11.61484903,298.5865116,8,2,1,0,50348.81569,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.675248,10.55990777,#DIV/0!,0.006593039,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.988333,1601.675248,0.842992149,0.195984297,6,0.5,0: Broadleaf,1630355034,385.0221,400.0087667,53.49877667,47.79417333,385.2564333,53.06340333,500.2276667,100.1057333,0.200023233,42.52279,41.66119333,999.9,0,0,10004.12,0,1626.993667,1899.988333,0.899998,0.10000204,0,716.3291333,4.99979,14236.30333,16171.47,53.062,54.30166667,53.3225,53.51446667,54.687,1705.487667,189.5016667,0,1630355037,0,715.1008,-95.3544614,-1732.753844,14214.428,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,10.58373598,-1.136529972,0.086856041,0,-15.00116774,1.185527419,0.091352392,0,5.699064194,0.425086452,0.031698257,1,1,3,3-Jan,100,100,-0.234,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,11.7,11.6,1.06567,2.55615,1.59912,2.30713,1.69678,2.54639,43.5354,15.6906,18,495.573,486.026,41.3559,40.639,29.9998,40.3095,40.2318,21.3217,0,100,-999.9,400,58.5861,97.6431,99.0126
6,1630355155,668.5999999,20210830 13:25:55,13:25:55,15,B2R1,_SE,_5.11,_3,nc,1630355147,0.005323336,5.323336405,11.915483,383.2631333,264.4699523,26.52633483,38.44129025,0.18933961,2.931022218,0.182797667,0.114817479,372.3670179,43.37280722,41.6981,8.113233566,63.44080653,5.388952219,8.494457297,2.724281347,-234.7591355,137.8869231,11.76802179,287.2628274,7,1,1,0,50310.67246,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.671341,11.915483,#DIV/0!,0.007439406,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.983667,1601.671341,0.842992163,0.195984326,6,0.5,0: Broadleaf,1630355147,383.2631333,400.0025,53.72834,47.68626,383.4979333,53.29298667,500.224,100.0999667,0.200028067,42.57070667,41.6981,999.9,0,0,9998.401333,0,1514.679667,1899.983667,0.8999975,0.100002547,0,664.2117,4.99979,13007.15667,16171.42333,53.187,54.5956,53.4706,53.833,54.8162,1705.481667,189.502,0,1630355150,0,663.8858846,-52.59839316,-1014.683761,13000.61923,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,11.92967583,-0.991755342,0.075402721,0,-16.74345161,0.9183,0.070572652,1,6.03907,0.64686,0.048562124,1,2,3,3-Feb,100,100,-0.235,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,13.6,13.5,1.06689,2.56104,1.59912,2.30591,1.69678,2.58545,43.59,15.6643,18,497.472,486.145,41.3775,40.5746,29.9997,40.2318,40.1531,21.328,0,100,-999.9,400,58.5861,97.6605,98.9958
7,1630355247,760.5999999,20210830 13:27:27,13:27:27,15,B2R1,_SE,_5.7,_1,nc,1630355239,0.005815466,5.815466327,14.47414288,380.0212903,256.7386206,25.74967203,38.114342,0.219403009,2.931136159,0.210670535,0.132424702,372.3747961,43.26541458,41.4830871,8.021606862,63.96333308,5.438784337,8.502972054,2.582822525,-256.462065,174.8875693,14.91138206,305.7116824,29,6,1,0,50310.66626,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.704461,14.47414288,#DIV/0!,0.009036713,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.022903,1601.704461,0.842992186,0.195984372,6,0.5,0: Broadleaf,1630355239,380.0212903,400.0284194,54.22771935,47.63215484,380.2567742,53.79234194,500.3459677,100.0953548,0.199925903,42.58980645,41.4830871,999.9,0,0,9999.51129,0,560.907871,1900.022903,0.899997613,0.100002232,0,660.874,4.99979,13625.64194,16171.75806,53.298,54.69106452,53.61077419,54.04,54.9613871,1705.515806,189.5074194,0,1630355242,0,660.0262,-68.61346155,-1406.238461,13611.188,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,14.4858872,-1.642274494,0.124272203,0,-20.00724839,1.171867742,0.091991275,0,6.595557742,1.718727581,0.128627192,0,0,3,0/3,100,100,-0.236,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,15.2,15,1.06567,2.55493,1.59912,2.30347,1.69678,2.48535,43.6447,15.6468,18,470.139,485.54,41.4057,40.5353,29.9997,40.1871,40.1053,21.318,0,100,-999.9,400,58.5861,97.6669,99.02
8,1630355404,917.0999999,20210830 13:30:03,13:30:03,15,B2R1,_SE,_5.7,_2,nc,1630355396,0.006889828,6.889827941,13.68421238,380.4360645,281.5112873,28.23427454,38.15597021,0.269460389,2.931785475,0.256418748,0.161380844,372.369449,43.14843151,41.50945806,8.032796283,64.37843181,5.519994286,8.574291312,2.512801997,-303.8414122,195.9419623,16.71762194,281.187621,0,0,1,0,50303.127,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.679918,13.68421238,#DIV/0!,0.008543662,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.993548,1601.679918,0.842992293,0.195984586,6,0.5,0: Broadleaf,1630355396,380.4360645,399.9933548,55.0373871,47.22827742,380.6716129,54.60202903,500.2334516,100.0953548,0.200000323,42.74913871,41.50945806,999.9,0,0,10003.21194,0,1656.008387,1899.993548,0.899994258,0.1000058,0,643.7327097,4.99979,12754.5871,16171.49677,53.518,55.002,53.812,54.31809677,55.187,1705.482903,189.5112903,0,1630355399,0,643.2749231,-49.15165814,-866.3692313,12746.82692,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,13.70484966,-1.085552691,0.085164089,0,-19.56372903,0.571045161,0.05043379,1,7.795488065,1.637668065,0.122559754,0,1,3,3-Jan,100,100,-0.236,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,17.8,17.6,1.06567,2.56348,1.59912,2.30469,1.69678,2.47925,43.7269,15.6118,18,512.845,485.097,41.5557,40.486,30.0001,40.1223,40.0423,21.3209,0,100,-999.9,400,58.5861,97.6906,99.0135
9,1630355485,998.5999999,20210830 13:31:25,13:31:25,15,B2R1,_SE,_5.7,_3,nc,1630355477,0.006826906,6.826906192,15.78184389,377.986,266.2542025,26.70354151,37.90950432,0.268677689,2.930834182,0.255705752,0.160929368,372.363838,42.9910422,41.45704516,8.010570301,64.890247,5.513441842,8.496564734,2.497128459,-301.0665631,176.7136478,15.0657325,263.0766552,0,0,1,0,50304.61322,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.659809,15.78184389,#DIV/0!,0.009853431,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.970323,1601.659809,0.842992014,0.195984029,6,0.5,0: Broadleaf,1630355477,377.986,400.0101613,54.97312258,47.23492258,378.222,54.53776129,500.241129,100.0934194,0.199989194,42.57543548,41.45704516,999.9,0,0,9997.983871,0,1672.417742,1899.970323,0.900003,0.099997032,0,871.9794194,4.99979,17052.62581,16171.33871,53.514,55.10670968,53.875,54.292,55.187,1705.479355,189.4912903,0,1630355480,0,869.4237308,-249.7307692,-4697.309401,17005.66538,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,15.79616522,-1.826316906,0.140488168,0,-22.02420968,1.27016129,0.105262358,0,7.738205806,2.383584677,0.179062584,0,0,3,0/3,100,100,-0.236,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,19.1,19,1.06567,2.56592,1.59912,2.30347,1.69678,2.4231,43.7817,15.5943,18,512.953,483.539,41.5425,40.486,30.0002,40.1183,40.0383,21.3171,0,100,-999.9,400,58.5861,97.6934,98.985
